concept_id,text,text_alt,romanization_hepburn,ipa,literal,confidence,provenance
lost-rescue.i-lost-my-passport,パスポートをなくしました,,pasupōto o nakushimashita,pasɯpoːto o nakɯɕimaɕita,,2,japanese-reviewed-v6;ipa=hepburn
emergency-medical.help,助けて！,,tasukete!,tasɯkete,,2,japanese-reviewed-v6;ipa=hepburn
medical-conditions.i-am-diabetic,糖尿病です,,tōnyōbyō desu,toːɲoːbjoː desɯ,,2,ja-agent-v1;ipa=hepburn
pharmacy-symptoms.which-pharmacy-is-open-now,今開いている薬局はどこですか？,,ima aiteiru yakkyoku wa doko desu ka?,ima aiteiɾɯ jakkjokɯ wa doko desɯ ka,,2,ja-agent-v1;ipa=hepburn
police-consulate.where-is-the-police-station,警察署はどこですか？,,keisatsusho wa doko desu ka?,keisatsɯɕo wa doko desɯ ka,,2,ja-agent-v1;ipa=hepburn
body-parts.head,頭,,atama,atama,,2,ja-agent-v1;ipa=hepburn
lost-rescue.i-lost-my-phone,スマホをなくしました,,sumaho o nakushimashita,sɯmaho o nakɯɕimaɕita,,2,japanese-reviewed-v6;ipa=hepburn
emergency-medical.please-call-an-ambulance,救急車を呼んでください,,kyūkyūsha o yonde kudasai,kjɯːkjɯːɕa o joɴde kɯdasai,,2,japanese-reviewed-v6;ipa=hepburn
medical-conditions.i-need-insulin,インスリンが必要です,,insurin ga hitsuyō desu,iɴsɯɾiɴ ɡa çitsɯjoː desɯ,,2,ja-agent-v1;ipa=hepburn
pharmacy-symptoms.i-need-medicine-for,{}の薬が必要です,,{} no kusuri ga hitsuyō desu,{} no kɯsɯɾi ɡa çitsɯjoː desɯ,,2,ja-agent-v1;ipa=hepburn
police-consulate.i-want-to-report-a-theft,盗難届を出したいです,,tōnan todoke o dashitai desu,toːnaɴ todoke o daɕitai desɯ,,2,ja-agent-v1;ipa=hepburn
body-parts.stomach,お腹,,onaka,onaka,,2,ja-agent-v1;ipa=hepburn
lost-rescue.please-call-the-police,警察を呼んでください,,keisatsu o yonde kudasai,keisatsɯ o joɴde kɯdasai,,2,japanese-reviewed-v6;ipa=hepburn
emergency-medical.i-need-a-doctor,医者が必要です,,isha ga hitsuyō desu,iɕa ɡa çitsɯjoː desɯ,,2,japanese-reviewed-v6;ipa=hepburn
medical-conditions.i-have-asthma,喘息があります,,zensoku ga arimasu,zeɴsokɯ ɡa aɾimasɯ,,2,ja-agent-v1;ipa=hepburn
