concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
time-scheduling.what-time-is-it,இப்போது மணி என்ன?,,ippōtu maṇi eṉṉa?,ippoːdɯ mʌɳi ennʌ,,2,ta-agent-v1;ipa=espeak
time-scheduling.how-many-minutes,எத்தனை நிமிடம்?,,ettaṉai nimiṭam?,ettʌnaɪ nimiɖʌm,,2,ta-agent-v1;ipa=espeak
time-scheduling.what-time-should-we-meet,எத்தனை மணிக்குச் சந்திக்கலாம்?,,ettaṉai maṇikkuc cantikkalām?,ettʌnaɪ mʌɳikkɯtʃː ʌndikkʌlaːm,,2,ta-agent-v1;ipa=espeak
time-scheduling.can-we-change-the-time,நேரத்தை மாற்ற முடியுமா?,,nērattai māṟṟa muṭiyumā?,neːɾʌttaɪ maːʈrʌ muɖijɯmaː,,2,ta-agent-v1;ipa=espeak
time-scheduling.when-is-convenient,எப்போது வசதியாக இருக்கும்?,,eppōtu vacatiyāka irukkum?,eppoːdɯ vʌsʌdijaːɡʌ iɾɯkkɯm,,2,ta-agent-v1;ipa=espeak
time-scheduling.what-is-today-s-date,இன்று என்ன தேதி?,,iṉṟu eṉṉa tēti?,inrɯ ennʌ teːdi,,2,ta-agent-v1;ipa=espeak
time-scheduling.what-day-is-it-today,இன்று என்ன கிழமை?,,iṉṟu eṉṉa kiḻamai?,inrɯ ennʌ kiɻʌmaɪ,,2,ta-agent-v1;ipa=espeak
time-scheduling.what-time-does-it-open,எத்தனை மணிக்குத் திறக்கும்?,,ettaṉai maṇikkut tiṟakkum?,ettʌnaɪ mʌɳikkɯt tirʌkkɯm,,2,ta-agent-v1;ipa=espeak
time-scheduling.what-time-does-it-close,எத்தனை மணிக்கு மூடும்?,,ettaṉai maṇikku mūṭum?,ettʌnaɪ mʌɳikkɯ muːɖɯm,,2,ta-agent-v1;ipa=espeak
time-scheduling.how-long-does-it-take,எவ்வளவு நேரம் ஆகும்?,,evvaḷavu nēram ākum?,evvʌɭʌvɯ neːɾʌm aːɡɯm,,2,ta-agent-v1;ipa=espeak
time-words.today,இன்று,,iṉṟu,inrɯ,,2,ta-agent-v1;ipa=espeak
time-words.tomorrow,நாளை,,nāḷai,naːɭaɪ,,2,ta-agent-v1;ipa=espeak
time-words.yesterday,நேற்று,,nēṟṟu,neːʈrɯ,,2,ta-agent-v1;ipa=espeak
time-words.this-week,இந்த வாரம்,,inta vāram,indʌ vaːɾʌm,,2,ta-agent-v1;ipa=espeak
time-words.next-week,அடுத்த வாரம்,,aṭutta vāram,aɖɯttʌ vaːɾʌm,,2,ta-agent-v1;ipa=espeak
time-words.morning,காலை,,kālai,kaːlaɪ,,2,ta-agent-v1;ipa=espeak
time-words.afternoon,மதியம்,,matiyam,mʌdijʌm,,2,ta-agent-v1;ipa=espeak
time-words.evening,மாலை,,mālai,maːlaɪ,,2,ta-agent-v1;ipa=espeak
time-words.spring,வசந்த காலம்,இளவேனில்,vacanta kālam,vʌsʌntʌ kaːlʌm,,2,ta-agent-v1;ipa=espeak
time-words.summer,கோடை காலம்,,kōṭai kālam,koːɖaɪ kaːlʌm,,2,ta-agent-v1;ipa=espeak
time-words.fall,இலையுதிர் காலம்,,ilaiyutir kālam,ilaɪjɯdir kaːlʌm,,2,ta-agent-v1;ipa=espeak
time-words.winter,குளிர் காலம்,,kuḷir kālam,kuɭir kaːlʌm,,2,ta-agent-v1;ipa=espeak
time-words.night,இரவு,,iravu,iɾʌvɯ,,2,ta-agent-v1;ipa=espeak
days-of-week.monday,திங்கள்கிழமை,,tiṅkaḷkiḻamai,tiŋɡʌʈkiɻʌmaɪ,,2,ta-agent-v1;ipa=espeak
days-of-week.tuesday,செவ்வாய்க்கிழமை,,cevvāykkiḻamai,sevvaːjkkiɻʌmaɪ,,2,ta-agent-v1;ipa=espeak
days-of-week.wednesday,புதன்கிழமை,,putaṉkiḻamai,pudʌnɡiɻʌmaɪ,,2,ta-agent-v1;ipa=espeak
days-of-week.thursday,வியாழக்கிழமை,,viyāḻakkiḻamai,vjaːɻʌkkiɻʌmaɪ,,2,ta-agent-v1;ipa=espeak
days-of-week.friday,வெள்ளிக்கிழமை,,veḷḷikkiḻamai,veɭɭikkiɻʌmaɪ,,2,ta-agent-v1;ipa=espeak
days-of-week.saturday,சனிக்கிழமை,,caṉikkiḻamai,sʌnikkiɻʌmaɪ,,2,ta-agent-v1;ipa=espeak
days-of-week.sunday,ஞாயிற்றுக்கிழமை,,ñāyiṟṟukkiḻamai,ɲaːjiʈrɯkkiɻʌmaɪ,,2,ta-agent-v1;ipa=espeak
months.january,ஜனவரி,,jaṉavari,dʒʌnʌvʌɾi,,2,ta-agent-v1;ipa=espeak
months.february,பிப்ரவரி,,pipravari,fibɾʌvʌɾi,,2,ta-agent-v1;ipa=espeak
months.march,மார்ச்,,mārc,maːrtʃ,,2,ta-agent-v1;ipa=espeak
months.april,ஏப்ரல்,,ēpral,eːbɾʌl,,2,ta-agent-v1;ipa=espeak
months.may,மே,,mē,meː,,2,ta-agent-v1;ipa=espeak
months.june,ஜூன்,,jūṉ,dʒuːn,,2,ta-agent-v1;ipa=espeak
months.july,ஜூலை,,jūlai,dʒuːlaɪ,,2,ta-agent-v1;ipa=espeak
months.august,ஆகஸ்ட்,,ākasṭ,aːɡʌsʈ,,2,ta-agent-v1;ipa=espeak
months.september,செப்டம்பர்,,cepṭampar,sepʈʌmbʌr,,2,ta-agent-v1;ipa=espeak
months.october,அக்டோபர்,,akṭōpar,akɖoːbʌr,,2,ta-agent-v1;ipa=espeak
months.november,நவம்பர்,,navampar,nʌvʌmbʌr,,2,ta-agent-v1;ipa=espeak
months.december,டிசம்பர்,,ṭicampar,ɖisʌmbʌr,,2,ta-agent-v1;ipa=espeak
