concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
time-scheduling.what-time-is-it,מה השעה?,מָה הַשָּׁעָה?,ma hasha‘a?,mˈa haʃaˈa,what is the hour?,2,he-agent-v1;ipa=bgn
time-scheduling.how-many-minutes,כמה דקות?,כַּמָּה דַּקּוֹת?,káma daqot?,kˈama dakˈot,how many minutes?,2,he-agent-v1;ipa=bgn
time-scheduling.what-time-should-we-meet,באיזו שעה ניפגש?,בְּאֵיזוֹ שָׁעָה נִיפָּגֵשׁ?,be’éyzo sha‘a nipagesh?,beˈejzo ʃaˈa nipaɡˈeʃ,at what hour shall we meet?,2,he-agent-v1;ipa=bgn
time-scheduling.can-we-change-the-time,אפשר לשנות את השעה?,אֶפְשָׁר לְשַׁנּוֹת אֶת הַשָּׁעָה?,efshar leshanot et hasha‘a?,efʃˈaʁ leʃanˈot ˈet haʃaˈa,can the hour be changed?,2,he-agent-v1;ipa=bgn
time-scheduling.when-is-convenient,מתי נוח לך?,מָתַי נוֹחַ לְךָ?,matay nóaẖ lekha?,mˈataj nˈoax lexˈa,to a man; to a woman lakh,2,he-agent-v1;ipa=bgn
time-scheduling.what-is-today-s-date,מה התאריך היום?,מָה הַתַּאֲרִיךְ הַיּוֹם?,ma hata’arikh hayom?,mˈa hataaʁˈix hajˈom,what is the date today?,2,he-agent-v1;ipa=bgn
time-scheduling.what-day-is-it-today,איזה יום היום?,אֵיזֶה יוֹם הַיּוֹם?,éyze yom hayom?,ˈejze jˈom hajˈom,which day is it today?,2,he-agent-v1;ipa=bgn
time-scheduling.what-time-does-it-open,באיזו שעה פותחים?,בְּאֵיזוֹ שָׁעָה פּוֹתְחִים?,be’éyzo sha‘a potẖim?,beˈejzo ʃaˈa potxˈim,at what hour do they open?,2,he-agent-v1;ipa=bgn
time-scheduling.what-time-does-it-close,באיזו שעה סוגרים?,בְּאֵיזוֹ שָׁעָה סוֹגְרִים?,be’éyzo sha‘a sogrim?,beˈejzo ʃaˈa soɡʁˈim,at what hour do they close?,2,he-agent-v1;ipa=bgn
time-scheduling.how-long-does-it-take,כמה זמן זה לוקח?,כַּמָּה זְמַן זֶה לוֹקֵחַ?,káma zeman ze loqéaẖ?,kˈama zemˈan zˈe lokˈeax,how much time does it take?,2,he-agent-v1;ipa=bgn
time-words.today,היום,הַיּוֹם,hayom,hajˈom,,2,he-agent-v1;ipa=bgn
time-words.tomorrow,מחר,מָחָר,maẖar,maxˈaʁ,,2,he-agent-v1;ipa=bgn
time-words.yesterday,אתמול,אֶתְמוֹל,etmol,etmˈol,,2,he-agent-v1;ipa=bgn
time-words.this-week,השבוע,הַשָּׁבוּעַ,hashavúa‘,haʃavˈua,,2,he-agent-v1;ipa=bgn
time-words.next-week,שבוע הבא,שָׁבוּעַ הַבָּא,shavúa‘ haba,ʃavˈua habˈa,the coming week,2,he-agent-v1;ipa=bgn
time-words.morning,בוקר,בּוֹקֶר,bóqer,bˈokeʁ,,2,he-agent-v1;ipa=bgn
time-words.afternoon,אחרי הצהריים,אַחֲרֵי הַצׇּהֳרַיִים,aẖarey hatsohoráyim,axˈaʁej hatsohoʁˈajim,after noon,2,he-agent-v1;ipa=bgn
time-words.evening,ערב,עֶרֶב,‘érev,ˈeʁev,,2,he-agent-v1;ipa=bgn
time-words.spring,אביב,אָבִיב,aviv,avˈiv,,2,he-agent-v1;ipa=bgn
time-words.summer,קיץ,קַיִץ,qáyits,kˈajits,,2,he-agent-v1;ipa=bgn
time-words.fall,סתו,סְתָו,sétav,sˈetav,,2,he-agent-v1;ipa=bgn
time-words.winter,חורף,חוֹרֶף,ẖóref,xˈoʁef,,2,he-agent-v1;ipa=bgn
time-words.night,לילה,לַיְלָה,láyla,lˈajla,,2,he-agent-v1;ipa=bgn
days-of-week.monday,יום שני,יוֹם שֵׁנִי,yom sheni,jˈom ʃenˈi,second day,2,he-agent-v1;ipa=bgn
days-of-week.tuesday,יום שלישי,יוֹם שְׁלִישִׁי,yom shelishi,jˈom ʃeliʃˈi,third day,2,he-agent-v1;ipa=bgn
days-of-week.wednesday,יום רביעי,יוֹם רְבִיעִי,yom revi‘i,jˈom ʁeviˈi,fourth day,2,he-agent-v1;ipa=bgn
