concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
numbers-money.l-ng,אפס,אֶפֶס,éfes,ˈefes,,2,he-agent-v1;ipa=bgn
numbers-money.y,אחת,אַחַת,aẖat,axˈat,masculine eẖad,2,he-agent-v1;ipa=bgn
numbers-money.r,שתיים,שְׁתַּיִים,shetáyim,ʃetˈajim,masculine shnayim,2,he-agent-v1;ipa=bgn
numbers-money.s-n,שלוש,שָׁלוֹש,shalosh,ʃalˈoʃ,masculine shlosha,2,he-agent-v1;ipa=bgn
numbers-money.s,ארבע,אַרְבַּע,árba‘,ˈaʁba,masculine arba‘a,2,he-agent-v1;ipa=bgn
numbers-money.w,חמש,חָמֵש,ẖamesh,xamˈeʃ,masculine ẖamisha,2,he-agent-v1;ipa=bgn
numbers-money.li,שש,שֵׁש,shesh,ʃˈeʃ,masculine shisha,2,he-agent-v1;ipa=bgn
numbers-money.q,שבע,שֶׁבַע,shéva‘,ʃˈeva,masculine shiv‘a,2,he-agent-v1;ipa=bgn
numbers-money.b,שמונה,שְׁמוֹנֶה,shemone,ʃemonˈe,masculine shmona,2,he-agent-v1;ipa=bgn
numbers-money.ji,תשע,תֵּשַׁע,tésha‘,tˈeʃa,masculine tish‘a,2,he-agent-v1;ipa=bgn
numbers-money.sh,עשר,עֶשֶׂר,‘éser,ˈeseʁ,masculine ‘asara,2,he-agent-v1;ipa=bgn
numbers-money.y-b-i,מאה,מֵאָה,me’a,meˈa,,2,he-agent-v1;ipa=bgn
numbers-money.y-qi-n,אלף,אֶלֶף,élef,ˈelef,,2,he-agent-v1;ipa=bgn
numbers-money.y-w-n,עשרת אלפים,עֲשֶׂרֶת אֲלָפִים,‘aséret alafim,asˈeʁet alafˈim,ten thousand,2,he-agent-v1;ipa=bgn
numbers-money.b-n,חצי,חֲצִי,ẖatsi,xatsˈi,half,2,he-agent-v1;ipa=bgn
atm-cash.where-is-an-atm,איפה יש כספומט?,אֵיפֹה יֵשׁ כַּסְפּוֹמָט?,éyfo yesh kaspomat?,ˈejfo jˈeʃ kaspomˈat,where is there a cash machine?,2,he-agent-v1;ipa=bgn
atm-cash.does-this-atm-take-foreign-cards,הכספומט הזה מקבל כרטיסים מחוץ לארץ?,הַכַּסְפּוֹמָט הַזֶּה מְקַבֵּל כַּרְטִיסִים מֵחוּץ לָאָרֶץ?,hakaspomat haze meqabel kartisim meẖuts la’árets?,hakaspomˈat hazˈe mekabˈel kaʁtisˈim mexˈuts laˈaʁets,does this machine accept cards from abroad?,2,he-agent-v1;ipa=bgn
atm-cash.the-atm-kept-my-card,הכספומט בלע את הכרטיס שלי,הַכַּסְפּוֹמָט בָּלַע אֶת הַכַּרְטִיס שֶׁלִּי,hakaspomat bala‘ et hakartis sheli,hakaspomˈat balˈa ˈet hakaʁtˈis ʃelˈi,the machine swallowed my card,2,he-agent-v1;ipa=bgn
atm-cash.is-there-a-fee,יש עמלה?,יֵשׁ עֲמָלָה?,yesh ‘amala?,jˈeʃ amalˈa,is there a commission?,2,he-agent-v1;ipa=bgn
atm-cash.the-card-was-declined,הכרטיס נדחה,הַכַּרְטִיס נִדְחָה,hakartis nidẖa,hakaʁtˈis nidxˈa,the card was rejected,2,he-agent-v1;ipa=bgn
atm-cash.what-is-the-exchange-rate,מה שער ההמרה?,מָה שַׁעַר הַהַמְרָה?,ma shá‘ar hahamra?,mˈa ʃˈaaʁ hahamʁˈa,what is the conversion rate?,2,he-agent-v1;ipa=bgn
atm-cash.no-money-came-out,לא יצא כסף,לֹא יָצָא כֶּסֶף,lo yatsa késef,lˈo jatsˈa kˈesef,no money came out,2,he-agent-v1;ipa=bgn
atm-cash.where-can-i-change-money,איפה אפשר להמיר כסף?,אֵיפֹה אֶפְשָׁר לְהַמִּיר כֶּסֶף?,éyfo efshar lehamir késef?,ˈejfo efʃˈaʁ lehamˈiʁ kˈesef,where is it possible to convert money?,2,he-agent-v1;ipa=bgn
atm-cash.the-machine-is-out-of-service,המכשיר לא פועל,הַמַּכְשִׁיר לֹא פּוֹעֵל,hamakhshir lo po‘el,hamaxʃˈiʁ lˈo poˈel,the device is not working,2,he-agent-v1;ipa=bgn
atm-cash.please-give-me-smaller-notes,אפשר שטרות קטנים יותר?,אֶפְשָׁר שְׁטָרוֹת קְטַנִּים יוֹתֵר?,efshar shetarot qetanim yoter?,efʃˈaʁ ʃetaʁˈot ketanˈim jotˈeʁ,can I have smaller notes?,2,he-agent-v1;ipa=bgn
atm-cash.do-you-have-change,יש עודף?,יֵשׁ עוֹדֶף?,yesh ‘ódef?,jˈeʃ ˈodef,is there change?,2,he-agent-v1;ipa=bgn
atm-cash.may-i-pay-in,אפשר לשלם ב{}?,אֶפְשָׁר לְשַׁלֵּם בְּ{}?,efshar leshalem be{}?,efʃˈaʁ leʃalˈem bˈe {},is it possible to pay in {}?,2,he-agent-v1;ipa=bgn
atm-cash.please-charge-in-local-currency,"אפשר לחייב בשקל, בבקשה?","אֶפְשָׁר לְחַיֵּיב בְּשֶׁקֶל, בְּבַקָּשָׁה?","efshar leẖayev beshéqel, bevaqasha?","efʃˈaʁ lexajˈev beʃˈekel, bevakaʃˈa","can you charge in shekels, please?",2,he-agent-v1;ipa=bgn
atm-cash.where-can-i-get-coins,איפה אפשר לקבל מטבעות?,אֵיפֹה אֶפְשָׁר לְקַבֵּל מַטְבְּעוֹת?,éyfo efshar leqabel matbe‘ot?,ˈejfo efʃˈaʁ lekabˈel matbeˈot,where is it possible to get coins?,2,he-agent-v1;ipa=bgn
atm-cash.is-there-a-minimum-for-cards,יש מינימום לכרטיס?,יֵשׁ מִינִימוּם לְכַרְטִיס?,yesh mínimum lekhartis?,jˈeʃ mˈinimum lexaʁtˈis,is there a minimum for a card?,2,he-agent-v1;ipa=bgn
atm-cash.atm,כספומט,כַּסְפּוֹמָט,kaspomat,kaspomˈat,cash machine,2,he-agent-v1;ipa=bgn
atm-cash.banknote,שטר,שְׁטָר,shetar,ʃetˈaʁ,note,2,he-agent-v1;ipa=bgn
atm-cash.coin,מטבע,מַטְבֵּעַ,matbéa‘,matbˈea,,2,he-agent-v1;ipa=bgn
atm-cash.cash-only,מזומן בלבד,מְזוּמָּן בִּלְבַד,mezuman bilvad,mezumˈan bilvˈad,cash only,2,he-agent-v1;ipa=bgn
atm-cash.fee,עמלה,עֲמָלָה,‘amala,amalˈa,commission,2,he-agent-v1;ipa=bgn
atm-cash.change,עודף,עוֹדֶף,‘ódef,ˈodef,money handed back,2,he-agent-v1;ipa=bgn
atm-cash.exchange-rate,שער ההמרה,שַׁעַר הַהַמְרָה,shá‘ar hahamra,ʃˈaaʁ hahamʁˈa,conversion rate,2,he-agent-v1;ipa=bgn
