concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
dietary-needs.no-meat,בלי בשר,בְּלִי בָּשָׂר,beli basar,belˈi basˈaʁ,without meat,2,he-agent-v1;ipa=bgn
dietary-needs.no-eggs,בלי ביצים,בְּלִי בֵּיצִים,beli beytsim,belˈi bejtsˈim,without eggs,2,he-agent-v1;ipa=bgn
dietary-needs.not-spicy,לא חריף,לֹא חָרִיף,lo ẖarif,lˈo xaʁˈif,not spicy,2,he-agent-v1;ipa=bgn
dietary-needs.less-spicy,פחות חריף,פָּחוֹת חָרִיף,paẖot ẖarif,paxˈot xaʁˈif,less spicy,2,he-agent-v1;ipa=bgn
dietary-needs.no-peanuts,בלי בוטנים,בְּלִי בּוֹטְנִים,beli botnim,belˈi botnˈim,without peanuts,2,he-allergen-v1;ipa=bgn
dietary-needs.no-nuts,בלי אגוזים ובלי בוטנים,בְּלִי אֱגוֹזִים וּבְלִי בּוֹטְנִים,beli egozim uvli botnim,belˈi eɡozˈim uvlˈi botnˈim,without tree nuts and without peanuts -- two categories here,2,he-allergen-v1;ipa=bgn
dietary-needs.no-seafood,בלי דגים ובלי פירות ים,בְּלִי דָּגִים וּבְלִי פֵּירוֹת יָם,beli dagim uvli peyrot yam,belˈi daɡˈim uvlˈi pejʁˈot jˈam,without fish and without seafood -- perot yam excludes fish,2,he-allergen-v1;ipa=bgn
dietary-needs.i-am-vegetarian,אני צמחוני,אֲנִי צִמְחוֹנִי,ani tsimẖoni,anˈi tsimxonˈi,a woman says tsimẖonit,2,he-agent-v1;ipa=bgn
dietary-needs.i-am-vegan,אני טבעוני,אֲנִי טִבְעוֹנִי,ani tiv‘oni,anˈi tivonˈi,a woman says tiv‘onit,2,he-agent-v1;ipa=bgn
dietary-needs.i-do-not-eat,אני לא אוכל {},אֲנִי לֹא אוֹכֵל {},ani lo ókhel {},anˈi lˈo ˈoxel {},I do not eat {},2,he-agent-v1;ipa=bgn
dietary-needs.i-am-allergic-to,יש לי אלרגיה ל{},יֵשׁ לִי אַלֶּרְגְּיָה לְ{},yesh li alérgya le{},jˈeʃ lˈi alˈeʁɡja lˈe {},I have an allergy to {},2,he-agent-v1;ipa=bgn
dietary-needs.does-it-contain-fish-stock,יש בזה מרק דגים?,יֵשׁ בְּזֶה מְרַק דָּגִים?,yesh beze meraq dagim?,jˈeʃ bezˈe meʁˈak daɡˈim,is there fish broth in this?,2,he-agent-v1;ipa=bgn
dietary-needs.does-it-contain-pork-stock,יש בזה ציר חזיר?,יֵשׁ בְּזֶה צִיר חֲזִיר?,yesh beze tsir ẖazir?,jˈeʃ bezˈe tsˈiʁ xazˈiʁ,is there pork stock in this?,2,he-agent-v1;ipa=bgn
dietary-needs.does-it-contain-pork-fat,יש בזה שמן חזיר?,יֵשׁ בְּזֶה שֻׁמָּן חֲזִיר?,yesh beze shuman ẖazir?,jˈeʃ bezˈe ʃumˈan xazˈiʁ,is there pork fat in this?,2,he-allergen-v1;ipa=bgn
dietary-needs.i-have-a-severe-allergy-to,יש לי אלרגיה קשה ל{},יֵשׁ לִי אַלֶּרְגְּיָה קָשָׁה לְ{},yesh li alérgya qasha le{},jˈeʃ lˈi alˈeʁɡja kaʃˈa lˈe {},I have a severe allergy to {},2,he-agent-v1;ipa=bgn
dietary-needs.no-pork,בלי חזיר,בְּלִי חֲזִיר,beli ẖazir,belˈi xazˈiʁ,without pork -- also sold as basar lavan,2,he-allergen-v1;ipa=bgn
dietary-needs.is-this-halal,זה חלאל?,זֶה חָלָאל?,ze ẖalal?,zˈe xalˈal,is this halal?,2,he-agent-v1;ipa=bgn
food-ordering.table-for-two,"שלחן לשנים, בבקשה","שֻׁלְחָן לִשְׁנַיִם, בְּבַקָּשָׁה","shulẖan lishnáyim, bevaqasha","ʃulxˈan liʃnˈajim, bevakaʃˈa","a table for two, please",2,he-agent-v1;ipa=bgn
food-ordering.is-a-table-available,יש שלחן פנוי?,יֵשׁ שֻׁלְחָן פָּנוּי?,yesh shulẖan panuy?,jˈeʃ ʃulxˈan panˈuj,is there a free table?,2,he-agent-v1;ipa=bgn
food-ordering.menu-please,"תפריט, בבקשה","תַּפְרִיט, בְּבַקָּשָׁה","tafrit, bevaqasha","tafʁˈit, bevakaʃˈa","menu, please",2,he-agent-v1;ipa=bgn
food-ordering.i-want-this,אני רוצה את זה,אֲנִי רוֹצֶה אֶת זֶה,ani rotse et ze,anˈi ʁotsˈe ˈet zˈe,I want this,2,he-agent-v1;ipa=bgn
food-ordering.do-you-have-drinking-water,יש מים לשתייה?,יֵשׁ מַיִם לִשְׁתִּיָּיה?,yesh máyim lishtiya?,jˈeʃ mˈajim liʃtijˈa,is there water for drinking?,2,he-agent-v1;ipa=bgn
