concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
pronouns-verbs.i-me,אני,אֲנִי,ani,anˈi,,2,he-agent-v1;ipa=bgn
pronouns-verbs.we-us,אנחנו,אֲנַחְנוּ,anáẖnu,anˈaxnu,,2,he-agent-v1;ipa=bgn
pronouns-verbs.you,אתה / את,אַתָּה / אַת,ata / at,atˈa / ˈat,to a man / to a woman,2,he-agent-v1;ipa=bgn
pronouns-verbs.you-polite,אדוני / גברתי,אֲדוֹנִי / גְּבִרְתִּי,adoni / gevírti,adonˈi / ɡevˈiʁti,sir / madam -- Hebrew has no polite you,2,he-agent-v1;ipa=bgn
pronouns-verbs.he-him,הוא,הוּא,hu,hˈu,,2,he-agent-v1;ipa=bgn
pronouns-verbs.she-her,היא,הִיא,hi,hˈi,,2,he-agent-v1;ipa=bgn
pronouns-verbs.they-them,הם / הן,הֵם / הֵן,hem / hen,hˈem / hˈen,masculine / feminine plural,2,he-agent-v1;ipa=bgn
pronouns-verbs.my-mine,שלי,שֶׁלִּי,sheli,ʃelˈi,,2,he-agent-v1;ipa=bgn
pronouns-verbs.your-yours,שלך,שֶׁלְּךָ,shelkha,ʃelxˈa,"of you, to a man; to a woman shelakh",2,he-agent-v1;ipa=bgn
pronouns-verbs.be-called-call,קוראים לי,קוֹרְאִים לִי,qor’im li,koʁˈim lˈi,they call me,2,he-agent-v1;ipa=bgn
pronouns-verbs.have,יש לי,יֵשׁ לִי,yesh li,jˈeʃ lˈi,there is to me -- Hebrew has no verb to have,2,he-agent-v1;ipa=bgn
pronouns-verbs.do-not-have,אין לי,אֵין לִי,eyn li,ejn lˈi,there is not to me,2,he-agent-v1;ipa=bgn
pronouns-verbs.go,ללכת,לָלֶכֶת,lalékhet,lalˈexet,,2,he-agent-v1;ipa=bgn
pronouns-verbs.come,לבוא,לָבוֹא,lavo,lavˈo,,2,he-agent-v1;ipa=bgn
pronouns-verbs.would-like,הייתי רוצה,הָיִיתִי רוֹצֶה,hayíti rotse,hajˈiti ʁotsˈe,I would like,2,he-agent-v1;ipa=bgn
pronouns-verbs.want,לרצות,לִרְצוֹת,lirtsot,liʁtsˈot,,2,he-agent-v1;ipa=bgn
pronouns-verbs.look-for,לחפש,לְחַפֵּשׂ,leẖapes,lexapˈes,,2,he-agent-v1;ipa=bgn
pronouns-verbs.buy,לקנות,לִקְנוֹת,liqnot,liknˈot,,2,he-agent-v1;ipa=bgn
pronouns-verbs.like,לאהוב,לֶאֱהוֹב,le’ehov,leehˈov,to like or to love -- one verb,2,he-agent-v1;ipa=bgn
pronouns-verbs.need,להזדקק ל,לְהִזְדַּקֵּק לְ,lehizdaqeq le,lehizdakˈek lˈe,to be in need of,2,he-agent-v1;ipa=bgn
pronouns-verbs.there-is-have,יש,יֵשׁ,yesh,jˈeʃ,,2,he-agent-v1;ipa=bgn
pronouns-verbs.there-is-not-do-not-have,אין,אֵין,eyn,ejn,,2,he-agent-v1;ipa=bgn
pronouns-verbs.want-to-verb,רוצה ל…,רוֹצֶה לְ…,rotse le…,ʁotsˈe lˈe,I want to… + infinitive,2,he-agent-v1;ipa=bgn
pronouns-verbs.want-thing,רוצה…,רוֹצֶה…,rotse…,ʁotsˈe,I want…,2,he-agent-v1;ipa=bgn
pronouns-verbs.need-thing,צריך…,צָרִיךְ…,tsarikh…,tsaʁˈix,I need… -- a woman says tsrikha,2,he-agent-v1;ipa=bgn
pronouns-verbs.looking-for-thing,מחפש…,מְחַפֵּשׂ…,meẖapes…,mexapˈes,I am looking for…,2,he-agent-v1;ipa=bgn
question-words.what,מה,מָה,ma,mˈa,,2,he-agent-v1;ipa=bgn
question-words.where,איפה,אֵיפֹה,éyfo,ˈejfo,,2,he-agent-v1;ipa=bgn
question-words.who,מי,מִי,mi,mˈi,,2,he-agent-v1;ipa=bgn
question-words.which-one,איזה,אֵיזֶה,éyze,ˈejze,,2,he-agent-v1;ipa=bgn
question-words.when,מתי,מָתַי,matay,mˈataj,,2,he-agent-v1;ipa=bgn
question-words.how,איך,אֵיךְ,eykh,ejx,,2,he-agent-v1;ipa=bgn
question-words.how-much-many,כמה,כַּמָּה,káma,kˈama,,2,he-agent-v1;ipa=bgn
question-words.how-many,כמה,כַּמָּה,káma,kˈama,,2,he-agent-v1;ipa=bgn
question-words.why,למה,לָמָּה,láma,lˈama,,2,he-agent-v1;ipa=bgn
question-words.this,זה,זֶה,ze,zˈe,,2,he-agent-v1;ipa=bgn
question-words.that,ההוא,הַהוּא,hahu,hahˈu,,2,he-agent-v1;ipa=bgn
question-words.here,כאן,כָּאן,kan,kˈan,,2,he-agent-v1;ipa=bgn
question-words.there,שם,שָׁם,sham,ʃˈam,,2,he-agent-v1;ipa=bgn
question-words.a-little,קצת,קְצָת,qetsat,ketsˈat,,2,he-agent-v1;ipa=bgn
question-words.some,מעט,מְעַט,me‘at,meˈat,,2,he-agent-v1;ipa=bgn
question-words.very,מאוד,מְאוֹד,meod,meˈod,,2,he-agent-v1;ipa=bgn
question-words.too,יותר מדי,יוֹתֵר מִדַּי,yoter miday,jotˈeʁ mˈidaj,more than needed,2,he-agent-v1;ipa=bgn
question-words.also,גם,גַּם,gam,ɡˈam,,2,he-agent-v1;ipa=bgn
question-words.all-both,הכל / שניהם,הַכֹּל / שְׁנֵיהֶם,hakol / sheneyhem,hakˈol / ʃenejhˈem,everything / both of them,2,he-agent-v1;ipa=bgn
