concept_id,text,text_alt,ipa,literal,confidence,provenance
sim-data.i-would-like-a-tourist-sim,Je voudrais une carte SIM touriste,,ʒə vudʁɛz yn kaʁt ɛsjɛm tuʁˈist,,2,fr-agent-v1;ipa=espeak
children.cannot-find-my-child,Je ne trouve pas mon enfant,,ʒə nə tʁuv pa mɔ̃n ɑ̃fˈɑ̃,,2,fr-agent-v1;ipa=espeak
etiquette.is-this-allowed,C'est autorisé ?,,sɛt otoʁizˈe,,2,fr-agent-v1;ipa=espeak
sim-data.may-i-use-your-wifi,Puis-je utiliser votre wifi ?,,pyiʒ ytilize votʁ wˈaɪfaɪ,,2,fr-agent-v1;ipa=espeak
children.make-an-announcement,Pourriez-vous faire une annonce ?,,puʁjevu fɛʁ yn anˈɔ̃s,,2,fr-agent-v1;ipa=espeak
etiquette.is-tipping-expected,Faut-il laisser un pourboire ?,,fotil lɛse œ̃ puʁbwˈaʁ,,2,fr-agent-v1;ipa=espeak
sim-data.how-much-data-is-included,Combien de données sont incluses ?,,kɔ̃bjɛ̃ də dɔne sɔ̃t ɛ̃klˈyz,,2,fr-agent-v1;ipa=espeak
children.child-age,Mon enfant a {} ans,,mɔ̃n ɑ̃fɑ̃ ˈa {} ˈɑ̃,,2,fr-agent-v1;ipa=espeak
etiquette.is-service-included,Le service est-il compris ?,,lə sɛʁvis ɛtil kɔ̃pʁˈi,,2,fr-agent-v1;ipa=espeak
sim-data.do-you-need-my-passport,Avez-vous besoin de mon passeport ?,,avevu bəzwɛ̃ də mɔ̃ paspˈɔʁ,,2,fr-agent-v1;ipa=espeak
children.high-chair,Avez-vous une chaise haute ?,,avevuz yn ʃɛz ˈot,,2,fr-agent-v1;ipa=espeak
etiquette.may-i-enter,Puis-je entrer ?,,pyiʒ ɑ̃tʁˈe,,2,fr-agent-v1;ipa=espeak
sim-data.how-long-is-it-valid,Combien de temps est-ce valable ?,,kɔ̃bjɛ̃ də tɑ̃ ɛs valˈabl,,2,fr-agent-v1;ipa=espeak
children.baby-changing-room,Où est la table à langer ?,l'espace bébé,u ɛ la tabl a lɑ̃ʒˈe,,2,fr-agent-v1;ipa=espeak
etiquette.remove-shoes,Faut-il enlever ses chaussures ?,,fotil ɑ̃lve se ʃosˈyʁ,,2,fr-agent-v1;ipa=espeak
sim-data.please-activate-it,"Activez-la, s'il vous plaît",,"aktivˈelˈa, sil vu plˈɛ",,2,fr-agent-v1;ipa=espeak
