concept_id,text,text_alt,ipa,literal,confidence,provenance
social-basics.hello,Halo,Kula nuwun,ˈhɔlɔ,kula nuwun is what you call at a door,2,jv-agent-v1;ipa=jv-g2p
social-basics.hello-polite,Sugeng siyang,Sugeng énjing · Sugeng sonten,ˈsuɡəŋ ˈsijaŋ,"énjing to 11, siyang to 3, sonten to dusk",2,jv-agent-v1;ipa=jv-g2p
social-basics.good-morning,Sugeng énjing,,ˈsuɡəŋ ˈɛndʒɪŋ,,2,jv-agent-v1;ipa=jv-g2p
social-basics.good-evening,Sugeng dalu,,ˈsuɡəŋ ˈdalu,,2,jv-agent-v1;ipa=jv-g2p
social-basics.goodbye,Sugeng tindak,Sugeng kantun,ˈsuɡəŋ ˈtɪndaʔ,"tindak to the one leaving, kantun to the one staying",2,jv-agent-v1;ipa=jv-g2p
social-basics.thank-you,Matur nuwun,Matur sembah nuwun,ˈmatʊr ˈnuwʊn,,2,jv-agent-v1;ipa=jv-g2p
social-basics.you-are-welcome,Sami-sami,"Inggih, sami-sami",samiˈsami,,2,jv-agent-v1;ipa=jv-g2p
social-basics.excuse-me-sorry,Nuwun sèwu,Ngapunten,ˈnuwʊn ˈsɛwu,nuwun sèwu to pass or get attention,2,jv-agent-v1;ipa=jv-g2p
social-basics.sorry,Ngapunten,Nyuwun pangapunten,ŋaˈpʊntən,,2,jv-agent-v1;ipa=jv-g2p
social-basics.no-problem,Mboten menapa-menapa,Mboten napa-napa,ˈmbɔtən mənɔpɔməˈnɔpɔ,,2,jv-agent-v1;ipa=jv-g2p
social-basics.i-do-not-know,Kula mboten ngertos,,ˈkulɔ ˈmbɔtən ŋərˈtɔs,,2,jv-agent-v1;ipa=jv-g2p
social-basics.good-night,Sugeng tilem,Sugeng dalu,ˈsuɡəŋ ˈtiləm,,2,jv-agent-v1;ipa=jv-g2p
social-basics.okay-fine-i-am-okay,Kula saé-saé kémawon,"Inggih, saé",ˈkulɔ saeˈsae keˈmawɔn,,2,jv-agent-v1;ipa=jv-g2p
communication.i-do-not-speak-this-language,Kula mboten saged basa {target},,ˈkulɔ ˈmbɔtən ˈsaɡəd ˈbɔsɔ {target},,2,jv-agent-v1;ipa=jv-g2p
communication.i-speak-only-a-little-of-this,Kula namung saged sekedhik basa {target},,ˈkulɔ ˈnamʊŋ ˈsaɡəd səkəˈɖɪʔ ˈbɔsɔ {target},,2,jv-agent-v1;ipa=jv-g2p
communication.do-you-speak-english,Panjenengan saged basa {source}?,,pandʒənəˈŋan ˈsaɡəd ˈbɔsɔ {source},,2,jv-agent-v1;ipa=jv-g2p
communication.please-speak-more-slowly,"Nyuwun tulung, ngendikanipun langkung alon",,"ˈɲuwʊn ˈtulʊŋ, ŋəndikaˈnipʊn ˈlaŋkʊŋ ˈalɔn",,2,jv-agent-v1;ipa=jv-g2p
communication.i-do-not-understand-spoken,Kula mboten mangertos,Ora mudheng,ˈkulɔ ˈmbɔtən maŋərˈtɔs,,2,jv-agent-v1;ipa=jv-g2p
communication.i-cannot-read-understand,Kula mboten saged maos menika,,ˈkulɔ ˈmbɔtən ˈsaɡəd ˈmaɔs məˈnikɔ,,2,jv-agent-v1;ipa=jv-g2p
communication.please-say-it-again,"Nyuwun tulung, dipunambali",,"ˈɲuwʊn ˈtulʊŋ, dipunamˈbali",,2,jv-agent-v1;ipa=jv-g2p
communication.please-write-it-down,"Nyuwun tulung, dipunserat",,"ˈɲuwʊn ˈtulʊŋ, dipʊnsəˈrat",,2,jv-agent-v1;ipa=jv-g2p
communication.please-wait-a-moment,"Nyuwun tulung, ngentosi sekedhap",Sekedhap malih nggih,"ˈɲuwʊn ˈtulʊŋ, ŋənˈtosi səkəˈɖap",,2,jv-agent-v1;ipa=jv-g2p
communication.can-you-help-me,Panjenengan saged mbiyantu kula?,,pandʒənəˈŋan ˈsaɡəd mbiˈjantu ˈkulɔ,,2,jv-agent-v1;ipa=jv-g2p
communication.please-show-me-the-text,"Nyuwun tulung, seratanipun ing basa {target}",,"ˈɲuwʊn ˈtulʊŋ, sərataˈnipʊn ɪŋ ˈbɔsɔ {target}",,2,jv-agent-v1;ipa=jv-g2p
communication.i-cannot-make-out-what-you-are-saying,Kula mboten cetha ngendikanipun,,ˈkulɔ ˈmbɔtən tʃəˈʈɔ ŋəndikaˈnipʊn,,2,jv-agent-v1;ipa=jv-g2p
communication.i-do-not-understand,Kula mboten mangertos,,ˈkulɔ ˈmbɔtən maŋərˈtɔs,,2,jv-agent-v1;ipa=jv-g2p
communication.i-cannot-read-it,Kula mboten saged maos,,ˈkulɔ ˈmbɔtən ˈsaɡəd ˈmaɔs,,2,jv-agent-v1;ipa=jv-g2p
communication.please-write-it-in-roman-letters,"Nyuwun tulung, dipunserat mawi aksara Latin",,"ˈɲuwʊn ˈtulʊŋ, dipʊnsəˈrat ˈmawi aʔˈsɔrɔ ˈlatɪn",,2,jv-agent-v1;ipa=jv-g2p
quick-responses.please-go-ahead,Mangga,,ˈmaŋɡɔ,"an offer, not a request",2,jv-agent-v1;ipa=jv-g2p
quick-responses.yes-right,Inggih,Leres,ˈɪŋɡɪh,,2,jv-agent-v1;ipa=jv-g2p
quick-responses.no-not,Mboten,Sanès,ˈmbɔtən,sanès negates a noun,2,jv-agent-v1;ipa=jv-g2p
quick-responses.okay-can,Kénging,Sagedan,ˈkeŋɪŋ,,2,jv-agent-v1;ipa=jv-g2p
quick-responses.cannot-not-allowed,Mboten kénging,,ˈmbɔtən ˈkeŋɪŋ,,2,jv-agent-v1;ipa=jv-g2p
quick-responses.works-okay,Saged,Lampahipun saé,ˈsaɡəd,,2,jv-agent-v1;ipa=jv-g2p
quick-responses.does-not-work-no,Risak,Mboten lampah,ˈrisaʔ,,2,jv-agent-v1;ipa=jv-g2p
quick-responses.can-possible,Saged,,ˈsaɡəd,,2,jv-agent-v1;ipa=jv-g2p
quick-responses.cannot-not-possible,Mboten saged,,ˈmbɔtən ˈsaɡəd,,2,jv-agent-v1;ipa=jv-g2p
quick-responses.okay-fine,Saé,Inggih,ˈsae,,2,jv-agent-v1;ipa=jv-g2p
quick-responses.no-good-not-allowed-will-not-work,Mboten kénging,Sampun,ˈmbɔtən ˈkeŋɪŋ,sampun here means do not,2,jv-agent-v1;ipa=jv-g2p
phone-translation.i-am-using-phone-translation,Kula ngginakaken penerjemah ing HP,,ˈkulɔ ŋɡinaˈkakən pənərdʒəˈmah ɪŋ haˈpe,,2,jv-agent-v1;ipa=jv-g2p+loan
phone-translation.please-speak-toward-the-phone,"Nyuwun tulung, ngendika dhateng HP",,"ˈɲuwʊn ˈtulʊŋ, ŋənˈdikɔ ˈɖatəŋ haˈpe",,2,jv-agent-v1;ipa=jv-g2p+loan
phone-translation.please-write-the-place-name,"Nyuwun tulung, nyerat nami panggènanipun ing basa {target}",,"ˈɲuwʊn ˈtulʊŋ, ɲəˈrat ˈnami paŋɡɛnaˈnipʊn ɪŋ ˈbɔsɔ {target}",,2,jv-agent-v1;ipa=jv-g2p
phone-translation.one-sentence-at-a-time-please,"Nyuwun tulung, sakukara rumiyin",,"ˈɲuwʊn ˈtulʊŋ, sakuˈkɔrɔ ruˈmijɪn",,2,jv-agent-v1;ipa=jv-g2p
phone-translation.please-type-it-and-show-me,"Nyuwun tulung, dipunketik lajeng dipuntedahaken",,"ˈɲuwʊn ˈtulʊŋ, dipʊnkəˈtɪʔ ˈladʒəŋ dipʊntədaˈhakən",,2,jv-agent-v1;ipa=jv-g2p
phone-translation.please-look-at-the-screen,"Nyuwun tulung, mirsani layaripun",,"ˈɲuwʊn ˈtulʊŋ, mɪrˈsani lajaˈripʊn",,2,jv-agent-v1;ipa=jv-g2p
phone-text-power.please-type-it-for-me,"Nyuwun tulung, dipunketikaken",,"ˈɲuwʊn ˈtulʊŋ, dipʊnkətiˈkakən",,2,jv-agent-v1;ipa=jv-g2p
phone-text-power.please-use-simple-words,"Nyuwun tulung, ngginakaken tembung ingkang gampil",,"ˈɲuwʊn ˈtulʊŋ, ŋɡinaˈkakən təmˈbʊŋ ˈɪŋkaŋ ˈɡampɪl",,2,jv-agent-v1;ipa=jv-g2p
phone-text-power.my-phone-battery-is-low,Baterai HP kula badhé telas,,batəˈrai haˈpe ˈkulɔ ˈbaɖe təˈlas,,2,jv-agent-v1;ipa=jv-g2p+loan
phone-text-power.do-you-have-a-power-bank,Wonten power bank?,,ˈwɔntən ˈpawər ˈbaŋ,,2,jv-agent-v1;ipa=jv-g2p+loan
phone-text-power.the-translation-may-be-inaccurate,Terjemahanipun saged kémawon mboten leres,,tərdʒəmahaˈnipʊn ˈsaɡəd keˈmawɔn ˈmbɔtən ləˈrəs,,2,jv-agent-v1;ipa=jv-g2p
phone-text-power.please-confirm,"Nyuwun tulung, dipunyakinaken",,"ˈɲuwʊn ˈtulʊŋ, dipuɲakiˈnakən",,2,jv-agent-v1;ipa=jv-g2p
phone-text-power.may-i-charge-my-phone-here,Kénging ngecas HP wonten mriki?,,ˈkeŋɪŋ ŋəˈtʃas haˈpe ˈwɔntən ˈmriki,,2,jv-agent-v1;ipa=jv-g2p+loan
sim-data.i-would-like-a-tourist-sim,Nyuwun kertu perdana kanggé wisatawan,,ˈɲuwʊn kərˈtu pərˈdɔnɔ ˈkaŋɡe wisaˈtawan,kertu perdana = new prepaid SIM,2,jv-agent-v1;ipa=jv-g2p
sim-data.may-i-use-your-wifi,Kénging ngangge Wi-Fi-nipun?,,ˈkeŋɪŋ ˈŋaŋɡə wifi ˈnipʊn,,2,jv-agent-v1;ipa=jv-g2p+loan
sim-data.how-much-data-is-included,Angsal kuota pinten?,,ˈaŋsal kuˈɔtɔ ˈpɪntən,kuota = data allowance,2,jv-agent-v1;ipa=jv-g2p
sim-data.do-you-need-my-passport,Mbetahaken paspor kula?,,mbətaˈhakən ˈpaspɔr ˈkulɔ,,2,jv-agent-v1;ipa=jv-g2p
sim-data.how-long-is-it-valid,Lampahipun pinten dinten?,,lampaˈhipʊn ˈpɪntən ˈdɪntən,,2,jv-agent-v1;ipa=jv-g2p
sim-data.please-activate-it,"Nyuwun tulung, dipunaktifaken",,"ˈɲuwʊn ˈtulʊŋ, dipunaʔtiˈfakən",,2,jv-agent-v1;ipa=jv-g2p
sim-data.do-you-have-an-esim,Wonten eSIM?,,ˈwɔntən isim,,2,jv-agent-v1;ipa=jv-g2p+loan
sim-data.my-data-is-not-working,Data kula mboten lampah,,ˈdɔtɔ ˈkulɔ ˈmbɔtən ˈlampah,,2,jv-agent-v1;ipa=jv-g2p
sim-data.does-it-need-registration,Prelu registrasi?,,prəˈlu rəɡɪsˈtrasi,,2,jv-agent-v1;ipa=jv-g2p
sim-data.i-have-no-signal,Mboten wonten sinyal,,ˈmbɔtən ˈwɔntən ˈsiɲal,,2,jv-agent-v1;ipa=jv-g2p
sim-data.please-write-the-wifi-password,"Nyuwun tulung, nyerat sandi Wi-Fi",,"ˈɲuwʊn ˈtulʊŋ, ɲəˈrat ˈsandi wifi",,2,jv-agent-v1;ipa=jv-g2p+loan
sim-data.sim-card,Kertu SIM,Kertu perdana,kərˈtu sim,,2,jv-agent-v1;ipa=jv-g2p+loan
sim-data.where-can-i-buy-a-plug-adapter,Tumbas adaptor stopkontak wonten pundi?,,ˈtʊmbas aˈdaptɔr stɔpˈkɔntaʔ ˈwɔntən ˈpʊndi,,2,jv-agent-v1;ipa=jv-g2p
sim-data.mobile-data,Kuota internet,Data seluler,kuˈɔtɔ ɪntərˈnət,,2,jv-agent-v1;ipa=jv-g2p
