concept_id,text,text_alt,ipa,literal,confidence,provenance
directions.where-is,Where is {} ?,,wˈɛɹ ɪz {},,2,latex-reference-v2;ipa=espeak
directions.how-do-i-get-to,How do I get to {} ?,,hˌaʊ dˈuː aɪ ɡˈɛt tuː {},,2,latex-reference-v2;ipa=espeak
directions.is-it-far,Is it far?,,ɪz ɪt fˈɑːɹ,,2,latex-reference-v2;ipa=espeak
directions.how-long-on-foot,How long on foot?,,hˌaʊ lˈɔŋ ˌɔn fˈʊt,,2,latex-reference-v2;ipa=espeak
quick-directions.go-straight,Go straight,,ɡˌoʊ stɹˈeɪt,,2,latex-reference-v2;ipa=espeak
quick-directions.turn-left,Turn left,,tˈɜːn lˈɛft,,2,latex-reference-v2;ipa=espeak
quick-directions.turn-right,Turn right,,tˈɜːn ɹˈaɪt,,2,latex-reference-v2;ipa=espeak
quick-directions.this-way,This way,,ðɪs wˈeɪ,,2,latex-reference-v2;ipa=espeak
quick-directions.that-way,That way,,ðæt wˈeɪ,,2,latex-reference-v2;ipa=espeak
quick-directions.on-the-left,On the left,,ɔnðə lˈɛft,,2,latex-reference-v2;ipa=espeak
quick-directions.on-the-right,On the right,,ɔnðə ɹˈaɪt,,2,latex-reference-v2;ipa=espeak
quick-directions.across-from-here,Across from here,,əkɹˌɑːs fɹʌm hˈɪɹ,,2,latex-reference-v2;ipa=espeak
quick-directions.in-front,In front,,ɪn fɹˈʌnt,,2,latex-reference-v2;ipa=espeak
quick-directions.behind,Behind,,bɪhˈaɪnd,,2,latex-reference-v2;ipa=espeak
taxi.please-take-me-here,Please take me here,,plˈiːz tˈeɪk mˌiː hˈɪɹ,,2,latex-reference-v2;ipa=espeak
taxi.please-send-me-the-address,Please send me the address,,plˈiːz sˈɛnd mˌiː ðɪ ɐdɹˈɛs,,2,latex-reference-v2;ipa=espeak
taxi.we-need-the-east-gate-not-the-south-gate,"We need the East Gate, not the South Gate",,"wiː nˈiːd ðɪ ˈiːst ɡˈeɪt, nˌɑːt ðə sˈaʊθ ɡˈeɪt",,2,latex-reference-v2;ipa=espeak
taxi.please-stop-here,Please stop here,,plˈiːz stˈɑːp hˈɪɹ,,2,latex-reference-v2;ipa=espeak
taxi.can-you-wait-for-me-here,Can you wait for me here?,,kæn juː wˈeɪt fɔːɹ mˌiː hˈɪɹ,,2,latex-reference-v2;ipa=espeak
taxi.we-need-to-catch-the-high-speed-train,We need to catch the high-speed train,,wiː nˈiːd tə kˈætʃ ðə hˈaɪspiːd tɹˈeɪn,,2,latex-reference-v2;ipa=espeak
taxi.please-use-the-meter,Please use the meter,,plˈiːz jˈuːs ðə mˈiːɾɚ,,2,latex-reference-v2;ipa=espeak
transit-rides.two-tickets,Two tickets,,tˈuː tˈɪkɪts,,2,latex-reference-v2;ipa=espeak
transit-rides.where-is-the-subway-station,Where is the subway station?,,wˌɛɹ ɪz ðə sˈʌbweɪ stˈeɪʃən,,2,latex-reference-v2;ipa=espeak
transit-rides.does-this-bus-train-go-to,Does this bus / train go to {} ?,,dˈʌz ðɪs bˈʌs / tɹˈeɪn ɡˈoʊ tuː {},,2,latex-reference-v2;ipa=espeak
transit-rides.what-is-the-next-stop,What is the next stop?,,wˌʌt ɪz ðə nˈɛkst stˈɑːp,,2,latex-reference-v2;ipa=espeak
transit-rides.please-tell-me-where-to-get-off,Please tell me where to get off,,plˈiːz tˈɛl mˌiː wˌɛɹ tə ɡɛt ˈɔf,,2,latex-reference-v2;ipa=espeak
transit-rides.is-this-direct,Is this direct?,,ɪz ðɪs dɪɹˈɛkt,,2,latex-reference-v2;ipa=espeak
transit-rides.do-i-need-to-transfer,Do I need to transfer?,,dˈuː aɪ nˈiːd tə tɹænsfˈɜː,,2,latex-reference-v2;ipa=espeak
transit-rides.is-it-delayed,Is it delayed?,,ɪz ɪt dɪlˈeɪd,,2,latex-reference-v2;ipa=espeak
transit-rides.i-am-in-a-hurry,I am in a hurry,,aɪɐm ɪn ɐ hˈɜːɹi,,2,latex-reference-v2;ipa=espeak
transit-rides.which-platform,Which platform?,,wˌɪtʃ plˈætfɔːɹm,,2,latex-reference-v2;ipa=espeak
transit-rides.what-time-is-the-next-one,What time is the next one?,,wˌʌt tˈaɪm ɪz ðə nˈɛkst wˌʌn,,2,latex-reference-v2;ipa=espeak
transit-rides.i-went-past-my-stop,I went past my stop,,aɪ wɛnt pˈæst maɪ stˈɑːp,,2,latex-reference-v2;ipa=espeak
