concept_id,text,text_alt,romanization_pinyin,ipa,literal,confidence,provenance
building-help.what-room-number-is-this,这是几号房？,,zhè shì jǐ hào fáng?,ʈʂɤ˥˩ ʂɨ˥˩ tɕi˧˩˧ xɑʊ˥˩ fɑŋ˧˥,,2,latex-reference-v2;ipa=pinyin
in-a-building.is-this-the-correct-entrance,这是正确的入口吗？,,zhè shì zhèngquè de rùkǒu ma?,ʈʂɤ˥˩ ʂɨ˥˩ ʈʂɤŋ˥˩tɕʰɥœ˥˩ tɤ ʐu˥˩kʰoʊ˧˩˧ ma,,2,latex-reference-v2;ipa=pinyin
building-words.elevator,电梯,,diàntī,tjɛn˥˩tʰi˥,,2,latex-reference-v2;ipa=pinyin
toilets.where-toilet,厕所在哪里？,,cèsuǒ zài nǎlǐ?,tsʰɤ˥˩swɔ˧˩˧ tsaɪ˥˩ na˧˩˧li˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
accessibility.step-free,有无障碍通道吗？,,yǒu wúzhàng'ài tōngdào ma?,joʊ˧˩˧ u˧˥ʈʂɑŋ˥˩aɪ˥˩ tʰʊŋ˥tɑʊ˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
building-help.i-am-lost,我迷路了,,wǒ mílù le,wɔ˧˩˧ mi˧˥lu˥˩ lɤ,,2,latex-reference-v2;ipa=pinyin
building-words.stairs,楼梯,,lóutī,loʊ˧˥tʰi˥,,2,latex-reference-v2;ipa=pinyin
toilets.where-public-toilet,公共厕所在哪里？,,gōnggòng cèsuǒ zài nǎlǐ?,kʊŋ˥kʊŋ˥˩ tsʰɤ˥˩swɔ˧˩˧ tsaɪ˥˩ na˧˩˧li˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
accessibility.wheelchair-access,轮椅能进吗？,,lúnyǐ néng jìn ma?,lwən˧˥i˧˩˧ nɤŋ˧˥ tɕin˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
building-help.where-is-reception,前台在哪里？,,qiántái zài nǎlǐ?,tɕʰjɛn˧˥tʰaɪ˧˥ tsaɪ˥˩ na˧˩˧li˧˩˧,,2,latex-reference-v2;ipa=pinyin
in-a-building.do-you-have-wi-fi,有无线网吗？,,yǒu wúxiànwǎng ma?,joʊ˧˩˧ u˧˥ɕjɛn˥˩wɑŋ˧˩˧ ma,,2,latex-reference-v2;ipa=pinyin
building-words.entrance,入口,,rùkǒu,ʐu˥˩kʰoʊ˧˩˧,,2,latex-reference-v2;ipa=pinyin
toilets.may-i-use-the-toilet,可以用一下洗手间吗？,,kěyǐ yòng yíxià xǐshǒujiān ma?,kʰɤ˧˩˧i˧˩˧ jʊŋ˥˩ i˧˥ɕja˥˩ ɕi˧˩˧ʂoʊ˧˩˧tɕjɛn˥ ma,,2,zh-Hans-agent-v1;ipa=pinyin
accessibility.elevator,有电梯吗？,,yǒu diàntī ma?,joʊ˧˩˧ tjɛn˥˩tʰi˥ ma,,2,zh-Hans-agent-v1;ipa=pinyin
building-help.where-is-a-power-outlet,插座在哪里？,,chāzuò zài nǎlǐ?,ʈʂʰa˥tswɔ˥˩ tsaɪ˥˩ na˧˩˧li˧˩˧,,2,latex-reference-v2;ipa=pinyin
in-a-building.what-is-the-wi-fi-password,Wi-Fi 密码是什么？,,Wi-Fi mìmǎ shì shénme?,wifaɪ mi˥˩ma˧˩˧ ʂɨ˥˩ ʂən˧˥mɤ,,2,latex-reference-v2;ipa=pinyin+loan
