concept_id,text,text_alt,romanization_pinyin,ipa,literal,confidence,provenance
trail-words.trail,步道,,bùdào,pu˥˩tɑʊ˥˩,,2,latex-reference-v2;ipa=pinyin
hiking-parks.is-this-the-way-to,这是去{}的路吗？,,zhè shì qù {} de lù ma?,ʈʂɤ˥˩ ʂɨ˥˩ tɕʰy˥˩ {} tɤ lu˥˩ ma,,2,latex-reference-v2;ipa=pinyin
trail-conditions.how-long-is-the-full-route,全程多长？,,quánchéng duō cháng?,tɕʰɥœn˧˥ʈʂʰɤŋ˧˥ twɔ˥ ʈʂʰɑŋ˧˥,,2,latex-reference-v2;ipa=pinyin
trail-transport.how-long-is-the-queue,排队要多久？,,páiduì yào duōjiǔ?,pʰaɪ˧˥tweɪ˥˩ jɑʊ˥˩ twɔ˥tɕjoʊ˧˩˧,,2,latex-reference-v2;ipa=pinyin
trail-warnings.open,开放,,kāifàng,kʰaɪ˥fɑŋ˥˩,,2,latex-reference-v2;ipa=pinyin
trail-landmarks.trail-marker,路标,,lùbiāo,lu˥˩pjɑʊ˥,,2,latex-reference-v2;ipa=pinyin
weather.forecast,天气预报怎么说？,,tiānqì yùbào zěnme shuō?,tʰjɛn˥tɕʰi˥˩ y˥˩pɑʊ˥˩ tsən˧˩˧mɤ ʂwɔ˥,,2,zh-Hans-agent-v1;ipa=pinyin
trail-words.trailhead,登山口,,dēngshānkǒu,tɤŋ˥ʂan˥kʰoʊ˧˩˧,,2,latex-reference-v2;ipa=pinyin
hiking-parks.where-is-the-trailhead,登山口在哪里？,,dēngshānkǒu zài nǎlǐ?,tɤŋ˥ʂan˥kʰoʊ˧˩˧ tsaɪ˥˩ na˧˩˧li˧˩˧,,2,latex-reference-v2;ipa=pinyin
trail-conditions.can-we-return-the-same-way,能原路返回吗？,,néng yuánlù fǎnhuí ma?,nɤŋ˧˥ ɥœn˧˥lu˥˩ fan˧˩˧xweɪ˧˥ ma,,2,latex-reference-v2;ipa=pinyin
trail-transport.what-time-is-the-last-shuttle,接驳车最晚几点？,,jiēbóchē zuìwǎn jǐ diǎn?,tɕjɛ˥pwɔ˧˥ʈʂʰɤ˥ tsweɪ˥˩wan˧˩˧ tɕi˧˩˧ tjɛn˧˩˧,,2,latex-reference-v2;ipa=pinyin
trail-warnings.closed,封闭,,fēngbì,fɤŋ˥pi˥˩,,2,latex-reference-v2;ipa=pinyin
trail-landmarks.fork-junction,岔路,,chàlù,ʈʂʰa˥˩lu˥˩,,2,latex-reference-v2;ipa=pinyin
weather.will-it-rain,今天会下雨吗？,,jīntiān huì xià yǔ ma?,tɕin˥tʰjɛn˥ xweɪ˥˩ ɕja˥˩ y˧˩˧ ma,,2,zh-Hans-agent-v1;ipa=pinyin
trail-words.summit,山顶,,shāndǐng,ʂan˥tiŋ˧˩˧,,2,latex-reference-v2;ipa=pinyin
hiking-parks.how-long-to-the-summit,到山顶要多久？,,dào shāndǐng yào duōjiǔ?,tɑʊ˥˩ ʂan˥tiŋ˧˩˧ jɑʊ˥˩ twɔ˥tɕjoʊ˧˩˧,,2,latex-reference-v2;ipa=pinyin
trail-conditions.can-we-return-before-dark,天黑前能回来吗？,,tiānhēi qián néng huílái ma?,tʰjɛn˥xeɪ˥ tɕʰjɛn˧˥ nɤŋ˧˥ xweɪ˧˥laɪ˧˥ ma,,2,latex-reference-v2;ipa=pinyin
trail-transport.when-does-the-cableway-stop,索道几点停运？,,suǒdào jǐ diǎn tíngyùn?,swɔ˧˩˧tɑʊ˥˩ tɕi˧˩˧ tjɛn˧˩˧ tʰiŋ˧˥yn˥˩,,2,latex-reference-v2;ipa=pinyin
trail-warnings.maintenance,维修,,wéixiū,weɪ˧˥ɕjoʊ˥,,2,latex-reference-v2;ipa=pinyin
trail-landmarks.boardwalk-cliff-path,栈道,,zhàndào,ʈʂan˥˩tɑʊ˥˩,,2,latex-reference-v2;ipa=pinyin
weather.is-it-safe-today,今天安全吗？,,jīntiān ānquán ma?,tɕin˥tʰjɛn˥ an˥tɕʰɥœn˧˥ ma,,2,zh-Hans-agent-v1;ipa=pinyin
trail-words.viewpoint,观景台,,guānjǐngtái,kwan˥tɕiŋ˧˩˧tʰaɪ˧˥,,2,latex-reference-v2;ipa=pinyin
hiking-parks.how-long-to-the-viewpoint,到观景台要多久？,,dào guānjǐngtái yào duōjiǔ?,tɑʊ˥˩ kwan˥tɕiŋ˧˩˧tʰaɪ˧˥ jɑʊ˥˩ twɔ˥tɕjoʊ˧˩˧,,2,latex-reference-v2;ipa=pinyin
trail-conditions.is-the-trail-open,这条步道开放吗？,,zhè tiáo bùdào kāifàng ma?,ʈʂɤ˥˩ tʰjɑʊ˧˥ pu˥˩tɑʊ˥˩ kʰaɪ˥fɑŋ˥˩ ma,,2,latex-reference-v2;ipa=pinyin
trail-transport.where-can-we-buy-water,哪里可以买水？,,nǎlǐ kěyǐ mǎi shuǐ?,na˧˩˧li˧˩˧ kʰɤ˧˩˧i˧˩˧ maɪ˧˩˧ ʂweɪ˧˩˧,,2,latex-reference-v2;ipa=pinyin
trail-warnings.steep-slope,陡坡,,dǒupō,toʊ˧˩˧pʰwɔ˥,,2,latex-reference-v2;ipa=pinyin
trail-landmarks.start,起点,,qǐdiǎn,tɕʰi˧˩˧tjɛn˧˩˧,,2,latex-reference-v2;ipa=pinyin
weather.how-cold-at-night,晚上有多冷？,,wǎnshang yǒu duō lěng?,wan˧˩˧ʂɑŋ joʊ˧˩˧ twɔ˥ lɤŋ˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
trail-words.cableway,索道,,suǒdào,swɔ˧˩˧tɑʊ˥˩,,2,latex-reference-v2;ipa=pinyin
hiking-parks.which-route-is-easier,哪条路线比较容易？,,nǎ tiáo lùxiàn bǐjiào róngyì?,na˧˩˧ tʰjɑʊ˧˥ lu˥˩ɕjɛn˥˩ pi˧˩˧tɕjɑʊ˥˩ ʐʊŋ˧˥i˥˩,,2,latex-reference-v2;ipa=pinyin
trail-conditions.is-the-route-steep,这条路陡吗？,,zhè tiáo lù dǒu ma?,ʈʂɤ˥˩ tʰjɑʊ˧˥ lu˥˩ toʊ˧˩˧ ma,,2,latex-reference-v2;ipa=pinyin
