concept_id,text,text_alt,ipa,literal,confidence,provenance
dietary-needs.no-meat,Bez mięsa,,bˈɛs mʲˈɛ̃sa,,2,pl-agent-v1;ipa=espeak
dietary-needs.no-eggs,Bez jajek,,bˈɛs jˈajɛk,,2,pl-agent-v1;ipa=espeak
dietary-needs.not-spicy,Nieostre,,ɲɛˈɔstrɛ,,2,pl-agent-v1;ipa=espeak
dietary-needs.less-spicy,Mniej ostre,,mɲˈɛj ˈɔstrɛ,,2,pl-agent-v1;ipa=espeak
dietary-needs.no-peanuts,Bez orzeszków ziemnych,,bˈɛs ɔʒˈɛʃkuv ʑˈɛmnɨx,,2,pl-agent-v1;ipa=espeak
dietary-needs.no-nuts,Bez orzechów,,bˈɛs ɔʒˈɛxuf,,2,pl-agent-v1;ipa=espeak
dietary-needs.no-seafood,Bez owoców morza,,bˈɛs ɔvˈɔtsuf mˈɔʒa,,2,pl-agent-v1;ipa=espeak
dietary-needs.i-am-vegetarian,Jestem wegetarianinem,Jestem wegetarianką,jˌɛstɛm vˌɛɡɛtˌarjaɲˈinɛm,masculine; a woman says wegetarianką,2,pl-agent-v1;ipa=espeak
dietary-needs.i-am-vegan,Jestem weganinem,Jestem weganką,jˌɛstɛm vˌɛɡaɲˈinɛm,masculine; a woman says weganką,2,pl-agent-v1;ipa=espeak
dietary-needs.i-do-not-eat,Nie jem tego: {},,ɲˈɛjɛm tˈɛɡɔ {},,2,pl-agent-v1;ipa=espeak
dietary-needs.i-am-allergic-to,Mam alergię na to: {},,mˈam alˈɛrɡjɛ nˈatɔ {},,2,pl-agent-v1;ipa=espeak
dietary-needs.does-it-contain-fish-stock,Czy jest w tym wywar z ryb?,,tʃɨ jɛst f tɨm vˈɨvar z rˈɨp,,2,pl-agent-v1;ipa=espeak
dietary-needs.does-it-contain-pork-stock,Czy jest w tym wywar wieprzowy?,,tʃɨ jɛst f tɨm vˈɨvar vʲɛpʃˈɔvɨ,,2,pl-agent-v1;ipa=espeak
dietary-needs.i-have-a-severe-allergy-to,Mam ciężką alergię na to: {},,mˈam tɕˈɛ̃ʃkɔ̃ alˈɛrɡjɛ nˈatɔ {},,2,pl-agent-v1;ipa=espeak
food-ordering.table-for-two,Stolik dla dwóch osób,,stˈɔliɡ dla dvˈux ˈɔsup,,2,pl-agent-v1;ipa=espeak
food-ordering.is-a-table-available,Czy jest wolny stolik?,,tʃɨ jɛzd vˈɔlnɨ stˈɔlik,,2,pl-agent-v1;ipa=espeak
food-ordering.menu-please,Poproszę menu,,pɔprˈɔʃɛ mˈɛnu,,2,pl-agent-v1;ipa=espeak
food-ordering.i-want-this,Poproszę to,,pɔprˈɔʃɛ tɔ,,2,pl-agent-v1;ipa=espeak
food-ordering.do-you-have-drinking-water,Czy jest woda pitna?,,tʃɨ jɛzd vˈɔda pˈitna,,2,pl-agent-v1;ipa=espeak
food-ordering.to-go-please,Na wynos,,na vˈɨnɔs,,2,pl-agent-v1;ipa=espeak
food-ordering.check-please,Poproszę rachunek,,pɔprˈɔʃɛ raxˈunɛk,,2,pl-agent-v1;ipa=espeak
food-ordering.does-it-contain,Czy jest w tym {}?,,tʃɨ jɛst f tˈɨm {},is there {} in this?,2,pl-agent-v1;ipa=espeak
food-ordering.is-this-vegetarian,Czy to jest wegetariańskie?,,tʃɨ tɔ jɛzd vˌɛɡɛtarjˈaɲskʲɛ,,2,pl-agent-v1;ipa=espeak
food-ordering.what-do-you-recommend,Co państwo polecają?,,tsˈɔ pˈaɲstfɔ pˌɔlɛtsˈajɔ̃,państwo is the gender-neutral plural polite address,2,pl-agent-v1;ipa=espeak
food-ordering.water-please,Poproszę wodę,,pɔprˈɔʃɛ vˈɔdɛ,,2,pl-agent-v1;ipa=espeak
food-ordering.can-a-vegetarian-eat-this,Czy wegetarianin może to zjeść?,,tʃɨ vˌɛɡɛtarjˈaɲin mˈɔʒɛ tɔ zjˈɛɕtɕ,,2,pl-agent-v1;ipa=espeak
dietary-needs.no-pork,"Bez wieprzowiny, szynki i wędlin",,"bˈɛz vʲˌɛpʃɔvˈinɨ, ʃˈɨŋki i vˈɛndlin","no pork, ham or cured meats",2,pl-agent-v1;ipa=espeak
dietary-needs.is-this-halal,Czy to jest halal?,,tʃɨ tɔ jɛst xˈalal,,2,pl-agent-v1;ipa=espeak
dietary-needs.does-it-contain-pork-fat,Czy jest w tym smalec?,,tʃɨ jɛst f tɨm smˈalɛts,"smalec is pork lard, which Polish cooking uses as seasoning",2,pl-agent-v1;ipa=espeak
