concept_id,text,text_alt,ipa,literal,confidence,provenance
hotel-words.passport,paszport,,pˈaʃpɔrt,,2,pl-agent-v1;ipa=espeak
hotel-words.room-key-card,karta do pokoju,,kˈarta dɔ pɔkˈɔju,,2,pl-agent-v1;ipa=espeak
hotel-words.check-in,zameldowanie,check-in,zˌamɛldɔvˈaɲɛ,,2,pl-agent-v1;ipa=espeak
hotel-words.check-out,wymeldowanie,check-out,vˌɨmɛldɔvˈaɲɛ,,2,pl-agent-v1;ipa=espeak
hotel-words.luggage-storage,przechowalnia bagażu,,pʃˌɛxɔvˈalɲa baɡˈaʒu,,2,pl-agent-v1;ipa=espeak
hotel-basics.are-any-rooms-available,Czy są wolne pokoje?,,tʃɨ sɔ̃ vˈɔlnɛ pɔkˈɔjɛ,,2,pl-agent-v1;ipa=espeak
hotel-basics.there-are-two-of-us,Dwie osoby,,dvʲˈɛ ɔsˈɔbɨ,two people; the numeral then needs no gender,2,pl-agent-v1;ipa=espeak
hotel-basics.i-have-a-reservation,Mam rezerwację,,mˈam rˌɛzɛrvˈatsjɛ,,2,pl-agent-v1;ipa=espeak
hotel-basics.can-i-charge-my-phone,Czy mogę naładować telefon?,,tʃɨ mˈɔɡɛ nˌawadˈɔvatɕ tɛlˈɛfɔn,,2,pl-agent-v1;ipa=espeak
hotel-basics.i-would-like-a-non-smoking-room,Proszę pokój dla niepalących,,prˈɔʃɛ pˈɔkuj dla ɲˌɛpalˈɔntsɨx,,2,pl-agent-v1;ipa=espeak
hotel-basics.i-would-like-a-quiet-room,Proszę cichy pokój,,prˈɔʃɛ tɕˈixɨ pˈɔkuj,,2,pl-agent-v1;ipa=espeak
hotel-basics.is-there-a-washing-machine,Czy jest pralka?,,tʃɨ jɛst prˈalka,,2,pl-agent-v1;ipa=espeak
hotel-basics.is-wi-fi-free,Czy Wi-Fi jest bezpłatne?,,tʃɨ vˈifi jɛzd bɛspwˈatnɛ,,2,pl-agent-v1;ipa=espeak
hotel-basics.how-much-per-night,Ile za noc?,,ˈilɛ za nˈɔts,,2,pl-agent-v1;ipa=espeak
hotel-basics.is-breakfast-included,Czy śniadanie jest w cenie?,,tʃɨ ɕɲadˈaɲɛ jɛst f tsˈɛɲɛ,,2,pl-agent-v1;ipa=espeak
hotel-basics.may-i-see-the-room,Czy mogę zobaczyć pokój?,,tʃɨ mˈɔɡɛ zɔbˈatʃɨtɕ pˈɔkuj,,2,pl-agent-v1;ipa=espeak
hotel-basics.for-nights,Liczba nocy: {},,lˈidʒba nˈɔtsɨ {},"number of nights; a label, because after a Polish numeral the noun would have to change form",2,pl-agent-v1;ipa=espeak
hotel-basics.two-beds,Poproszę dwa łóżka,,pɔprˈɔʃɛ dvˈa wˈuʃka,,2,pl-agent-v1;ipa=espeak
hotel-basics.is-there-air-conditioning,Czy jest klimatyzacja?,,tʃɨ jɛst klˌimatɨzˈatsja,,2,pl-agent-v1;ipa=espeak
hotel-requests.can-i-check-out-later,Czy mogę się wymeldować później?,,tʃɨ mˈɔɡɛ ɕɛ vˌɨmɛldˈɔvatɕ pˈuʑɲɛj,,2,pl-agent-v1;ipa=espeak
hotel-requests.what-time-does-breakfast-start,O której jest śniadanie?,,ɔ ktˌurɛj jɛst ɕɲadˈaɲɛ,,2,pl-agent-v1;ipa=espeak
hotel-requests.can-i-store-my-luggage,Czy mogę zostawić bagaż?,,tʃɨ mˈɔɡɛ zɔstˈavidʑ bˈaɡaʃ,,2,pl-agent-v1;ipa=espeak
hotel-requests.no-housekeeping,Proszę nie sprzątać,,prˈɔʃɛ ɲɛ spʃˈɔntatɕ,the Polish door-hanger wording,2,pl-agent-v1;ipa=espeak
hotel-requests.another-towel-please,Poproszę jeszcze jeden ręcznik,,pɔprˈɔʃɛ jˈɛʃtʃɛ jˈɛdɛn rˈɛntʃɲik,,2,pl-agent-v1;ipa=espeak
hotel-requests.what-time-is-check-out,O której jest wymeldowanie?,,ɔ ktˌurɛj jɛzd vˌɨmɛldɔvˈaɲɛ,,2,pl-agent-v1;ipa=espeak
hotel-requests.can-i-check-in-early,Czy mogę się zameldować wcześniej?,,tʃɨ mˈɔɡɛ ɕɛ zˌamɛldˈɔvatɕ ftʃˈɛɕɲɛj,,2,pl-agent-v1;ipa=espeak
hotel-requests.another-night,Czy mogę zostać jeszcze jedną noc?,,tʃɨ mˈɔɡɛ zˈɔstatɕ jˈɛʃtʃɛ jˈɛdnɔ̃ nˈɔts,,2,pl-agent-v1;ipa=espeak
hotel-requests.is-there-a-safe,Czy jest sejf?,,tʃɨ jɛst sˈɛjf,,2,pl-agent-v1;ipa=espeak
hotel-requests.another-blanket,Poproszę jeszcze jeden koc,,pɔprˈɔʃɛ jˈɛʃtʃɛ jˈɛdɛn kˈɔts,,2,pl-agent-v1;ipa=espeak
hotel-requests.wake-up-call,Proszę mnie obudzić o {},,prˈɔʃɛ mɲɛ ɔbˈudʑitɕ ˈɔ {},,2,pl-agent-v1;ipa=espeak
room-problems.there-is-a-problem-with-the-room,Mam problem z pokojem,,mˈam prˈɔblɛm s pɔkˈɔjɛm,,2,pl-agent-v1;ipa=espeak
room-problems.the-air-conditioning-is-broken,Klimatyzacja nie działa,,klˌimatɨzˈatsja ɲɛ dʑˈawa,,2,pl-agent-v1;ipa=espeak
room-problems.there-is-no-hot-water,Nie ma ciepłej wody,,ɲˈɛma tɕˈɛpwɛj vˈɔdɨ,,2,pl-agent-v1;ipa=espeak
