concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
building-help.what-room-number-is-this,ಇದು ಯಾವ ಕೊಠಡಿ ಸಂಖ್ಯೆ?,,idu yāva koṭhaḍi saṁkhye?,idu jaːva koʈʰaɖi saŋkʰje,this [is] which room number?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
building-help.i-am-lost,ನಾನು ದಾರಿ ತಪ್ಪಿದ್ದೇನೆ,,nānu dāri tappiddēne,naːnu daːri tappiddeːne,I have missed the way,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
building-help.where-is-reception,ಸ್ವಾಗತ ಕೇಂದ್ರ ಎಲ್ಲಿದೆ?,ರಿಸೆಪ್ಶನ್,svāgata kēṁdra ellide?,svaːɡata keːndra ellide,where is the reception centre?,2,Karnataka public signage; Namma Metro bilingual station wording; BWSSB potable-water notices;ipa=espeak
building-help.where-is-a-power-outlet,ಪ್ಲಗ್ ಪಾಯಿಂಟ್ ಎಲ್ಲಿದೆ?,ವಿದ್ಯುತ್ ಕಿಂಡಿ,plag pāyiṁṭ ellide?,plaɡ paːjiɳʈ ellide,where is the plug point? — the English compound is what is said in Karnataka,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
accessibility.step-free,ಮೆಟ್ಟಿಲು ಇಲ್ಲದ ದಾರಿ ಇದೆಯೇ?,,meṭṭilu illada dāri ideyē?,meʈʈilu illada daːri idejeː,is there a way without steps?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
accessibility.wheelchair-access,ಗಾಲಿಕುರ್ಚಿಗೆ ಪ್ರವೇಶ ಇದೆಯೇ?,,gālikurcige pravēśa ideyē?,ɡaːlikurciɡe praveːʃa idejeː,"is there entry for a wheelchair? — ಗಾಲಿಕುರ್ಚಿ, wheel-chair, is the standard Kannada compound",2,Karnataka public signage; Namma Metro bilingual station wording; BWSSB potable-water notices;ipa=espeak
accessibility.elevator,ಲಿಫ್ಟ್ ಇದೆಯೇ?,ಎತ್ತುಗಡಿ,liphṭ ideyē?,lipʰʈ idejeː,is there a lift? — ಲಿಫ್ಟ್ is what every sign and speaker in Karnataka uses,2,Karnataka public signage; Namma Metro bilingual station wording; BWSSB potable-water notices;ipa=espeak
accessibility.ramp,ಇಳಿಜಾರು ಇದೆಯೇ?,ರ್ಯಾಂಪ್,iḷijāru ideyē?,iɭiɟaːru idejeː,is there a slope?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
accessibility.how-many-steps,ಎಷ್ಟು ಮೆಟ್ಟಿಲು ಇವೆ?,,eṣṭu meṭṭilu ive?,eʂʈu meʈʈilu ive,how many stair-steps are there?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
accessibility.cannot-climb-stairs,ನನಗೆ ಮೆಟ್ಟಿಲು ಹತ್ತಲು ಆಗುವುದಿಲ್ಲ,,nanage meṭṭilu hattalu āguvudilla,nanaɡe meʈʈilu hattalu aːɡuvudilla,climbing steps is not possible for me,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
