concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
introductions.my-name-is,ನನ್ನ ಹೆಸರು {},,nanna hesaru {},nanna hesaru {},my name [is] {},2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.nice-to-meet-you,ನಿಮ್ಮನ್ನು ಭೇಟಿಯಾಗಿ ಸಂತೋಷ,,nimmannu bhēṭiyāgi saṁtōṣa,nimmannu bʰeːʈijaːɡi santoːʂa,"having met you, [there is] happiness",2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.what-is-your-name,ನಿಮ್ಮ ಹೆಸರೇನು?,ನಿಮ್ಮ ಹೆಸರು ಏನು?,nimma hesarēnu?,nimma hesareːnu,your name-what? — ಹೆಸರು + ಏನು fuse in speech,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.we-are-traveling-together,ನಾವು ಒಟ್ಟಿಗೆ ಪ್ರಯಾಣ ಮಾಡುತ್ತಿದ್ದೇವೆ,,nāvu oṭṭige prayāṇa māḍuttiddēve,naːvu oʈʈiɡe prajaːɳa maːɖuttiddeːve,we together travel are-doing,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.this-is-my-friend,ಇವರು ನನ್ನ ಸ್ನೇಹಿತ,ಸ್ನೇಹಿತೆ,ivaru nanna snēhita,ivaru nanna sneːhita,this person [is] my friend — ಸ್ನೇಹಿತೆ if a woman,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.i-am-from,ನಾನು {} ಇಂದ ಬಂದಿದ್ದೇನೆ,,nānu {} iṁda baṁdiddēne,naːnu {} inda bandiddeːne,I have come from {} — the ablative -ಇಂದ is written joined to a real word,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.where-are-you-from,ನೀವು ಎಲ್ಲಿಂದ ಬಂದಿದ್ದೀರಿ?,,nīvu elliṁda baṁdiddīri?,niːvu ellinda bandiddiːri,you from-where have-come?,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.how-are-you,ಹೇಗಿದ್ದೀರಿ?,,hēgiddīri?,heːɡiddiːri,"how are you? — the ordinary greeting-question, not a health enquiry",2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.i-am-a-tourist,ನಾನು ಪ್ರವಾಸಿ,,nānu pravāsi,naːnu pravaːsi,I [am a] traveller,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.this-is-my-husband-wife,ಇವರು ನನ್ನ ಗಂಡ / ಹೆಂಡತಿ,ಪತಿ / ಪತ್ನಿ,ivaru nanna gaṁḍa / heṁḍati,ivaru nanna ɡaɳɖa / heɳɖati,husband / wife — ಪತಿ / ಪತ್ನಿ are the formal pair,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.this-is-my-daughter-son,ಇವಳು ನನ್ನ ಮಗಳು / ಇವನು ನನ್ನ ಮಗ,,ivaḷu nanna magaḷu / ivanu nanna maga,ivaɭu nanna maɡaɭu / ivanu nanna maɡa,this girl [is] my daughter / this boy [is] my son,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
introductions.i-am-traveling-alone,ನಾನು ಒಂಟಿಯಾಗಿ ಪ್ರಯಾಣ ಮಾಡುತ್ತಿದ್ದೇನೆ,,nānu oṁṭiyāgi prayāṇa māḍuttiddēne,naːnu oɳʈijaːɡi prajaːɳa maːɖuttiddeːne,I am travelling alone — ಒಂಟಿಯಾಗಿ is adverbial and carries no gender,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
