concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
directions.where-is,{} ಎಲ್ಲಿದೆ?,,{} ellide?,{} ellide,where is {}?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.how-do-i-get-to,{} ಗೆ ಹೇಗೆ ಹೋಗಬೇಕು?,,{} ge hēge hōgabēku?,{} ɡe heːɡe hoːɡabeːku,how must [I] go to {}?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.is-it-far,ದೂರ ಇದೆಯೇ?,,dūra ideyē?,duːra idejeː,is there distance?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.how-long-on-foot,ನಡೆದು ಎಷ್ಟು ಸಮಯ?,,naḍedu eṣṭu samaya?,naɖedu eʂʈu samaja,"walking, how much time?",2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.please-show-me-on-the-map,ದಯವಿಟ್ಟು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,,dayaviṭṭu nakṣeyalli tōrisi,dajaviʈʈu nakʂejalli toːrisi,please show on the map,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.where-is-the-nearest,ಹತ್ತಿರದ {} ಎಲ್ಲಿದೆ?,,hattirada {} ellide?,hattirada {} ellide,where is the nearby {}?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.where-am-i,ನಾನು ಎಲ್ಲಿದ್ದೇನೆ?,,nānu elliddēne?,naːnu elliddeːne,where am I?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.which-way,ಯಾವ ಕಡೆ?,,yāva kaḍe?,jaːva kaɖe,which side?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.can-i-walk-there,ನಡೆದು ಹೋಗಬಹುದೇ?,,naḍedu hōgabahudē?,naɖedu hoːɡabahudeː,may [one] go on foot?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.how-far-is-it,ಎಷ್ಟು ದೂರ?,,eṣṭu dūra?,eʂʈu duːra,how much distance?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.which-exit,ಯಾವ ನಿರ್ಗಮನ?,,yāva nirgamana?,jaːva nirɡamana,which exit? — ನಿರ್ಗಮನ is what Namma Metro signs read,2,Karnataka public signage; Namma Metro and KSRTC bilingual station and ticket wording;ipa=espeak
directions.can-you-show-me-the-way,ದಾರಿ ತೋರಿಸುತ್ತೀರಾ?,,dāri tōrisuttīrā?,daːri toːrisuttiːraː,will you show the way?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.north,ಉತ್ತರ,,uttara,uttara,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
directions.south,ದಕ್ಷಿಣ,,dakṣiṇa,dakʂiɳa,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
