concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
time-scheduling.what-time-is-it,ಈಗ ಎಷ್ಟು ಗಂಟೆ?,,īga eṣṭu gaṁṭe?,iːɡa eʂʈu ɡaɳʈe,how many hours now?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-scheduling.how-many-minutes,ಎಷ್ಟು ನಿಮಿಷ?,,eṣṭu nimiṣa?,eʂʈu nimiʂa,how many minutes?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-scheduling.what-time-should-we-meet,ಎಷ್ಟು ಗಂಟೆಗೆ ಸಿಗೋಣ?,,eṣṭu gaṁṭege sigōṇa?,eʂʈu ɡaɳʈeɡe siɡoːɳa,at what hour shall we meet?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-scheduling.can-we-change-the-time,ಸಮಯ ಬದಲಿಸಬಹುದೇ?,,samaya badalisabahudē?,samaja badalisabahudeː,may the time be changed?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-scheduling.when-is-convenient,ಯಾವಾಗ ಅನುಕೂಲ?,,yāvāga anukūla?,jaːvaːɡa anukuːla,when is it convenient?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-scheduling.what-is-today-s-date,ಇಂದು ಎಷ್ಟನೇ ತಾರೀಖು?,,iṁdu eṣṭanē tārīkhu?,indu eʂʈaneː taːriːkʰu,today [is] which date?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-scheduling.what-day-is-it-today,ಇಂದು ಯಾವ ವಾರ?,,iṁdu yāva vāra?,indu jaːva vaːra,"today [is] which weekday? — ವಾರ is both ""week"" and ""weekday"" in Kannada",2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-scheduling.what-time-does-it-open,ಎಷ್ಟು ಗಂಟೆಗೆ ತೆರೆಯುತ್ತದೆ?,,eṣṭu gaṁṭege tereyuttade?,eʂʈu ɡaɳʈeɡe terejuttade,at what hour does it open?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-scheduling.what-time-does-it-close,ಎಷ್ಟು ಗಂಟೆಗೆ ಮುಚ್ಚುತ್ತದೆ?,,eṣṭu gaṁṭege muccuttade?,eʂʈu ɡaɳʈeɡe muccuttade,at what hour does it close?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-scheduling.how-long-does-it-take,ಎಷ್ಟು ಸಮಯ ಬೇಕು?,,eṣṭu samaya bēku?,eʂʈu samaja beːku,how much time is wanted?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-words.today,ಇಂದು,ಇವತ್ತು,iṁdu,indu,ಇವತ್ತು is the spoken form,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-words.tomorrow,ನಾಳೆ,,nāḷe,naːɭe,"tomorrow — a separate word from ನಿನ್ನೆ, unlike Hindi and Gujarati",2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-words.yesterday,ನಿನ್ನೆ,,ninne,ninne,yesterday,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-words.this-week,ಈ ವಾರ,,ī vāra,iː vaːra,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-words.next-week,ಮುಂದಿನ ವಾರ,,muṁdina vāra,mundina vaːra,the coming week,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-words.morning,ಬೆಳಿಗ್ಗೆ,,beḷigge,beɭiɡɡe,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-words.afternoon,ಮಧ್ಯಾಹ್ನ,,madhyāhna,madʰjaːhna,midday,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-words.evening,ಸಂಜೆ,,saṁje,saɲɟe,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
time-words.night,ರಾತ್ರಿ,,rātri,raːtri,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
