concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
pronouns-verbs.i-me,ನಾನು / ನನಗೆ,,nānu / nanage,naːnu / nanaɡe,I / to me,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.we-us,ನಾವು / ನಮಗೆ,,nāvu / namage,naːvu / namaɡe,we / to us — standard Kannada marks no clusivity,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.you,ನೀನು,,nīnu,niːnu,familiar — use ನೀವು instead,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.you-polite,ನೀವು,,nīvu,niːvu,use this always,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.he-him,ಅವನು / ಅವನಿಗೆ,ಅವರು,avanu / avanige,avanu / avaniɡe,that man / to that man — ಅವರು is the polite form,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.she-her,ಅವಳು / ಅವಳಿಗೆ,ಅವರು,avaḷu / avaḷige,avaɭu / avaɭiɡe,that woman / to that woman — ಅವರು is the polite form,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.they-them,ಅವರು / ಅವರಿಗೆ,,avaru / avarige,avaru / avariɡe,those ones / to those ones — also the polite singular,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.my-mine,ನನ್ನ / ನನ್ನದು,,nanna / nannadu,nanna / nannadu,my / mine — no agreement with the thing owned,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.your-yours,ನಿಮ್ಮ / ನಿಮ್ಮದು,,nimma / nimmadu,nimma / nimmadu,your / yours (polite),2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.be-called-call,ಹೆಸರು / ಕರೆಯುವುದು,,hesaru / kareyuvudu,hesaru / karejuvudu,name / to call,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.have,ಹತ್ತಿರ ಇದೆ,,hattira ide,hattira ide,"near [someone] it is — Kannada has no verb ""to have""",2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.do-not-have,ಹತ್ತಿರ ಇಲ್ಲ,,hattira illa,hattira illa,near [someone] it is not,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.go,ಹೋಗುವುದು,ಹೋಗಿ,hōguvudu,hoːɡuvudu,to go / go (polite imperative),2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
pronouns-verbs.come,ಬರುವುದು,ಬನ್ನಿ,baruvudu,baruvudu,to come / come (polite imperative),2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
