concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
numbers-money.l-ng,ಸೊನ್ನೆ,0,sonne,sonne,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.y,ಒಂದು,1,oṁdu,ondu,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.r,ಎರಡು,2,eraḍu,eraɖu,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.s-n,ಮೂರು,3,mūru,muːru,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.s,ನಾಲ್ಕು,4,nālku,naːlku,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.w,ಐದು,5,aidu,aɪdu,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.li,ಆರು,6,āru,aːru,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.q,ಏಳು,7,ēḷu,eːɭu,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.b,ಎಂಟು,8,eṁṭu,eɳʈu,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.ji,ಒಂಬತ್ತು,9,oṁbattu,ombattu,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.sh,ಹತ್ತು,10,hattu,hattu,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.y-b-i,ನೂರು,100,nūru,nuːru,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.y-qi-n,ಸಾವಿರ,"1,000",sāvira,saːvira,,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.y-w-n,ಹತ್ತು ಸಾವಿರ,"10,000",hattu sāvira,hattu saːvira,"ten thousand — Kannada groups a step further up, which is what ಲಕ್ಷ is for",2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.b-n,ಅರ್ಧ,1/2,ardha,ardʰa,half,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.rupee,ರೂಪಾಯಿ,,rūpāyi,ruːpaːji,the Indian rupee,2,Kannada name of the currency as written in Karnataka newspapers and in CLDR kn currency data;ipa=espeak
numbers-money.rupee-symbol,₹,ರೂಪಾಯಿ ಚಿಹ್ನೆ,₹,,,2,Kannada name of the currency as written in Karnataka newspapers and in CLDR kn currency data
numbers-money.lakh,ಲಕ್ಷ,"1,00,000",lakṣa,lakʂa,"a hundred thousand, and the grouping is the point: ₹5 ಲಕ್ಷ is 500,000",2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.crore,ಕೋಟಿ,"1,00,00,000",kōṭi,koːʈi,"a hundred lakh, ten million",2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
numbers-money.li-ng,2 + ಎಣಿಕೆ ಪದ,,2 + eṇike pada,eraɖu eɳike pada,2 + a counting word,2,Kannada gloss of the Mandarin classifier row;ipa=espeak
numbers-money.yu-n,ಯುವಾನ್,,yuvān,juvaːn,,2,Kannada name of the currency as written in Karnataka newspapers and in CLDR kn currency data;ipa=espeak
numbers-money.ku-i,ಯುವಾನ್ (ಮಾತಿನಲ್ಲಿ),,yuvān (mātinalli),juvaːn maːtinalli,"yuan, as spoken",2,Kannada name of the currency as written in Karnataka newspapers and in CLDR kn currency data;ipa=espeak
numbers-money.2-items,2 ವಸ್ತು,,2 vastu,eraɖu vastu,two things,2,Kannada gloss of the Japanese counter row;ipa=espeak
numbers-money.yen,ಯೆನ್,,yen,jen,,2,Kannada name of the currency as written in Karnataka newspapers and in CLDR kn currency data;ipa=espeak
numbers-money.yen-symbol,¥,ಯೆನ್,¥,,,2,Kannada name of the currency as written in Karnataka newspapers and in CLDR kn currency data
numbers-money.won,ವಾನ್,,vān,vaːn,,2,Kannada name of the currency as written in Karnataka newspapers and in CLDR kn currency data;ipa=espeak
numbers-money.won-symbol,ವಾನ್ ಚಿಹ್ನೆ,,vān cihne,vaːn cihne,won (sign),2,Kannada name of the currency as written in Karnataka newspapers and in CLDR kn currency data;ipa=espeak
