concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
emergency-medical.help,ಸಹಾಯ ಮಾಡಿ!,,sahāya māḍi!,sahaːja maːɖi,do help!,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
emergency-medical.please-call-an-ambulance,ದಯವಿಟ್ಟು ಆಂಬ್ಯುಲೆನ್ಸ್ ಕರೆಯಿರಿ,,dayaviṭṭu āṁbyulens kareyiri,dajaviʈʈu aːmbjulens karejiri,please call an ambulance,2,"Standard Karnataka health-communication terminology (Dept. of Health and Family Welfare, Govt. of Karnataka; Arogya Kavacha/108 public material); Kittel (DSAL);ipa=espeak"
emergency-medical.i-need-a-doctor,ನನಗೆ ವೈದ್ಯರು ಬೇಕು,ಡಾಕ್ಟರ್,nanage vaidyaru bēku,nanaɡe vaɪdjaru beːku,to me a doctor is wanted,2,"Standard Karnataka health-communication terminology (Dept. of Health and Family Welfare, Govt. of Karnataka; Arogya Kavacha/108 public material); Kittel (DSAL);ipa=espeak"
emergency-medical.i-am-sick,ನನಗೆ ಹುಷಾರಿಲ್ಲ,,nanage huṣārilla,nanaɡe huʂaːrilla,I am not well — the ordinary spoken form,2,"Standard Karnataka health-communication terminology (Dept. of Health and Family Welfare, Govt. of Karnataka; Arogya Kavacha/108 public material); Kittel (DSAL);ipa=espeak"
emergency-medical.i-am-injured,ನನಗೆ ಗಾಯವಾಗಿದೆ,,nanage gāyavāgide,nanaɡe ɡaːjavaːɡide,a wound has happened to me,2,"Standard Karnataka health-communication terminology (Dept. of Health and Family Welfare, Govt. of Karnataka; Arogya Kavacha/108 public material); Kittel (DSAL);ipa=espeak"
emergency-medical.it-hurts-here,ಇಲ್ಲಿ ನೋವಿದೆ,,illi nōvide,illi noːvide,here there is pain,2,"Standard Karnataka health-communication terminology (Dept. of Health and Family Welfare, Govt. of Karnataka; Arogya Kavacha/108 public material); Kittel (DSAL);ipa=espeak"
emergency-medical.where-is-a-pharmacy,ಔಷಧ ಅಂಗಡಿ ಎಲ್ಲಿದೆ?,ಮೆಡಿಕಲ್ ಶಾಪ್,auṣadha aṁgaḍi ellide?,aʊʂadʰa aŋɡaɖi ellide,where is the medicine shop? — ಮೆಡಿಕಲ್ ಶಾಪ್ is what the board reads in Karnataka,2,"Standard Karnataka health-communication terminology (Dept. of Health and Family Welfare, Govt. of Karnataka; Arogya Kavacha/108 public material); Kittel (DSAL);ipa=espeak"
emergency-medical.please-take-me-to-a-hospital,ದಯವಿಟ್ಟು ನನ್ನನ್ನು ಆಸ್ಪತ್ರೆಗೆ ಕರೆದುಕೊಂಡು ಹೋಗಿ,,dayaviṭṭu nannannu āspatrege karedukoṁḍu hōgi,dajaviʈʈu nannannu aːspatreɡe karedukoɳɖu hoːɡi,please take me to a hospital,2,"Standard Karnataka health-communication terminology (Dept. of Health and Family Welfare, Govt. of Karnataka; Arogya Kavacha/108 public material); Kittel (DSAL);ipa=espeak"
emergency-medical.i-feel-unwell,ನನಗೆ ಸರಿಯಾಗಿಲ್ಲ,,nanage sariyāgilla,nanaɡe sarijaːɡilla,"I am not right — vaguer than ಹುಷಾರಿಲ್ಲ, which is what ""I am sick"" takes",2,"Standard Karnataka health-communication terminology (Dept. of Health and Family Welfare, Govt. of Karnataka; Arogya Kavacha/108 public material); Kittel (DSAL);ipa=espeak"
emergency-medical.this-is-an-emergency,ಇದು ತುರ್ತು ಪರಿಸ್ಥಿತಿ,,idu turtu paristhiti,idu turtu paristʰiti,this [is an] urgent situation,2,"Standard Karnataka health-communication terminology (Dept. of Health and Family Welfare, Govt. of Karnataka; Arogya Kavacha/108 public material); Kittel (DSAL);ipa=espeak"
