concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
utility-templates.i-want-to-go-to,ನಾನು {} ಗೆ ಹೋಗಬೇಕು,,nānu {} ge hōgabēku,naːnu {} ɡe hoːɡabeːku,I to {} must-go — the dative ಗೆ is a separate word here only because the slot is a pen-filled blank,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.please-give-me,ದಯವಿಟ್ಟು ನನಗೆ {} ಕೊಡಿ,,dayaviṭṭu nanage {} koḍi,dajaviʈʈu nanaɡe {} koɖi,please to-me {} give,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.may-i,ನಾನು {} ಮಾಡಬಹುದೇ?,,nānu {} māḍabahudē?,naːnu {} maːɖabahudeː,may I do {}?,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.please-do-not-add,ದಯವಿಟ್ಟು {} ಹಾಕಬೇಡಿ,,dayaviṭṭu {} hākabēḍi,dajaviʈʈu {} haːkabeːɖi,please do not put in {},2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.do-you-have,ನಿಮ್ಮ ಹತ್ತಿರ {} ಇದೆಯೇ?,,nimma hattira {} ideyē?,nimma hattira {} idejeː,near you is there {}?,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.please-write-the-number,ದಯವಿಟ್ಟು ಸಂಖ್ಯೆ ಬರೆಯಿರಿ,,dayaviṭṭu saṁkhye bareyiri,dajaviʈʈu saŋkʰje barejiri,please write the number,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.i-need,ನನಗೆ {} ಬೇಕು,,nanage {} bēku,nanaɡe {} beːku,to me {} is wanted,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.is-there-nearby,ಹತ್ತಿರ {} ಇದೆಯೇ?,,hattira {} ideyē?,hattira {} idejeː,nearby is there a {}?,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.how-much-is,{} ಎಷ್ಟು?,,{} eṣṭu?,{} eʂʈu,{} how much?,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.is-this,ಇದು {} ಆಗಿದೆಯೇ?,,idu {} āgideyē?,idu {} aːɡidejeː,"is this {}? — the interrogative -ಯೇ sits on the verb, never on the slot",2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.please,ದಯವಿಟ್ಟು {},,dayaviṭṭu {},dajaviʈʈu {},"please, {} — ದಯವಿಟ್ಟು precedes in Kannada, so the frame reverses the English order",2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.i-am-looking-for,ನಾನು {} ಹುಡುಕುತ್ತಿದ್ದೇನೆ,,nānu {} huḍukuttiddēne,naːnu {} huɖukuttiddeːne,I am searching for {},2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.do-you-accept,ನೀವು {} ಸ್ವೀಕರಿಸುತ್ತೀರಾ?,,nīvu {} svīkarisuttīrā?,niːvu {} sviːkarisuttiːraː,do you accept {}?,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.i-cannot-find,ನನಗೆ {} ಸಿಗುತ್ತಿಲ್ಲ,,nanage {} siguttilla,nanaɡe {} siɡuttilla,{} is not being found by me,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
utility-templates.there-is-a-problem-with,{} ನಲ್ಲಿ ಸಮಸ್ಯೆ ಇದೆ,,{} nalli samasye ide,{} nalli samasje ide,in {} there is a problem,2,"Kittel, A Kannada-English Dictionary (DSAL); Sridhar, Kannada (Descriptive Grammars 1990);ipa=espeak"
