concept_id,text,text_alt,ipa,literal,confidence,provenance
trail-words.trail,ផ្លូវដើរ,ផ្លូវដើរព្រៃ,pʰləw daə,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
trail-words.trailhead,ដើមផ្លូវ,ចំណុចចាប់ផ្តើមផ្លូវ,daəm pʰləw,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
trail-words.summit,កំពូលភ្នំ,,kɑmpuːl pʰnum,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
trail-words.viewpoint,កន្លែងមើលទេសភាព,ចំណុចទស្សនា,kɑnlaeŋ məːl teːsapʰiəp,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Cambodian Ministry of Tourism site wording;ipa=km-analysis"
trail-words.shuttle-bus,រថយន្តក្រុងដឹកភ្ញៀវ,ឡានក្រុង,rɔtʰajoan kroŋ dɨk pʰɲiəw,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Phnom Penh City Bus and Techo International Airport express-bus wording;ipa=km-analysis"
trail-words.park-shuttle,រថយន្តដឹកភ្ញៀវក្នុងឧទ្យាន,ឡានអគ្គិសនី,rɔtʰajoan dɨk pʰɲiəw knoŋ ʔutjiən,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); APSARA National Authority electric-shuttle service in the Angkor park;ipa=km-analysis"
trail-words.steps,ជណ្តើរ,កាំជណ្តើរ,tɕoandaə,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Cambodian System of Writing and Beginning Reader (Yale, 1970);ipa=km-analysis"
trail-words.up-uphill,ឡើងភ្នំ,ឡើងលើ,laəŋ pʰnum,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
trail-words.down-downhill,ចុះភ្នំ,ចុះក្រោម,tɕoh pʰnum,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
trail-words.one-way,ផ្លូវមួយទិស,,pʰləw muəj tɨh,,2,"Cambodian Ministry of Public Works and Transport road-sign wording; Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977);ipa=km-analysis"
trail-words.round-trip,ទៅមកវិញ,សំបុត្រទៅមកវិញ,tɨw mɔːk wɨɲ,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
weather.forecast,ព្យាករណ៍អាកាសធាតុ ថាយ៉ាងណា,,pjiəkɑː ʔaːkaːsatʰiət tʰaː jaːŋ naː,"what does the weather forecast say — Cambodia's year is two seasons, the rainy រដូវវស្សា (about May to October) and the dry រដូវប្រាំង, not four",2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970); Cambodian Ministry of Water Resources and Meteorology forecast wording;ipa=km-analysis"
weather.will-it-rain,ថ្ងៃនេះមានភ្លៀងឬទេ,,tʰŋaj nih miən pʰliəŋ rɨː teː,today is there rain — Khmer marks no future tense in this frame,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
weather.is-it-safe-today,ថ្ងៃនេះមានសុវត្ថិភាពឬទេ,,tʰŋaj nih miən sowattʰipʰiəp rɨː teː,today is there safety,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
weather.how-cold-at-night,ពេលយប់ត្រជាក់ប៉ុណ្ណា,,peːl jup trɑtɕoak ponnaː,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
weather.rain,ភ្លៀង,,pʰliəŋ,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
weather.snow,ព្រិល,,prɨl,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Jacob, Introduction to Cambodian (Oxford, 1968);ipa=km-analysis"
weather.wind,ខ្យល់,ខ្យល់បក់,kʰjɑl,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
weather.storm,ព្យុះ,ព្យុះភ្លៀង,pjuh,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Cambodian Ministry of Water Resources and Meteorology storm-warning wording;ipa=km-analysis"
weather.ice,ទឹកកក,,tɨk kɑːk,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
weather.fog,អ័ព្ទ,,ʔap,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Jacob, Introduction to Cambodian (Oxford, 1968);ipa=km-analysis"
weather.heat,ក្តៅ,កំដៅ,kdaw,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
weather.cold,ត្រជាក់,រងា,trɑtɕoak,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
weather.humid,សើម,សំណើម,saəm,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
weather.sunrise,ថ្ងៃរះ,ព្រះអាទិត្យរះ,tʰŋaj reah,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
