concept_id,text,text_alt,ipa,literal,confidence,provenance
dietary-needs.no-meat,សូមកុំដាក់សាច់,,soːm kom daʔ satɕ,,2,"Huffman, Modern Spoken Cambodian (Yale, 1970); Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977);ipa=km-analysis"
dietary-needs.no-eggs,សូមកុំដាក់ស៊ុត,,soːm kom daʔ sut,,2,"Huffman, Modern Spoken Cambodian (Yale, 1970); Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977);ipa=km-analysis"
dietary-needs.not-spicy,សូមកុំដាក់ម្ទេស,,soːm kom daʔ mteːh,,2,"Huffman, Modern Spoken Cambodian (Yale, 1970); Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977);ipa=km-analysis"
dietary-needs.less-spicy,សូមធ្វើឱ្យហឹរស្រាល,,soːm tʰwəː ʔaoj hə sraːl,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
dietary-needs.no-peanuts,សូមកុំដាក់សណ្តែកដី,,soːm kom daʔ sɑntaekdəj,,2,"Huffman, Modern Spoken Cambodian (Yale, 1970); Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977);ipa=km-analysis"
dietary-needs.no-nuts,សូមកុំដាក់គ្រាប់គ្រប់ប្រភេទ,,soːm kom daʔ kroəp krɔp brɑːpʰeːt,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
dietary-needs.no-seafood,សូមកុំដាក់អាហារសមុទ្រ ប្រហុក ទឹកត្រី,,soːm kom daʔ ʔaːhaːrɔhmut brɑːhok tɨk trəj,ប្រហុក (fermented fish paste) and ទឹកត្រី (fish sauce) are named separately because they are in dishes that show no visible fish,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
dietary-needs.i-am-vegetarian,ខ្ញុំញ៉ាំតែបួស,,kʰɲom ɲam tae buəh,"អាហារបួស 'fasting food' is Cambodia's own term for a meat-free diet, framed through Buddhist/Chinese vegetarian practice rather than a secular category",2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
dietary-needs.i-am-vegan,ខ្ញុំញ៉ាំបួស មិនញ៉ាំស៊ុត ឬទឹកដោះគោ,,kʰɲom ɲam buəh min ɲam sut rɨː tɨk dɑh koː,"spells out egg and milk, since 'fasting food' (បួស) alone does not reliably exclude either",2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
dietary-needs.i-do-not-eat,ខ្ញុំមិនញ៉ាំ {} ទេ,,kʰɲom min ɲam {} teː,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
dietary-needs.i-am-allergic-to,ខ្ញុំអាឡែហ្ស៊ីនឹង {},,kʰɲom ʔaːlaehsiː nɨŋ {},អាឡែហ្ស៊ី is the loanword Cambodian medical usage relies on for 'allergy',2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
dietary-needs.does-it-contain-fish-stock,ម្ហូបនេះមានប្រហុក ឬទឹកត្រីទេ,,mhoːp nih miən brɑːhok rɨː tɨk trəj teː,,2,"Headley et al., Cambodian-English Dictionary (Catholic University of America Press, 1977); Huffman, Modern Spoken Cambodian (Yale, 1970);ipa=km-analysis"
