concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
payment-receipt.pay-by-card,കാർഡ് ആകുമോ?,,kārḍŭ ākumō?,kaːɾɖɨ aːɡumoː,will a card work?,2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
payment-receipt.pay-cash,പണം ആകുമോ?,,paṇaṁ ākumō?,paɳam aːɡumoː,will cash work?,2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
payment-receipt.pay-by-qr-code,ക്യുആർ കോഡ് ആകുമോ?,യുപിഐ,kyuār kōḍŭ ākumō?,kjuaːɾ koːɖɨ aːɡumoː,"will a QR code work? — in Kerala this is UPI, which is what the sticker by the till says",2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
payment-receipt.a-receipt-please,ദയവായി ബില്ല്,രസീത്,dayavāyi billŭ,dajavaːji billɨ,"please, the receipt",2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
payment-receipt.please-write-the-number,ദയവായി നമ്പർ എഴുതൂ,,dayavāyi nampar eḻutū,dajavaːji nambaɾ eɻuduː,please write the number,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
payment-receipt.how-much-in-total,ആകെ എത്ര?,,āke etra?,aːɡe etɾa,how much altogether?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
payment-receipt.can-we-pay-separately,വേറെ വേറെ കൊടുക്കാമോ?,,vēṟe vēṟe koṭukkāmō?,veːre veːre koɖukkaːmoː,may [we] give separately?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
payment-receipt.is-tax-included,നികുതി ചേർത്തിട്ടുണ്ടോ?,,nikuti cērttiṭṭuṇṭō?,niɡudi ceːɾttiʈʈuɳɖoː,is the tax included?,2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
payment-receipt.my-card-was-declined,എന്റെ കാർഡ് ആയില്ല,,enṟe kārḍŭ āyilla,ende kaːɾɖɨ aːjilla,my card did not go through,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
payment-receipt.the-bill-is-wrong,ബില്ല് തെറ്റിയെന്ന് തോന്നുന്നു,,billŭ teṟṟiyennŭ tōnnunnu,billɨ teʈʈijennɨ toːnnunnu,"it seems the bill has gone wrong — a query, not an accusation",2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
