concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
directions.where-is,{} എവിടെയാണ്?,,{} eviṭeyāṇŭ?,{} eviɖejaːɳɨ,where is {}?,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
directions.how-do-i-get-to,{} ലേക്ക് എങ്ങനെ പോകാം?,,{} lēkkŭ eṅṅane pōkāṁ?,{} leːkkɨ eŋŋane poːɡaːm,how may [one] go to {}? — ലേക്ക് stands as a separate word only because the slot is a pen-filled blank,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
directions.is-it-far,ദൂരമുണ്ടോ?,,dūramuṇṭō?,duːɾamuɳɖoː,is there distance?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
directions.how-long-on-foot,നടന്നാൽ എത്ര സമയം?,,naṭannāl etra samayaṁ?,naɖannaːl etɾa samajam,"if walked, how much time?",2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
directions.please-show-me-on-the-map,ദയവായി ഭൂപടത്തിൽ കാണിക്കൂ,,dayavāyi bhūpaṭattil kāṇikkū,dajavaːji bʰuːbaɖattil kaːɳikkuː,please show on the map,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
directions.where-is-the-nearest,അടുത്തുള്ള {} എവിടെയാണ്?,,aṭuttuḷḷa {} eviṭeyāṇŭ?,aɖuttuɭɭa {} eviɖejaːɳɨ,where is the nearby {}?,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
directions.where-am-i,ഞാൻ എവിടെയാണ്?,,ñān eviṭeyāṇŭ?,ɲaːn eviɖejaːɳɨ,where am I?,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
directions.which-way,ഏത് വഴി?,,ētŭ vaḻi?,eːt vaɻi,which way?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
directions.can-i-walk-there,നടന്നു പോകാമോ?,,naṭannu pōkāmō?,naɖannu poːɡaːmoː,may [one] go on foot?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
directions.how-far-is-it,എത്ര ദൂരം?,,etra dūraṁ?,etɾa duːɾam,how much distance?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
