concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
numbers-money.l-ng,പൂജ്യം,0,pūjyaṁ,puːɟjam,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.y,ഒന്ന്,1,onnŭ,onnɨ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.r,രണ്ട്,2,raṇṭŭ,ɾaɳʈ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.li-ng,രണ്ട് + അളവുവാക്ക്,,raṇṭŭ + aḷavuvākkŭ,ɾaɳʈ aɭavuvaːkkɨ,2 + a measure word,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.s-n,മൂന്ന്,3,mūnnŭ,muːnnɨ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.s,നാല്,4,nālŭ,naːlɨ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.w,അഞ്ച്,5,añcŭ,aɲcɨ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.li,ആറ്,6,āṟŭ,aːrɨ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.q,ഏഴ്,7,ēḻŭ,eːɻɨ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.b,എട്ട്,8,eṭṭŭ,eʈʈɨ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.ji,ഒൻപത്,9,onpatŭ,onbad,also written ഒമ്പത്,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.sh,പത്ത്,10,pattŭ,pattɨ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.y-b-i,നൂറ്,100,nūṟŭ,nuːrɨ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.y-qi-n,ആയിരം,"1,000",āyiraṁ,aːjiɾam,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.y-w-n,പതിനായിരം,"10,000",patināyiraṁ,padinaːjiɾam,"ten thousand — Malayalam groups a step further up, which is what ലക്ഷം is for",2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.b-n,പകുതി,1/2,pakuti,paɡudi,half — അര is the half of a measure,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.yu-n,യുവാൻ,,yuvān,juvaːn,,2,"Issuing central bank’s own name for the unit, transliterated by Malayalam loan phonology (Asher & Kumari 1997, ch. on the sound system);ipa=espeak"
numbers-money.ku-i,യുവാൻ (സംസാരഭാഷയിൽ),,yuvān (saṁsārabhāṣayil),juvaːn samsaːɾabʰaːʂajil,"yuan, as spoken",2,"Issuing central bank’s own name for the unit, transliterated by Malayalam loan phonology (Asher & Kumari 1997, ch. on the sound system);ipa=espeak"
numbers-money.number-and-classifier-notes,"അക്കങ്ങൾ ചേർത്തു പറയുക: 11 = shi yi, 20 = er shi, 21 = er shi yi. ഫോൺ നമ്പറിൽ 1 മിക്കപ്പോഴും yao ആണ്. അക്കത്തിനും വസ്തുവിനും ഇടയ്ക്ക് ഒരു അളവുവാക്ക് നിർബന്ധമാണ്: ge (പൊതുവായത്), wei (ആളുകൾ), zhang (ടിക്കറ്റ്, പരന്ന വസ്തു), bei (ഗ്ലാസ്), ping (കുപ്പി). അളവുവാക്കിന് മുൻപ് രണ്ട് എന്നത് liang ആണ്, er അല്ല: liang zhang piao. jiao അല്ലെങ്കിൽ mao = 0.1 യുവാൻ, fen = 0.01 യുവാൻ.",,"akkaṅṅaḷ cērttu paṟayuka: 11 = shi yi, 20 = er shi, 21 = er shi yi. phōṇ nampaṟil 1 mikkappōḻuṁ yao āṇŭ. akkattinuṁ vastuvinuṁ iṭaykkŭ oru aḷavuvākkŭ nirbandhamāṇŭ: ge (potuvāyatŭ), wei (āḷukaḷ), zhang (ṭikkaṟṟŭ, paranna vastu), bei (glāsŭ), ping (kuppi). aḷavuvākkinŭ munpŭ raṇṭŭ ennatŭ liang āṇŭ, er alla: liang zhang piao. jiao alleṅkil mao = 0.1 yuvān, fen = 0.01 yuvān.",,,2,"Yip & Rimmington, Chinese: A Comprehensive Grammar (Routledge); the Mandarin pack"
numbers-money.2-items,രണ്ട് സാധനം,,raṇṭŭ sādhanaṁ,ɾaɳʈ saːdʰanam,two things,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
numbers-money.yen,യെൻ,,yen,jen,,2,"Issuing central bank’s own name for the unit, transliterated by Malayalam loan phonology (Asher & Kumari 1997, ch. on the sound system);ipa=espeak"
numbers-money.yen-symbol,¥,യെൻ ചിഹ്നം,¥,,,2,"Issuing central bank’s own name for the unit, transliterated by Malayalam loan phonology (Asher & Kumari 1997, ch. on the sound system)"
numbers-money.number-and-classifier-notes-2,"അക്കങ്ങൾ ചേർത്തു പറയുക: 11 = juuichi, 20 = nijuu, 21 = nijuuichi. എണ്ണുമ്പോൾ അക്കത്തിനു ശേഷം ഒരു പ്രത്യയം വരും, അത് വസ്തുവിന്റെ രൂപം അനുസരിച്ച് മാറും: -tsu (പൊതുവായത്), -mai (പരന്നത്), -hon (നീളമുള്ളത്), -nin (ആളുകൾ), -hai (ഗ്ലാസ്). ഫോൺ നമ്പർ പറയുമ്പോൾ: 0 = zero അല്ലെങ്കിൽ maru, 4 = yon, 7 = nana, 9 = kyuu; ഇടയിലുള്ള വര no എന്ന് വായിക്കും.",,"akkaṅṅaḷ cērttu paṟayuka: 11 = juuichi, 20 = nijuu, 21 = nijuuichi. eṇṇumpōḷ akkattinu śēṣaṁ oru pratyayaṁ varuṁ, atŭ vastuvinṟe rūpaṁ anusariccŭ māṟuṁ: -tsu (potuvāyatŭ), -mai (parannatŭ), -hon (nīḷamuḷḷatŭ), -nin (āḷukaḷ), -hai (glāsŭ). phōṇ nampar paṟayumpōḷ: 0 = zero alleṅkil maru, 4 = yon, 7 = nana, 9 = kyuu; iṭayiluḷḷa vara no ennŭ vāyikkuṁ.",,,2,"Makino & Tsutsui, A Dictionary of Basic Japanese Grammar; the Japanese pack"
atm-cash.where-is-an-atm,എടിഎം എവിടെയാണ്?,,eṭieṁ eviṭeyāṇŭ?,eɖiem eviɖejaːɳɨ,where is the ATM?,2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
atm-cash.does-this-atm-take-foreign-cards,ഈ എടിഎം വിദേശ കാർഡ് സ്വീകരിക്കുമോ?,,ī eṭieṁ vidēśa kārḍŭ svīkarikkumō?,iː eɖiem videːʃa kaːɾɖɨ sviːɡaɾikkumoː,does this ATM accept a foreign card?,2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
atm-cash.the-atm-kept-my-card,എടിഎം എന്റെ കാർഡ് അകത്ത് വെച്ചു,,eṭieṁ enṟe kārḍŭ akattŭ veccu,eɖiem ende kaːɾɖɨ aɡattɨ veccu,the ATM has put my card inside,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
atm-cash.is-there-a-fee,നിരക്ക് ഉണ്ടോ?,,nirakkŭ uṇṭō?,niɾakkɨ uɳɖoː,is there a charge?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
atm-cash.the-card-was-declined,കാർഡ് ആയില്ല,കാർഡ് സ്വീകരിച്ചില്ല,kārḍŭ āyilla,kaːɾɖɨ aːjilla,the card did not go through — the everyday wording; സ്വീകരിച്ചില്ല is the bank’s own,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
atm-cash.what-is-the-exchange-rate,വിനിമയ നിരക്ക് എത്ര?,,vinimaya nirakkŭ etra?,vinimaja niɾakkɨ etɾa,how much is the exchange rate?,2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
atm-cash.no-money-came-out,പണം പുറത്തുവന്നില്ല,,paṇaṁ puṟattuvannilla,paɳam purattuvannilla,money did not come out,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
atm-cash.where-can-i-change-money,പണം എവിടെ മാറ്റാം?,,paṇaṁ eviṭe māṟṟāṁ?,paɳam eviɖe maːʈʈaːm,where may money be changed?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
atm-cash.the-machine-is-out-of-service,മെഷീൻ പ്രവർത്തിക്കുന്നില്ല,യന്ത്രം,meṣīn pravarttikkunnilla,meʂiːn pɾavaɾttikkunnilla,the machine is not working — യന്ത്രം is the written word,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
atm-cash.please-give-me-smaller-notes,ദയവായി ചെറിയ നോട്ടുകൾ തരൂ,,dayavāyi ceṟiya nōṭṭukaḷ tarū,dajavaːji cerija noːʈʈuɡaɭ taɾuː,"please give small notes — lower denominations, not coins",2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
atm-cash.do-you-have-change,ചില്ലറ ഉണ്ടോ?,,cillaṟa uṇṭō?,cillara uɳɖoː,is there small money?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
