concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
introductions.my-name-is,എന്റെ പേര് {},,enṟe pērŭ {},ende peːɾɨ {},my name [is] {},2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
introductions.nice-to-meet-you,നിങ്ങളെ കണ്ടതിൽ സന്തോഷം,,niṅṅaḷe kaṇṭatil santōṣaṁ,niŋŋaɭe kaɳɖadil sandoːʂam,"in having seen you, [there is] happiness",2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
introductions.what-is-your-name,നിങ്ങളുടെ പേര് എന്താണ്?,പേരെന്താണ്?,niṅṅaḷuṭe pērŭ entāṇŭ?,niŋŋaɭuɖe peːɾɨ endaːɳɨ,your name what-is? — പേര് + എന്താണ് fuse in speech,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
introductions.we-are-traveling-together,ഞങ്ങൾ ഒരുമിച്ച് യാത്ര ചെയ്യുന്നു,,ñaṅṅaḷ orumiccŭ yātra ceyyunnu,ɲaŋŋaɭ oɾumiccɨ jaːtɾa cejjunnu,we together journey are-doing,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
introductions.this-is-my-friend,ഇത് എന്റെ സുഹൃത്താണ്,,itŭ enṟe suhr̥ttāṇŭ,it ende suhruttaːɳɨ,this is my friend — സുഹൃത്ത് carries no gender,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
introductions.i-am-from,എന്റെ നാട് {},,enṟe nāṭŭ {},ende naːʈ {},"my home place [is] {} — the ablative -ഇൽ is bound, so a slot cannot take it",2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
introductions.where-are-you-from,നിങ്ങൾ എവിടെ നിന്നാണ്?,നിങ്ങളുടെ നാട് ഏതാണ്?,niṅṅaḷ eviṭe ninnāṇŭ?,niŋŋaɭ eviɖe ninnaːɳɨ,you from-where are?,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
introductions.how-are-you,സുഖമാണോ?,എങ്ങനെയുണ്ട്?,sukhamāṇō?,sukʰamaːɳoː,"is [it] well? — the ordinary greeting-question, not a health enquiry",2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
introductions.i-am-a-tourist,ഞാൻ ഒരു വിനോദസഞ്ചാരിയാണ്,,ñān oru vinōdasañcāriyāṇŭ,ɲaːn oɾu vinoːdasaɲcaːɾijaːɳɨ,I am a tourist,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
introductions.this-is-my-husband-wife,ഇത് എന്റെ ഭർത്താവ് / ഭാര്യ,,itŭ enṟe bharttāvŭ / bhārya,it ende bʰaɾttaːvɨ / bʰaːɾja,husband / wife,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
introductions.this-is-my-daughter-son,ഇത് എന്റെ മകൾ / മകൻ,,itŭ enṟe makaḷ / makan,it ende maɡaɭ / maɡan,daughter / son,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
introductions.i-am-traveling-alone,ഞാൻ ഒറ്റയ്ക്ക് യാത്ര ചെയ്യുന്നു,,ñān oṟṟaykkŭ yātra ceyyunnu,ɲaːn oʈʈjkkɨ jaːtɾa cejjunnu,I travel alone — ഒറ്റയ്ക്ക് is adverbial and carries no gender,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
