concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
time-scheduling.what-time-is-it,ഇപ്പോൾ എത്ര മണിയായി?,,ippōḷ etra maṇiyāyi?,ippoːɭ etɾa maɳijaːji,how many hours has it become now?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-scheduling.how-many-minutes,എത്ര മിനിറ്റ്?,,etra miniṟṟŭ?,etɾa miniʈʈɨ,how many minutes?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-scheduling.what-time-should-we-meet,എത്ര മണിക്ക് കാണാം?,,etra maṇikkŭ kāṇāṁ?,etɾa maɳikkɨ kaːɳaːm,at what hour shall we meet?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-scheduling.can-we-change-the-time,സമയം മാറ്റാമോ?,,samayaṁ māṟṟāmō?,samajam maːʈʈaːmoː,may the time be changed?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-scheduling.when-is-convenient,എപ്പോഴാണ് സൗകര്യം?,,eppōḻāṇŭ saukaryaṁ?,eppoːɻaːɳɨ sauɡaɾjam,when is it convenient?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-scheduling.what-is-today-s-date,ഇന്ന് എത്രാം തീയതി?,,innŭ etrāṁ tīyati?,innɨ etɾaːm tiːjadi,today [is] which date?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-scheduling.what-day-is-it-today,ഇന്ന് ഏത് ദിവസമാണ്?,,innŭ ētŭ divasamāṇŭ?,innɨ eːt divasamaːɳɨ,today is which day?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-scheduling.what-time-does-it-open,എത്ര മണിക്ക് തുറക്കും?,,etra maṇikkŭ tuṟakkuṁ?,etɾa maɳikkɨ turakkum,at what hour will it open?,2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
time-scheduling.what-time-does-it-close,എത്ര മണിക്ക് അടയ്ക്കും?,,etra maṇikkŭ aṭaykkuṁ?,etɾa maɳikkɨ aɖajkkum,at what hour will it close?,2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
time-scheduling.how-long-does-it-take,എത്ര സമയം വേണം?,,etra samayaṁ vēṇaṁ?,etɾa samajam veːɳam,how much time is wanted?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-words.today,ഇന്ന്,,innŭ,innɨ,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-words.tomorrow,നാളെ,,nāḷe,naːɭe,"tomorrow — a separate word from ഇന്നലെ, unlike Hindi and Gujarati",2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-words.yesterday,ഇന്നലെ,,innale,innale,yesterday,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-words.this-week,ഈ ആഴ്ച,,ī āḻca,iː aːɻca,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-words.next-week,അടുത്ത ആഴ്ച,,aṭutta āḻca,aɖutta aːɻca,the coming week,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
time-words.morning,രാവിലെ,,rāvile,ɾaːvile,,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
