concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
trail-words.trail,നടപ്പാത,ട്രെക്കിംഗ് പാത,naṭappāta,naɖappaːda,walking path — what a Kerala Forest Department board reads,2,Kerala Forest and Wildlife Dept. and DTPC trail and warning-board wording; Gundert (DSAL);ipa=espeak
trail-words.trailhead,പാതയുടെ തുടക്കം,,pātayuṭe tuṭakkaṁ,paːdajuɖe tuɖakkam,the start of the path,2,Kerala Forest and Wildlife Dept. and DTPC trail and warning-board wording; Gundert (DSAL);ipa=espeak
trail-words.summit,കൊടുമുടി,,koṭumuṭi,koɖumuɖi,peak,2,Kerala Forest and Wildlife Dept. and DTPC trail and warning-board wording; Gundert (DSAL);ipa=espeak
trail-words.viewpoint,വ്യൂ പോയിന്റ്,കാഴ്ചസ്ഥലം,vyū pōyinṟŭ,vjuː poːjindɨ,the loan is what a DTPC board reads; കാഴ്ചസ്ഥലം is the Malayalam,2,Kerala Forest and Wildlife Dept. and DTPC trail and warning-board wording; Gundert (DSAL);ipa=espeak
trail-words.cableway,റോപ് വേ,,ṟōpŭ vē,roːp veː,the loan is what a ticket window says,2,Kerala Forest and Wildlife Dept. and DTPC trail and warning-board wording; Gundert (DSAL);ipa=espeak
trail-words.shuttle-bus,ഷട്ടിൽ ബസ്,,ṣaṭṭil basŭ,ʂaʈʈil basɨ,,2,Kerala Forest and Wildlife Dept. and DTPC trail and warning-board wording; Gundert (DSAL);ipa=espeak
trail-words.park-shuttle,പാർക്ക് ബസ്,,pārkkŭ basŭ,paːɾkkɨ basɨ,park bus,2,Kerala Forest and Wildlife Dept. and DTPC trail and warning-board wording; Gundert (DSAL);ipa=espeak
trail-words.steps,പടികൾ,,paṭikaḷ,paɖiɡaɭ,,2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
trail-words.up-uphill,മേലോട്ട് / കയറ്റം,,mēlōṭṭŭ / kayaṟṟaṁ,meːloːʈʈɨ / kajaʈʈm,upwards / ascent,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
trail-words.down-downhill,താഴോട്ട് / ഇറക്കം,,tāḻōṭṭŭ / iṟakkaṁ,taːɻoːʈʈɨ / irakkam,downwards / descent,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
trail-words.one-way,ഒരു വഴി മാത്രം,,oru vaḻi mātraṁ,oɾu vaɻi maːtɾam,one way only,2,Kerala public signage (Kochi Metro bilingual station wording; KSRTC ticket wording; Kerala Water Authority notices); Gundert (DSAL);ipa=espeak
trail-words.round-trip,പോയിവരവ്,,pōyivaravŭ,poːjivaɾavɨ,going and coming,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
weather.forecast,കാലാവസ്ഥാ പ്രവചനം എന്താണ്?,,kālāvasthā pravacanaṁ entāṇŭ?,kaːlaːvastʰaː pɾavacanam endaːɳɨ,what is the weather forecast?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
