concept_id,text,text_alt,ipa,literal,confidence,provenance
emergency-medical.help,Tulong!,,tuloŋ,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.please-call-an-ambulance,Pakitawag po ng ambulansya,,pakitawaɡ po naŋ ambulansja,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.i-need-a-doctor,Kailangan ko po ng doktor,,kailaŋan ko po naŋ doktoɾ,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.i-am-sick,May sakit po ako,,maj sakit po ako,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.i-am-injured,Nasugatan po ako,,nasuɡatan po ako,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.it-hurts-here,Masakit po dito,,masakit po dito,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.where-is-a-pharmacy,Nasaan po ang botika?,,nasaan po aŋ botika,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.please-take-me-to-a-hospital,Pakidala po ako sa ospital,,pakidala po ako sa ospital,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.i-feel-unwell,Masama po ang pakiramdam ko,,masama po aŋ pakiɾamdam ko,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.this-is-an-emergency,Emergency po ito!,,ɛmɛɾɡɛnkj po ito,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.i-am-having-a-severe-allergic-reaction,May matinding allergic reaction po ako,,maj matindiŋ allɛɾɡik ɾɛaktion po ako,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.i-cannot-breathe,Hindi po ako makahinga,,hindi po ako makahiŋa,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.i-am-bleeding-badly,Matindi po ang pagdurugo ko,,matindi po aŋ paɡduɾuɡo ko,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.i-have-chest-pain,May sakit po ang dibdib ko,,maj sakit po aŋ dibdib ko,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.this-person-is-unconscious,Nawalan po ng malay ang taong ito,,nawalan po naŋ malaj aŋ taoŋ ito,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.where-is-the-nearest-hospital,Nasaan po ang pinakamalapit na ospital?,,nasaan po aŋ pinakamalapit na ospital,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.what-is-the-emergency-number,Ano po ang numero para sa emergency?,,ano po aŋ numɛɾo paɾa sa ɛmɛɾɡɛnkj,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.is-there-a-doctor-who-speaks-english,May doktor po ba na marunong mag-{source}?,,maj doktoɾ po ba na maɾunoŋ maɡ {source},,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.i-think-a-bone-is-broken,"Sa tingin ko po, may baling buto ako",,"sa tiŋin ko po, maj baliŋ buto ako",,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.please-call-my-emergency-contact,Pakitawagan po ang aking emergency contact,,pakitawaɡan po aŋ akiŋ ɛmɛɾɡɛnkj kontakt,,2,fil-agent-v1;ipa=fil-g2p
emergency-medical.i-have-travel-insurance,May travel insurance po ako,,maj tɾavɛl insuɾansɛ po ako,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-am-diabetic,May diabetis po ako,,maj diabɛtis po ako,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-need-insulin,Kailangan ko po ng insulin,,kailaŋan ko po naŋ insulin,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-have-asthma,May hika po ako,,maj hika po ako,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-have-a-heart-condition,May sakit po ako sa puso,,maj sakit po ako sa puso,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-am-allergic-to-penicillin,Allergic po ako sa penicillin,,allɛɾɡik po ako sa pɛnisillin,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-have-epilepsy,May epilepsya po ako,,maj ɛpilɛpsja po ako,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.my-blood-sugar-is-low,Mababa po ang asukal sa aking dugo,,mababa po aŋ asukal sa akiŋ duɡo,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-need-my-inhaler,Kailangan ko po ang aking inhaler,,kailaŋan ko po aŋ akiŋ inhalɛɾ,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-am-pregnant,Buntis po ako,,buntis po ako,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-carry-an-adrenaline-injector,May dala po akong iniksyon ng adrenaline,,maj dala po akoŋ iniksjon naŋ adɾɛnalinɛ,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-take-medicine-for,Umiinom po ako ng gamot para sa {},,umiinom po ako naŋ ɡamot paɾa sa {},,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-take-blood-thinners,Umiinom po ako ng pampanipis ng dugo,,umiinom po ako naŋ pampanipis naŋ duɡo,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.medicine-allergy,Allergy sa gamot: {},,allɛɾɡj sa ɡamot {},,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.this-card-lists-my-conditions,Nakalista sa kard na ito ang aking mga karamdaman,,nakalista sa kaɾd na ito aŋ akiŋ maŋa kaɾamdaman,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.this-is-my-medicine,Ito po ang aking gamot,,ito po aŋ akiŋ ɡamot,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.please-give-me-sugar-or-juice,Pakibigyan po ako ng asukal o juice,,pakibiɡjan po ako naŋ asukal o dʒuisɛ,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.inject-it-into-my-outer-thigh,Iturok po ito sa labas ng aking hita,,ituɾok po ito sa labas naŋ akiŋ hita,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.my-blood-type-is,Ang uri po ng dugo ko ay {},,aŋ uɾi po naŋ duɡo ko aj {},,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.do-not-give-me,Huwag po akong bigyan ng {},,huwaɡ po akoŋ biɡjan naŋ {},,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,Allergic po ako sa aspirin at ibuprofen,,allɛɾɡik po ako sa aspiɾin at ibupɾofɛn,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.my-injector-is-in-my-bag,Nasa bag ko po ang aking iniksyon,,nasa baɡ ko po aŋ akiŋ iniksjon,,2,fil-agent-v1;ipa=fil-g2p
medical-conditions.i-am-allergic-to-sulfa-drugs,Allergic po ako sa mga gamot na sulfa,,allɛɾɡik po ako sa maŋa ɡamot na sulfa,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.which-pharmacy-is-open-now,Aling botika po ang bukas ngayon?,,aliŋ botika po aŋ bukas ŋajon,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-need-medicine-for,Kailangan ko po ng gamot para sa {},,kailaŋan ko po naŋ ɡamot paɾa sa {},,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-have-a-fever,May lagnat po ako,,maj laɡnat po ako,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-have-diarrhea,May pagtatae po ako,,maj paɡtataɛ po ako,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.where-is-an-all-night-pharmacy,Nasaan po ang botikang bukas buong gabi?,,nasaan po aŋ botikaŋ bukas buoŋ ɡabi,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.painkiller,pampawala ng sakit,,pampawala naŋ sakit,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.do-i-need-a-prescription,Kailangan ko po ba ng reseta?,,kailaŋan ko po ba naŋ ɾɛsɛta,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-have-a-headache,Masakit po ang ulo ko,,masakit po aŋ ulo ko,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.paracetamol-acetaminophen,paracetamol / acetaminophen,,paɾasɛtamol / asɛtaminophɛn,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.how-much-should-i-take,Gaano po karami ang iinumin ko?,,ɡaano po kaɾami aŋ iinumin ko,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-am-vomiting,Nagsusuka po ako,,naɡsusuka po ako,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.rehydration-salts,asin na pang-rehidrasyon,,asin na paŋɾɛhidɾasjon,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.how-many-times-a-day,Ilang beses po sa isang araw?,,ilaŋ bɛsɛs po sa isaŋ aɾaw,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-have-a-stomach-ache,Masakit po ang tiyan ko,,masakit po aŋ tijan ko,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-have-a-cough,May ubo po ako,,maj ubo po ako,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.antihistamine,antihistamine,,antihistaminɛ,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.anti-diarrhea-medicine,gamot sa pagtatae,,ɡamot sa paɡtataɛ,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.is-this-safe-to-take-with,Ligtas po ba itong inumin kasabay ng {}?,,liɡtas po ba itoŋ inumin kasabaj naŋ {},,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-feel-dizzy,Nahihilo po ako,,nahihilo po ako,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.ibuprofen,ibuprofen,,ibupɾofɛn,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-have-a-sore-throat,Masakit po ang lalamunan ko,,masakit po aŋ lalamunan ko,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.can-i-get-this-medicine-here,Mabibili ko po ba ang gamot na ito dito?,,mabibili ko po ba aŋ ɡamot na ito dito,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.bandage,benda,,bɛnda,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.the-pain-is-severe,Matindi po ang sakit,,matindi po aŋ sakit,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.antiseptic,antiseptic,,antisɛptik,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-feel-nauseous,Naduduwal po ako,,naduduwal po ako,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-have-a-rash,May pantal po ako,,maj pantal po ako,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.before-or-after-food,Bago po ba o pagkatapos kumain?,,baɡo po ba o paɡkatapos kumain,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-think-it-is-infected,"Sa tingin ko po, naiimpeksyon na ito",,"sa tiŋin ko po, naiimpɛksjon na ito",,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.motion-sickness-tablets,gamot sa hilo sa biyahe,,ɡamot sa hilo sa bijahɛ,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-have-a-cut,May sugat po ako,,maj suɡat po ako,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.antacid,antacid,,antasid,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.i-have-a-burn,May paso po ako,,maj paso po ako,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.it-started-days-ago,Nagsimula ito {} araw na ang nakalipas,,naɡsimula ito {} aɾaw na aŋ nakalipas,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.cough-medicine,gamot sa ubo,,ɡamot sa ubo,,2,fil-agent-v1;ipa=fil-g2p
pharmacy-symptoms.is-this-safe-during-pregnancy,Ligtas po ba ito sa buntis?,,liɡtas po ba ito sa buntis,,2,fil-agent-v1;ipa=fil-g2p
