concept_id,text,text_alt,ipa,literal,confidence,provenance
directions.where-is,{} ni wapi?,,{} ni wˈapi,,2,sw-agent-v1;ipa=espeak
directions.how-do-i-get-to,Nifikaje {}?,,nˌifikˈaɟe {},how do I reach {},2,sw-agent-v1;ipa=espeak
directions.is-it-far,Ni mbali?,,ni mbˈali,,2,sw-agent-v1;ipa=espeak
directions.how-long-on-foot,Ni muda gani kwa miguu?,,ni mˈuda ɡˈani kwa miɡˈuu,,2,sw-agent-v1;ipa=espeak
directions.please-show-me-on-the-map,Tafadhali nionyeshe kwenye ramani,,tˌafaðˈali nˌioɲˈeʃe kwˈeɲe ramˈani,,2,sw-agent-v1;ipa=espeak
directions.where-is-the-nearest,{} ni wapi karibu na hapa?,,{} ni wˈapi karˈibu na hˈapa,where is {} near here,2,sw-agent-v1;ipa=espeak
directions.where-am-i,Niko wapi?,,nˈiko wˈapi,,2,sw-agent-v1;ipa=espeak
directions.which-way,Njia ipi?,,ɲɟˈia ˈipi,,2,sw-agent-v1;ipa=espeak
directions.can-i-walk-there,Naweza kwenda kwa miguu?,,nawˈeza kwˈenda kwa miɡˈuu,,2,sw-agent-v1;ipa=espeak
directions.how-far-is-it,Ni umbali gani?,,ni umbˈali ɡˈani,,2,sw-agent-v1;ipa=espeak
directions.which-exit,Mlango upi wa kutoka?,,mlˈaŋɡo ˈupi wa kutˈoka,,2,sw-agent-v1;ipa=espeak
directions.can-you-show-me-the-way,Unaweza kunionyesha njia?,,ˌunawˈeza kˌunioɲˈeʃa ɲɟˈia,,2,sw-agent-v1;ipa=espeak
directions.north,Kaskazini,,kˌaskazˈini,,2,sw-agent-v1;ipa=espeak
directions.south,Kusini,,kusˈini,,2,sw-agent-v1;ipa=espeak
directions.east,Mashariki,,mˌaʃarˈiki,,2,sw-agent-v1;ipa=espeak
directions.west,Magharibi,,mˌaɣarˈibi,,2,sw-agent-v1;ipa=espeak
quick-directions.go-straight,Nenda moja kwa moja,,nˈenda mˈoɟa kwa mˈoɟa,,2,sw-agent-v1;ipa=espeak
quick-directions.turn-left,Geuka kushoto,,ɡeˈuka kuʃˈoto,,2,sw-agent-v1;ipa=espeak
quick-directions.turn-right,Geuka kulia,,ɡeˈuka kulˈia,,2,sw-agent-v1;ipa=espeak
quick-directions.this-way,Njia hii,,ɲɟˈia hˌii,,2,sw-agent-v1;ipa=espeak
quick-directions.that-way,Njia ile,,ɲɟˈia ˈile,,2,sw-agent-v1;ipa=espeak
quick-directions.on-the-left,Kushoto,,kuʃˈoto,,2,sw-agent-v1;ipa=espeak
quick-directions.on-the-right,Kulia,,kulˈia,,2,sw-agent-v1;ipa=espeak
quick-directions.across-from-here,Ng'ambo,Upande wa pili,ˌenɟˈiambo,on the other side,2,sw-agent-v1;ipa=espeak
quick-directions.in-front,Mbele,,mbˈele,,2,sw-agent-v1;ipa=espeak
quick-directions.behind,Nyuma,,ɲˈuma,,2,sw-agent-v1;ipa=espeak
taxi.please-take-me-here,Tafadhali nipeleke hapa,,tˌafaðˈali nˌipelˈeke hˈapa,,2,sw-agent-v1;ipa=espeak
taxi.please-send-me-the-address,Tafadhali nitumie anwani,,tˌafaðˈali nˌitumˈie anwˈani,,2,sw-agent-v1;ipa=espeak
taxi.we-need-the-east-gate-not-the-south-gate,"Tunahitaji lango la mashariki, sio la kusini",,"tˌunahitˈaɟi lˈaŋɡo la mˌaʃarˈiki, sˈio la kusˈini",,2,sw-agent-v1;ipa=espeak
taxi.please-stop-here,Tafadhali simama hapa,,tˌafaðˈali simˈama hˈapa,,2,sw-agent-v1;ipa=espeak
taxi.can-you-wait-for-me-here,Unaweza kunisubiri hapa?,,ˌunawˈeza kˌunisubˈiri hˈapa,,2,sw-agent-v1;ipa=espeak
taxi.we-need-to-catch-the-high-speed-train,Tunahitaji kupata treni ya SGR,Treni ya mwendo kasi,tˌunahitˈaɟi kupˈata trˈeni ja ˌesɟˌiˈar,,2,sw-agent-v1;ipa=espeak
taxi.please-use-the-meter,Tafadhali tumia mita,,tˌafaðˈali tumˈia mˈita,,2,sw-agent-v1;ipa=espeak
taxi.i-will-get-off-here,Nashuka hapa,,naʃˈuka hˈapa,,2,sw-agent-v1;ipa=espeak
taxi.please-get-me-there-in-time-for-the-shinkansen,Nifikishe kwa wakati wa Shinkansen,,nˌifikˈiʃe kwa wakˈati wa ʃiŋkˈansen,,1,reader-gloss-v1;ipa=espeak
transit-rides.two-tickets,Tiketi mbili,,tikˈeti mbˈili,,2,sw-agent-v1;ipa=espeak
transit-rides.where-is-the-subway-station,Kituo cha treni ni wapi?,Kituo cha mwendokasi ni wapi?,kitˈuo tʃa trˈeni ni wˈapi,mwendokasi = Dar BRT,2,sw-agent-v1;ipa=espeak
transit-rides.does-this-bus-train-go-to,"Je, hii inakwenda {}?",Basi hili linakwenda {}?,"ɟˈe, hˌii ˌinakwˈenda {}",does this one go to {},2,sw-agent-v1;ipa=espeak
transit-rides.what-is-the-next-stop,Kituo kijacho ni kipi?,,kitˈuo kiɟˈatʃo ni kˈipi,,2,sw-agent-v1;ipa=espeak
transit-rides.please-tell-me-where-to-get-off,Tafadhali niambie nishuke wapi,,tˌafaðˈali nˌiambˈie niʃˈuke wˈapi,,2,sw-agent-v1;ipa=espeak
transit-rides.is-this-direct,"Je, inakwenda moja kwa moja?",,"ɟˈe, ˌinakwˈenda mˈoɟa kwa mˈoɟa",,2,sw-agent-v1;ipa=espeak
transit-rides.do-i-need-to-transfer,Nahitaji kubadilisha gari?,,nˌahitˈaɟi kˌubadilˈiʃa ɡˈari,,2,sw-agent-v1;ipa=espeak
transit-rides.is-it-delayed,"Je, imechelewa?",,"ɟˈe, ˌimetʃelˈewa",,2,sw-agent-v1;ipa=espeak
transit-rides.i-am-in-a-hurry,Nina haraka,,nˈina harˈaka,,2,sw-agent-v1;ipa=espeak
transit-rides.which-platform,Jukwaa lipi?,,ɟukwˈaa lˈipi,,2,sw-agent-v1;ipa=espeak
transit-rides.what-time-is-the-next-one,Ijayo ni saa ngapi?,,iɟˈajo ni sˈaa ŋɡˈapi,,2,sw-agent-v1;ipa=espeak
transit-rides.i-went-past-my-stop,Nimepita kituo changu,,nˌimepˈita kitˈuo tʃˈaŋɡu,,2,sw-agent-v1;ipa=espeak
transit-rides.can-i-use-this-ticket,Naweza kutumia tiketi hii?,,nawˈeza kˌutumˈia tikˈeti hˌii,,2,sw-agent-v1;ipa=espeak
place-words.visitor-center,Kituo cha wageni,,kitˈuo tʃa waɡˈeni,,2,sw-agent-v1;ipa=espeak
place-words.railway-station,Stesheni ya treni,Kituo cha treni,steʃˈeni ja trˈeni,,2,sw-agent-v1;ipa=espeak
place-words.airport,Uwanja wa ndege,,uwˈaɲɟa wa ndˈeɡe,,2,sw-agent-v1;ipa=espeak
place-words.service-desk,Dawati la huduma,,dawˈati la hudˈuma,,2,sw-agent-v1;ipa=espeak
place-words.bus-stop,Kituo cha basi,Stendi,kitˈuo tʃa bˈasi,,2,sw-agent-v1;ipa=espeak
place-words.luggage-storage,Sehemu ya kuweka mizigo,,sehˈemu ja kuwˈeka mizˈiɡo,,2,sw-agent-v1;ipa=espeak
place-words.tourist-spot-sightseeing-area,Sehemu ya kutembelea,Kivutio cha watalii,sehˈemu ja kˌutembelˈea,,2,sw-agent-v1;ipa=espeak
place-words.scenic-area,Eneo la mandhari,,enˈeo la manðˈari,,1,reader-gloss-v1;ipa=espeak
border-customs.i-am-a-tourist,Mimi ni mtalii,,mˌimi ni mtalˈii,,2,sw-agent-v1;ipa=espeak
border-customs.here-is-my-passport,Hii ni pasipoti yangu,,hˌii ni pˌasipˈoti jˈaŋɡu,,2,sw-agent-v1;ipa=espeak
border-customs.i-am-staying-for-days,Nakaa siku {},,nakˈaa sˈiku {},,2,sw-agent-v1;ipa=espeak
border-customs.nothing-to-declare,Sina kitu cha kutangaza,Hakuna cha kutangaza,sˈina kˈitu tʃa kˌutaŋɡˈaza,,2,sw-agent-v1;ipa=espeak
border-customs.i-am-staying-at,Nakaa {},,nakˈaa {},,2,sw-agent-v1;ipa=espeak
border-customs.i-am-here-for-business,Nimekuja kwa biashara,,nˌimekˈuɟa kwa bˌiaʃˈara,,2,sw-agent-v1;ipa=espeak
border-customs.i-have-a-return-ticket,Nina tiketi ya kurudi,,nˈina tikˈeti ja kurˈudi,,2,sw-agent-v1;ipa=espeak
border-customs.i-am-visiting-family,Natembelea familia,,nˌatembelˈea fˌamilˈia,,2,sw-agent-v1;ipa=espeak
border-customs.this-is-for-personal-use,Hii ni kwa matumizi yangu,,hˌii ni kwa mˌatumˈizi jˈaŋɡu,,2,sw-agent-v1;ipa=espeak
border-customs.i-am-in-transit,Napita tu,Niko transit,napˈita tˈu,I am just passing through,2,sw-agent-v1;ipa=espeak
border-customs.i-have-in-cash,Nina {} taslimu,,nˈina {} taslˈimu,,2,sw-agent-v1;ipa=espeak
border-customs.this-is-a-gift,Hii ni zawadi,,hˌii ni zawˈadi,,2,sw-agent-v1;ipa=espeak
border-customs.where-do-i-collect-my-baggage,Nachukua mizigo yangu wapi?,,nˌatʃukˈua mizˈiɡo jˈaŋɡu wˈapi,,2,sw-agent-v1;ipa=espeak
border-customs.how-long-may-i-stay,Naweza kukaa siku ngapi?,,nawˈeza kukˈaa sˈiku ŋɡˈapi,,2,sw-agent-v1;ipa=espeak
border-customs.i-have-a-connecting-flight,Nina ndege ya kuunganisha,,nˈina ndˈeɡe ja kˌuuŋɡanˈiʃa,,2,sw-agent-v1;ipa=espeak
border-customs.may-i-have-an-entry-stamp,Naomba mhuri wa kuingia,,naˈomba mhˈuri wa kˌuiŋɡˈia,,2,sw-agent-v1;ipa=espeak
border-customs.visa,Viza,,vˈiza,,2,sw-agent-v1;ipa=espeak
border-customs.i-have-no-food-or-plants,Sina chakula wala mimea,,sˈina tʃakˈula wˈala mimˈea,,2,sw-agent-v1;ipa=espeak
