concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
building-help.what-room-number-is-this,ਇਹ ਕਿਹੜਾ ਕਮਰਾ ਨੰਬਰ ਹੈ?,,ih kihaṛā kamarā naṁbar hai?,ɪ˥ kɪhəɽa kʌməɾa nʌnbəɾ hɛ,which room number is this?,2,pa-agent-v1;ipa=espeak
building-help.i-am-lost,ਮੈਂ ਰਾਹ ਭੁੱਲ ਗਿਆ ਹਾਂ,,maiṁ rāh bhull giā hāṁ,mɛ̃ ɾa˥ pʊ˩l ɡɪa hã,I have forgotten the way,2,pa-agent-v1;ipa=espeak
building-help.where-is-reception,ਰਿਸੈਪਸ਼ਨ ਕਿੱਥੇ ਹੈ?,,risaipaśan kitthē hai?,ɾɪsɛpəʃən kɪttʰe hɛ,,2,pa-agent-v1;ipa=espeak
building-help.where-is-a-power-outlet,ਬਿਜਲੀ ਦਾ ਸਾਕਟ ਕਿੱਥੇ ਹੈ?,,bijalī dā sākaṭ kitthē hai?,bɪɟəli da sakəʈ kɪttʰe hɛ,where is the electric socket?,2,pa-agent-v1;ipa=espeak
accessibility.step-free,ਪੌੜੀਆਂ ਤੋਂ ਬਿਨਾਂ ਰਾਹ ਹੈ?,,pauṛīāṁ tōṁ bināṁ rāh hai?,pɔɽiã tõ bɪnã ɾa˥ hɛ,is there a way without steps?,2,pa-agent-v1;ipa=espeak
accessibility.wheelchair-access,ਪਹੀਆ ਕੁਰਸੀ ਜਾ ਸਕਦੀ ਹੈ?,,pahīā kurasī jā sakadī hai?,pəhia kʊɾəsi ɟa sʌkədi hɛ,can a wheelchair go?,2,pa-agent-v1;ipa=espeak
accessibility.elevator,ਲਿਫ਼ਟ ਹੈ?,,lifaṭ hai?,lɪfəʈ hɛ,is there a lift?,2,pa-agent-v1;ipa=espeak
accessibility.ramp,ਢਲਾਣ ਹੈ?,,ḍhalāṇ hai?,ʈə˩laɳ hɛ,is there a ramp?,2,pa-agent-v1;ipa=espeak
accessibility.how-many-steps,ਕਿੰਨੀਆਂ ਪੌੜੀਆਂ ਹਨ?,,kiṁnīāṁ pauṛīāṁ han?,kɪnniã pɔɽiã hən,how many steps are there?,2,pa-agent-v1;ipa=espeak
accessibility.cannot-climb-stairs,ਮੈਂ ਪੌੜੀਆਂ ਨਹੀਂ ਚੜ੍ਹ ਸਕਦਾ,,maiṁ pauṛīāṁ nahīṁ caṛh sakadā,mɛ̃ pɔɽiã nʌhĩ cʌ˥ɽ sʌkəda,I cannot climb steps,2,pa-agent-v1;ipa=espeak
accessibility.need-to-sit-down,ਮੈਨੂੰ ਬੈਠਣਾ ਪੈਣਾ ਹੈ,,mainūṁ baiṭhaṇā paiṇā hai,mɛnũ bɛʈʰəɳa pɛɳa hɛ,I have to sit down,2,pa-agent-v1;ipa=espeak
accessibility.accessible-restroom,ਪਹੀਆ ਕੁਰਸੀ ਵਾਲਾ ਟਾਇਲਟ ਹੈ?,,pahīā kurasī vālā ṭāilaṭ hai?,pəhia kʊɾəsi ʋala ʈaɪləʈ hɛ,is there a wheelchair toilet?,2,pa-agent-v1;ipa=espeak
accessibility.station-assistance,ਸਟੇਸ਼ਨ ਉੱਤੇ ਮਦਦ ਮਿਲਦੀ ਹੈ?,,saṭēśan uttē madad miladī hai?,səʈeʃən ʊtte mʌdəd mɪlədi hɛ,is help available at the station?,2,pa-agent-v1;ipa=espeak
accessibility.help-me-carry,ਇਹ ਚੁੱਕਣ ਵਿੱਚ ਮਦਦ ਕਰੋ ਜੀ,,ih cukkaṇ vicc madad karō jī,ɪ˥ cʊkkəɳ ʋɪc mʌdəd kʌɾo ɟi,help in lifting this,2,pa-agent-v1;ipa=espeak
accessibility.board-first,ਮੈਂ ਪਹਿਲਾਂ ਚੜ੍ਹ ਸਕਦਾ ਹਾਂ?,,maiṁ pahilāṁ caṛh sakadā hāṁ?,mɛ̃ pʌhɪlã cʌ˥ɽ sʌkəda hã,may I board first?,2,pa-agent-v1;ipa=espeak
accessibility.door-width,ਦਰਵਾਜ਼ਾ ਕਿੰਨਾ ਚੌੜਾ ਹੈ?,,daravāzā kiṁnā cauṛā hai?,dəɾəʋaza kɪnna cɔɽa hɛ,how wide is the door?,2,pa-agent-v1;ipa=espeak
accessibility.wheelchair-width,ਮੇਰੀ ਪਹੀਆ ਕੁਰਸੀ {} ਸੈਂਟੀਮੀਟਰ ਚੌੜੀ ਹੈ,,mērī pahīā kurasī {} saiṁṭīmīṭar cauṛī hai,meɾi pəhia kʊɾəsi {} sɛɳʈimiʈəɾ cɔɽi hɛ,my wheelchair is {} centimetres wide,2,pa-agent-v1;ipa=espeak
accessibility.hard-of-hearing,ਮੈਨੂੰ ਸੁਣਨ ਵਿੱਚ ਦਿੱਕਤ ਹੈ,,mainūṁ suṇan vicc dikkat hai,mɛnũ sʊɳən ʋɪc dɪkkət hɛ,I have difficulty in hearing,2,pa-agent-v1;ipa=espeak
accessibility.speak-louder,ਥੋੜ੍ਹਾ ਉੱਚੀ ਬੋਲੋ ਜੀ,,thōṛhā uccī bōlō jī,tʰo˥ɽa ʊcci bolo ɟi,speak a little louder,2,pa-agent-v1;ipa=espeak
accessibility.visually-impaired,ਮੈਨੂੰ ਦਿਸਦਾ ਬਹੁਤ ਘੱਟ ਹੈ,,mainūṁ disadā bahut ghaṭṭ hai,mɛnũ dɪsəda bʌhʊt kʌ˩ʈ hɛ,I see very little,2,pa-agent-v1;ipa=espeak
accessibility.take-your-arm,ਮੈਂ ਤੁਹਾਡੀ ਬਾਂਹ ਫੜ ਲਵਾਂ?,,maiṁ tuhāḍī bāṁh phaṛ lavāṁ?,mɛ̃ tʊhaɖi bã˥ pʰʌɽ lʌʋã,may I hold your arm?,2,pa-agent-v1;ipa=espeak
