variant,concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
speaker_gender=feminine,accessibility.cannot-climb-stairs,ਮੈਂ ਪੌੜੀਆਂ ਨਹੀਂ ਚੜ੍ਹ ਸਕਦੀ,,maiṁ pauṛīāṁ nahīṁ caṛh sakadī,mɛ̃ pɔɽiã nʌhĩ cʌ˥ɽ sʌkədi,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,border-customs.i-am-here-for-business,ਮੈਂ ਕੰਮ ਲਈ ਆਈ ਹਾਂ,,maiṁ kaṁm laī āī hāṁ,mɛ̃ kʌnm lʌi ai hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,border-customs.i-am-in-transit,ਮੈਂ ਅੱਗੇ ਜਾ ਰਹੀ ਹਾਂ,,maiṁ aggē jā rahī hāṁ,mɛ̃ ʌɡɡe ɟa ɾəhi hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,border-customs.i-am-staying-at,ਮੈਂ {} ਵਿੱਚ ਰਹਾਂਗੀ,,maiṁ {} vicc rahāṁgī,mɛ̃ {} ʋɪc ɾəhaŋɡi,,2,pa-variants-v1;rule=future-tense-agrees-with-subject;ipa=espeak
speaker_gender=feminine,border-customs.i-am-staying-for-days,ਮੈਂ {} ਦਿਨ ਰਹਾਂਗੀ,,maiṁ {} din rahāṁgī,mɛ̃ {} dɪn ɾəhaŋɡi,,2,pa-variants-v1;rule=future-tense-agrees-with-subject;ipa=espeak
speaker_gender=feminine,border-customs.i-am-visiting-family,ਮੈਂ ਆਪਣੇ ਪਰਿਵਾਰ ਨੂੰ ਮਿਲਣ ਆਈ ਹਾਂ,,maiṁ āpaṇē parivār nūṁ milaṇ āī hāṁ,mɛ̃ apəɳe pəɾɪʋaɾ nũ mɪləɳ ai hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,building-help.i-am-lost,ਮੈਂ ਰਾਹ ਭੁੱਲ ਗਈ ਹਾਂ,,maiṁ rāh bhull gaī hāṁ,mɛ̃ ɾa˥ pʊ˩l ɡʌi hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,communication.i-cannot-read-it,ਮੈਂ ਇਹ ਪੜ੍ਹ ਨਹੀਂ ਸਕਦੀ,,maiṁ ih paṛh nahīṁ sakadī,mɛ̃ ɪ˥ pʌ˥ɽ nʌhĩ sʌkədi,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,communication.i-cannot-read-understand,ਮੈਂ ਇਹ ਪੜ੍ਹ ਨਹੀਂ ਸਕਦੀ,,maiṁ ih paṛh nahīṁ sakadī,mɛ̃ ɪ˥ pʌ˥ɽ nʌhĩ sʌkədi,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,dietary-needs.i-am-vegan,"ਮੈਂ ਮੀਟ, ਮੱਛੀ, ਆਂਡਾ, ਦੁੱਧ, ਦਹੀਂ, ਪਨੀਰ, ਘਿਓ ਕੁਝ ਨਹੀਂ ਖਾਂਦੀ",,"maiṁ mīṭ, macchī, āṁḍā, duddh, dahīṁ, panīr, ghiō kujh nahīṁ khāṁdī","mɛ̃ miʈ, mʌcʰcʰi, aɳɖa, dʊ˥d, dʌhĩ, pəniɾ, kɪ˩o kʊ˥ɟ nʌhĩ kʰandi",,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,dietary-needs.i-am-vegetarian,"ਮੈਂ ਸ਼ਾਕਾਹਾਰੀ ਹਾਂ — ਮੀਟ, ਮੱਛੀ, ਆਂਡਾ ਨਹੀਂ ਖਾਂਦੀ",,"maiṁ śākāhārī hāṁ — mīṭ, macchī, āṁḍā nahīṁ khāṁdī","mɛ̃ ʃakahaɾi hã miʈ, mʌcʰcʰi, aɳɖa nʌhĩ kʰandi",,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,dietary-needs.i-do-not-eat,ਮੈਂ {} ਨਹੀਂ ਖਾਂਦੀ,,maiṁ {} nahīṁ khāṁdī,mɛ̃ {} nʌhĩ kʰandi,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,introductions.i-am-traveling-alone,ਮੈਂ ਇਕੱਲੀ ਸਫ਼ਰ ਕਰ ਰਹੀ ਹਾਂ,,maiṁ ikallī safar kar rahī hāṁ,mɛ̃ ɪkʌlli sʌfəɾ kʌɾ ɾəhi hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,lost-rescue.i-cannot-get-down,ਮੈਂ ਹੇਠਾਂ ਨਹੀਂ ਉੱਤਰ ਸਕਦੀ,,maiṁ hēṭhāṁ nahīṁ uttar sakadī,mɛ̃ heʈʰã nʌhĩ ʊttəɾ sʌkədi,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,lost-rescue.i-cannot-walk,ਮੈਂ ਤੁਰ ਨਹੀਂ ਸਕਦੀ,,maiṁ tur nahīṁ sakadī,mɛ̃ tʊɾ nʌhĩ sʌkədi,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,lost-rescue.i-left-it-on-the-train,ਮੈਂ ਇਹ ਗੱਡੀ ਵਿੱਚ ਭੁੱਲ ਆਈ,,maiṁ ih gaḍḍī vicc bhull āī,mɛ̃ ɪ˥ ɡʌɖɖi ʋɪc pʊ˩l ai,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,medical-conditions.i-take-blood-thinners,ਮੈਂ ਖ਼ੂਨ ਪਤਲਾ ਕਰਨ ਵਾਲੀ ਦਵਾਈ ਲੈਂਦੀ ਹਾਂ,,maiṁ k͟hūn patalā karan vālī davāī laiṁdī hāṁ,mɛ̃ xun pʌtəla kʌɾən ʋali dəʋai lɛndi hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,medical-conditions.i-take-medicine-for,ਮੈਂ {} ਦੀ ਦਵਾਈ ਲੈਂਦੀ ਹਾਂ,,maiṁ {} dī davāī laiṁdī hāṁ,mɛ̃ {} di dəʋai lɛndi hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,payment-receipt.i-already-paid,ਮੈਂ ਪੈਸੇ ਦੇ ਚੁੱਕੀ ਹਾਂ,,maiṁ paisē dē cukkī hāṁ,mɛ̃ pɛse de cʊkki hã,,2,pa-variants-v1;rule=chukna-completive-agrees-with-subject;ipa=espeak
speaker_gender=feminine,phone-translation.i-am-using-phone-translation,ਮੈਂ ਫ਼ੋਨ ਤੋਂ ਅਨੁਵਾਦ ਕਰ ਰਹੀ ਹਾਂ,,maiṁ fōn tōṁ anuvād kar rahī hāṁ,mɛ̃ fon tõ ənʊʋad kʌɾ ɾəhi hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,police-consulate.i-am-calling-the-police,ਮੈਂ ਪੁਲਿਸ ਨੂੰ ਫ਼ੋਨ ਕਰ ਰਹੀ ਹਾਂ,,maiṁ pulis nūṁ fōn kar rahī hāṁ,mɛ̃ pʊlɪs nũ fon kʌɾ ɾəhi hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,police-consulate.i-will-not-sign-anything-i-cannot-read,"ਜਿਹੜਾ ਕਾਗਜ਼ ਮੈਂ ਪੜ੍ਹ ਨਹੀਂ ਸਕਦੀ, ਉਸ ਉੱਤੇ ਦਸਤਖ਼ਤ ਨਹੀਂ ਕਰਾਂਗੀ",,"jihaṛā kāgaz maiṁ paṛh nahīṁ sakadī, us uttē dasatak͟hat nahīṁ karāṁgī","ɟɪhəɽa kaɡəz mɛ̃ pʌ˥ɽ nʌhĩ sʌkədi, ʊs ʊtte dʌsətəxət nʌhĩ kəɾaŋɡi",,2,pa-variants-v1;rule=participle-and-future-agree-with-nominative-subject;ipa=espeak
speaker_gender=feminine,shopping.i-am-just-looking,ਮੈਂ ਬੱਸ ਦੇਖ ਰਹੀ ਹਾਂ,,maiṁ bass dēkh rahī hāṁ,mɛ̃ bʌs dekʰ ɾəhi hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,shopping.i-will-take-this,ਮੈਂ ਇਹ ਲੈ ਲੈਂਦੀ ਹਾਂ,,maiṁ ih lai laiṁdī hāṁ,mɛ̃ ɪ˥ lɛ lɛndi hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
speaker_gender=feminine,taxi.i-will-get-off-here,ਮੈਂ ਇੱਥੇ ਉੱਤਰਾਂਗੀ,,maiṁ itthē uttarāṁgī,mɛ̃ ɪttʰe ʊttəɾaŋɡi,,2,pa-variants-v1;rule=future-tense-agrees-with-subject;ipa=espeak
speaker_gender=feminine,utility-templates.i-am-looking-for,ਮੈਂ {} ਲੱਭ ਰਹੀ ਹਾਂ,,maiṁ {} labbh rahī hāṁ,mɛ̃ {} lʌ˥b ɾəhi hã,,2,pa-variants-v1;rule=participle-agrees-with-nominative-subject;ipa=espeak
