concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
hotel-words.passport,ਪਾਸਪੋਰਟ,,pāsapōraṭ,pasəpoɾəʈ,,2,pa-agent-v1;ipa=espeak
hotel-words.room-key-card,ਕਮਰੇ ਦਾ ਕਾਰਡ,,kamarē dā kāraḍ,kʌməɾe da kaɾəɖ,the room's card,2,pa-agent-v1;ipa=espeak
hotel-words.check-in,ਕਮਰੇ ਵਿੱਚ ਆਉਣਾ,,kamarē vicc āuṇā,kʌməɾe ʋɪc aʊɳa,coming into the room,2,pa-agent-v1;ipa=espeak
hotel-words.check-out,ਕਮਰਾ ਛੱਡਣਾ,,kamarā chaḍḍaṇā,kʌməɾa cʰʌɖɖəɳa,leaving the room,2,pa-agent-v1;ipa=espeak
hotel-words.luggage-storage,ਸਮਾਨ ਰੱਖਣ ਵਾਲੀ ਥਾਂ,,samān rakkhaṇ vālī thāṁ,səman ɾʌkkʰəɳ ʋali tʰã,place for keeping luggage,2,pa-agent-v1;ipa=espeak
hotel-basics.are-any-rooms-available,ਕੋਈ ਕਮਰਾ ਖ਼ਾਲੀ ਹੈ?,,kōī kamarā k͟hālī hai?,koi kʌməɾa xali hɛ,is any room empty?,2,pa-agent-v1;ipa=espeak
hotel-basics.there-are-two-of-us,ਅਸੀਂ ਦੋ ਜਣੇ ਹਾਂ,,asīṁ dō jaṇē hāṁ,əsĩ do ɟʌɳe hã,we are two persons,2,pa-agent-v1;ipa=espeak
hotel-basics.i-have-a-reservation,ਮੇਰੀ ਬੁਕਿੰਗ ਹੈ,,mērī bukiṁg hai,meɾi bʊkɪŋɡ hɛ,my booking exists,2,pa-agent-v1;ipa=espeak
hotel-basics.can-i-charge-my-phone,ਮੈਂ ਫ਼ੋਨ ਚਾਰਜ ਕਰ ਸਕਦਾ ਹਾਂ?,,maiṁ fōn cāraj kar sakadā hāṁ?,mɛ̃ fon caɾəɟ kʌɾ sʌkəda hã,can I charge the phone?,2,pa-agent-v1;ipa=espeak
hotel-basics.i-would-like-a-non-smoking-room,ਮੈਨੂੰ ਸਿਗਰਟ ਤੋਂ ਬਿਨਾਂ ਵਾਲਾ ਕਮਰਾ ਚਾਹੀਦਾ ਹੈ,,mainūṁ sigaraṭ tōṁ bināṁ vālā kamarā cāhīdā hai,mɛnũ sɪɡəɾəʈ tõ bɪnã ʋala kʌməɾa cahida hɛ,I want a room without smoking,2,pa-agent-v1;ipa=espeak
