concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
time-scheduling.what-time-is-it,ਕਿੰਨਾ ਵੇਲਾ ਹੋ ਗਿਆ?,ਕੀ ਵਜੇ ਨੇ?,kiṁnā vēlā hō giā?,kɪnna ʋela ho ɡɪa,how much time has become?,2,pa-agent-v1;ipa=espeak
time-scheduling.how-many-minutes,ਕਿੰਨੇ ਮਿੰਟ?,,kiṁnē miṁṭ?,kɪnne mɪɳʈ,,2,pa-agent-v1;ipa=espeak
time-scheduling.what-time-should-we-meet,ਕਿੰਨੇ ਵਜੇ ਮਿਲੀਏ?,,kiṁnē vajē milīē?,kɪnne ʋʌɟe mɪlie,at how many o'clock shall we meet?,2,pa-agent-v1;ipa=espeak
time-scheduling.can-we-change-the-time,ਵੇਲਾ ਬਦਲ ਸਕਦੇ ਹਾਂ?,,vēlā badal sakadē hāṁ?,ʋela bʌdəl sʌkəde hã,can we change the time?,2,pa-agent-v1;ipa=espeak
time-scheduling.when-is-convenient,ਤੁਹਾਨੂੰ ਕਦੋਂ ਸੌਖਾ ਰਹੇਗਾ?,,tuhānūṁ kadōṁ saukhā rahēgā?,tʊhanũ kʌdõ sɔkʰa ɾəheɡa,when will it be easy for you?,2,pa-agent-v1;ipa=espeak
time-scheduling.what-is-today-s-date,ਅੱਜ ਕੀ ਤਾਰੀਖ਼ ਹੈ?,,ajj kī tārīk͟h hai?,ʌɟ ki taɾix hɛ,what date is today?,2,pa-agent-v1;ipa=espeak
time-scheduling.what-day-is-it-today,ਅੱਜ ਕੀ ਦਿਨ ਹੈ?,,ajj kī din hai?,ʌɟ ki dɪn hɛ,what day is today?,2,pa-agent-v1;ipa=espeak
time-scheduling.what-time-does-it-open,ਕਿੰਨੇ ਵਜੇ ਖੁੱਲ੍ਹਦਾ ਹੈ?,,kiṁnē vajē khullhadā hai?,kɪnne ʋʌɟe kʰʊ˥lləda hɛ,at how many o'clock does it open?,2,pa-agent-v1;ipa=espeak
time-scheduling.what-time-does-it-close,ਕਿੰਨੇ ਵਜੇ ਬੰਦ ਹੁੰਦਾ ਹੈ?,,kiṁnē vajē baṁd huṁdā hai?,kɪnne ʋʌɟe bʌnd hʊnda hɛ,at how many o'clock does it close?,2,pa-agent-v1;ipa=espeak
time-scheduling.how-long-does-it-take,ਕਿੰਨਾ ਵੇਲਾ ਲੱਗਦਾ ਹੈ?,,kiṁnā vēlā laggadā hai?,kɪnna ʋela lʌɡɡəda hɛ,how much time does it take?,2,pa-agent-v1;ipa=espeak
time-words.today,ਅੱਜ,,ajj,ʌɟ,,2,pa-agent-v1;ipa=espeak
time-words.tomorrow,ਕੱਲ੍ਹ,,kallh,kʌ˥ll,the same word as yesterday; the verb tense disambiguates,2,pa-agent-v1;ipa=espeak
time-words.yesterday,ਕੱਲ੍ਹ,,kallh,kʌ˥ll,the same word as tomorrow; ਬੀਤੇ ਕੱਲ੍ਹ makes the past explicit,2,pa-agent-v1;ipa=espeak
time-words.this-week,ਇਸ ਹਫ਼ਤੇ,,is hafatē,ɪs hʌfəte,in this week,2,pa-agent-v1;ipa=espeak
time-words.next-week,ਅਗਲੇ ਹਫ਼ਤੇ,,agalē hafatē,ʌɡəle hʌfəte,in the next week,2,pa-agent-v1;ipa=espeak
time-words.morning,ਸਵੇਰ,,savēr,səʋeɾ,,2,pa-agent-v1;ipa=espeak
time-words.afternoon,ਦੁਪਹਿਰ,,dupahir,dʊpəhɪɾ,,2,pa-agent-v1;ipa=espeak
time-words.evening,ਸ਼ਾਮ,,śām,ʃam,,2,pa-agent-v1;ipa=espeak
time-words.spring,ਬਸੰਤ,,basaṁt,bʌsənt,,2,pa-agent-v1;ipa=espeak
time-words.summer,ਗਰਮੀ,,garamī,ɡʌɾəmi,the hot season,2,pa-agent-v1;ipa=espeak
time-words.fall,ਪੱਤਝੜ,,pattajhaṛ,pʌttə˥ɟəɽ,leaf-fall,2,pa-agent-v1;ipa=espeak
time-words.winter,ਸਰਦੀ,,saradī,sʌɾədi,the cold season,2,pa-agent-v1;ipa=espeak
time-words.night,ਰਾਤ,,rāt,ɾat,,2,pa-agent-v1;ipa=espeak
