concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
numbers-money.l-ng,ਸਿਫ਼ਰ,0,sifar,sɪfəɾ,,2,pa-agent-v1;ipa=espeak
numbers-money.y,ਇੱਕ,1,ikk,ɪk,,2,pa-agent-v1;ipa=espeak
numbers-money.r,ਦੋ,2,dō,do,,2,pa-agent-v1;ipa=espeak
numbers-money.s-n,ਤਿੰਨ,3,tiṁn,tɪnn,,2,pa-agent-v1;ipa=espeak
numbers-money.s,ਚਾਰ,4,cār,caɾ,,2,pa-agent-v1;ipa=espeak
numbers-money.w,ਪੰਜ,5,paṁj,pʌnɟ,,2,pa-agent-v1;ipa=espeak
numbers-money.li,ਛੇ,6,chē,cʰe,,2,pa-agent-v1;ipa=espeak
numbers-money.q,ਸੱਤ,7,satt,sʌt,,2,pa-agent-v1;ipa=espeak
numbers-money.b,ਅੱਠ,8,aṭṭh,ʌʈʰ,,2,pa-agent-v1;ipa=espeak
numbers-money.ji,ਨੌਂ,9,nauṁ,nɔ̃,,2,pa-agent-v1;ipa=espeak
numbers-money.sh,ਦਸ,10,das,dʌs,,2,pa-agent-v1;ipa=espeak
numbers-money.y-b-i,ਸੌ,100,sau,sɔ,,2,pa-agent-v1;ipa=espeak
numbers-money.y-qi-n,ਹਜ਼ਾਰ,"1,000",hazār,həzaɾ,,2,pa-agent-v1;ipa=espeak
numbers-money.y-w-n,ਦਸ ਹਜ਼ਾਰ,"10,000",das hazār,dʌs həzaɾ,,2,pa-agent-v1;ipa=espeak
numbers-money.b-n,ਅੱਧਾ,1/2,addhā,ʌ˥da,,2,pa-agent-v1;ipa=espeak
numbers-money.li-ng,2 + ਗਿਣਤੀ ਵਾਲਾ ਸ਼ਬਦ,,2 + giṇatī vālā śabad,do ɡɪɳəti ʋala ʃʌbəd,2 + a counting word,2,pa-agent-v1;ipa=espeak
numbers-money.yu-n,ਯੁਆਨ,,yuān,jʊan,,2,pa-agent-v1;ipa=espeak
numbers-money.ku-i,ਯੁਆਨ (ਬੋਲਚਾਲ),,yuān (bōlacāl),jʊan boləcal,"yuan, in speech",2,pa-agent-v1;ipa=espeak
numbers-money.number-and-classifier-notes,"ਗਿਣਤੀਆਂ ਜੋੜ ਕੇ ਬਣਦੀਆਂ ਹਨ: 11 = shi yi, 20 = er shi, 21 = er shi yi। ਫ਼ੋਨ ਉੱਤੇ 1 ਨੂੰ ਬਹੁਤੀ ਵਾਰ yao ਬੋਲਦੇ ਹਨ। ਗਿਣਤੀ ਸਿੱਧੀ ਨਾਂ ਨਾਲ ਨਹੀਂ ਲੱਗਦੀ — ਵਿਚਾਲੇ ਇੱਕ ਗਿਣਤੀ ਵਾਲਾ ਸ਼ਬਦ ਲਾਜ਼ਮੀ ਹੈ, ਯਾਨੀ ਦੋ ਟਿਕਟਾਂ ਲਈ liang zhang piao। ge (ਆਮ), wei (ਬੰਦੇ), zhang (ਟਿਕਟਾਂ ਤੇ ਚਪਟੀਆਂ ਚੀਜ਼ਾਂ), bei (ਗਲਾਸ), ping (ਬੋਤਲਾਂ)। ਬੋਲਚਾਲ ਵਿੱਚ yuan ਨੂੰ kuai ਕਹਿੰਦੇ ਹਨ; jiao / mao = 0.1 yuan, fen = 0.01 yuan।",,"giṇatīāṁ jōṛ kē baṇadīāṁ han: 11 = shi yi, 20 = er shi, 21 = er shi yi। fōn uttē 1 nūṁ bahutī vār yao bōladē han। giṇatī siddhī nāṁ nāl nahīṁ laggadī — vicālē ikk giṇatī vālā śabad lāzamī hai, yānī dō ṭikaṭāṁ laī liang zhang piao। ge (ām), wei (baṁdē), zhang (ṭikaṭāṁ tē capaṭīāṁ cīzāṁ), bei (galās), ping (bōtalāṁ)। bōlacāl vicc yuan nūṁ kuai kahiṁdē han; jiao / mao = 0.1 yuan, fen = 0.01 yuan।",,,2,pa-agent-v1
numbers-money.2-items,2 ਚੀਜ਼ਾਂ,,2 cīzāṁ,do cizã,,2,pa-agent-v1;ipa=espeak
