concept_id,text,text_alt,ipa,literal,confidence,provenance
numbers-money.l-ng,òdo,,o˩do,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.y,oókan,,oo˥kã,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.r,eéjì,,ee˥dʒi˩,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.li-ng,méjì (fún ohun tí à ń kà),,me˥dʒi˩ fũ˥ ohũ ti˥ a˩ n̩˥ ka˩,,2,yo-gloss-v1;ipa=yo-g2p
numbers-money.s-n,ẹẹ́ta,,ɛɛ˥ta,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.s,ẹẹ́rin,,ɛɛ˥rĩ,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.w,aárùn-ún,,aa˥rũ˩ũ˥,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.li,ẹẹ́fà,,ɛɛ˥fa˩,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.q,eéje,,ee˥dʒe,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.b,ẹẹ́jọ,,ɛɛ˥dʒɔ,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.ji,ẹẹ́sàán,,ɛɛ˥sa˩ã˥,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.sh,ẹẹ́wàá,,ɛɛ˥wa˩a˥,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.y-b-i,ọgọ́rùn-ún,,ɔɡɔ˥rũ˩ũ˥,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.y-qi-n,ẹgbẹ̀rún,,ɛɡbɛ˩rũ˥,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.y-w-n,ẹgbẹ̀rún mẹ́wàá,,ɛɡbɛ˩rũ˥ mɛ˥wa˩a˥,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.b-n,ìdajì,,i˩dadʒi˩,,2,yo-agent-v1;ipa=yo-g2p
numbers-money.yu-n,Yuan,,juã,,2,yo-gloss-v1;ipa=yo-g2p
numbers-money.ku-i,Yuan (ìsọ̀rọ̀),,juã i˩sɔ˩rɔ˩,,2,yo-gloss-v1;ipa=yo-g2p
numbers-money.number-and-classifier-notes,"Kíkọ́ nọ́mbà: 11 = shíyī; 20 = èrshí; 21 = èrshíyī. Lórí fóònù alágbèéká, a máa ń ka nọ́mbà 1 sí yāo. Láàrin nọ́mbà àti orúkọ ohun kan, ọ̀rọ̀ ìwọ̀n gbọ́dọ̀ wà -- Yorùbá kò ní irú ọ̀rọ̀ bẹ́ẹ̀: liǎng zhāng piào = tikẹ́tì méjì. gè (fún ohunkóhun ní gbogbogbò), wèi (fún ènìyàn), zhāng (fún tikẹ́tì, ohun pẹrẹsẹ), bēi (fún ago), píng (fún ìgò). Owó: a ń pe yuan ní kuài; jiǎo tàbí máo dọ́gba 0.1 yuan; fēn dọ́gba 0.01 yuan.",,,,2,yo-notes-v1
numbers-money.2-items,nǹkan méjì,,nn̩˩kã me˥dʒi˩,,2,yo-gloss-v1;ipa=yo-g2p
numbers-money.yen,Yeni,,jeni,,2,yo-gloss-v1;cldr;ipa=yo-g2p
numbers-money.yen-symbol,Yeni (àmì),,jeni a˩mi˩,,2,yo-gloss-v1;cldr;ipa=yo-g2p
numbers-money.number-and-classifier-notes-2,"Kíkọ́ nọ́mbà: 11 = juuichi; 20 = nijuu; 21 = nijuuichi. Nọ́mbà kì í dúró nìkan níwájú orúkọ -- ọ̀rọ̀ kíka a máa tẹ̀lé e, a sì ń yàn án gẹ́gẹ́ bí bí ohun náà ṣe rí: -tsu (ohun lápapọ̀), -mai (ohun pẹrẹsẹ), -hon (ohun gígùn), -nin (ènìyàn), -hai (ago). Lórí fóònù: 0 = zero tàbí maru, 4 = yon, 7 = nana, 9 = kyuu; a máa ń pe àmì tí ó wà láàrin àwọn ẹ̀yà ẹ̀rọ ìbánisọ̀rọ̀ ní no.",,,,2,yo-notes-v1
atm-cash.where-is-an-atm,Níbo ni ATM wà?,,ni˥bo ni eːtiːɛm wa˩,,2,yo-agent-v1;ipa=yo-g2p+loan
atm-cash.does-this-atm-take-foreign-cards,Ṣé ATM yìí ń gba káàdì láti ilẹ̀ òkèèrè?,,ʃe˥ eːtiːɛm ji˩i˥ n̩˥ ɡba ka˥a˩di˩ la˥ti ilɛ˩ o˩ke˩e˩re˩,,2,yo-agent-v1;ipa=yo-g2p+loan
atm-cash.the-atm-kept-my-card,ATM gbé káàdì mi mọ́,,eːtiːɛm ɡbe˥ ka˥a˩di˩ mi mɔ˥,,2,yo-agent-v1;ipa=yo-g2p+loan
atm-cash.is-there-a-fee,Ṣé owó ìsanwó kan wà?,,ʃe˥ owo˥ i˩sãwo˥ kã wa˩,,2,yo-agent-v1;ipa=yo-g2p
