concept_id,text,text_alt,romanization_iast,ipa,literal,confidence,provenance
trail-words.trail,पगडंडी,ट्रेक,pagḍaṁḍī,pˌəɡəɖˈʌɳɖi,,2,hi-agent-v1;ipa=espeak
trail-words.trailhead,ट्रेक की शुरुआत,,ṭrek kī śuruāt,ʈɾˈeːk ki ʃˌʊɾʊˈaːt,,2,hi-agent-v1;ipa=espeak
trail-words.summit,चोटी,,coṭī,cˈoːʈi,,2,hi-agent-v1;ipa=espeak
trail-words.viewpoint,व्यू पॉइंट,दृश्य स्थल,vyū poinṭ,ʋjˈuː pɔˈĩʈ,,2,hi-agent-v1;ipa=espeak
trail-words.cableway,रोपवे,केबल कार,ropve,ɾˈoːpʋˌeː,,2,hi-agent-v1;ipa=espeak
trail-words.shuttle-bus,शटल बस,,śaṭal bas,ʃˈʌʈəl bˈʌs,,2,hi-agent-v1;ipa=espeak
trail-words.park-shuttle,पार्क की बस,,pārk kī bas,pˈaːɾk ki bˈʌs,,2,hi-agent-v1;ipa=espeak
trail-words.steps,सीढ़ियाँ,,sīṛhiyāṁ,sˈiːɽʰɪjˌã,,2,hi-agent-v1;ipa=espeak
trail-words.up-uphill,चढ़ाई,,caṛhāī,cəɽʰˈaːi,,2,hi-agent-v1;ipa=espeak
trail-words.down-downhill,उतराई,ढलान,utrāī,ˌʊtɾˈaːi,,2,hi-agent-v1;ipa=espeak
trail-words.one-way,एक तरफ़ा,वन-वे,ek tarafā,ˈeːk tˈʌɾfˌaː,,2,hi-agent-v1;ipa=espeak
trail-words.round-trip,आना-जाना,वापसी सहित,ānā-jānā,ˈaːnaːɟaːnaː,,2,hi-agent-v1;ipa=espeak
weather.forecast,मौसम का हाल क्या है?,,mausam kā hāl kyā hai?,mˈɔːsəm kaː hˈaːl kːjaː hɛː,,2,hi-agent-v1;ipa=espeak
weather.will-it-rain,क्या आज बारिश होगी?,,kyā āj bāriś hogī?,kːjaː ˈaːɟ bˈaːɾɪʃ hˈoːɡi,,2,hi-agent-v1;ipa=espeak
weather.is-it-safe-today,क्या आज जाना सुरक्षित है?,,kyā āj jānā surakṣit hai?,kːjaː ˈaːɟ ɟˈaːnaː sʊɾˈʌkʃɪt hɛː,,2,hi-agent-v1;ipa=espeak
weather.how-cold-at-night,रात में कितनी ठंड होती है?,,rāt meṁ kitnī ṭhaṁḍ hotī hai?,ɾˈaːt mẽː kˈɪtnˌi ʈʰˈʌɳɖ hˈoːti hɛː,,2,hi-agent-v1;ipa=espeak
weather.rain,बारिश,,bāriś,bˈaːɾɪʃ,,2,hi-agent-v1;ipa=espeak
weather.snow,बर्फ़,,barf,bˈʌrf,,2,hi-agent-v1;ipa=espeak
weather.wind,हवा,,havā,hˈʌʋaː,,2,hi-agent-v1;ipa=espeak
weather.storm,तूफ़ान,,tūfān,tuːfˈaːn,,2,hi-agent-v1;ipa=espeak
weather.ice,जमी बर्फ़,पाला,jamī barf,ɟˈʌmi bˈʌrf,ice on the ground,2,hi-agent-v1;ipa=espeak
weather.fog,कोहरा,,kohrā,kˈoːhəɾˌaː,,2,hi-agent-v1;ipa=espeak
weather.heat,गर्मी,,garmī,ɡˈʌrmi,,2,hi-agent-v1;ipa=espeak
weather.cold,ठंड,,ṭhaṁḍ,ʈʰˈʌɳɖ,,2,hi-agent-v1;ipa=espeak
weather.humid,उमस,,umas,ˈʊməs,,2,hi-agent-v1;ipa=espeak
weather.sunrise,सूर्योदय,,sūryoday,sˈuːrjoːdɛj,,2,hi-agent-v1;ipa=espeak
weather.flood,बाढ़,,bāṛh,bˈaːɽʰ,,2,hi-agent-v1;ipa=espeak
weather.avalanche-risk,हिमस्खलन का खतरा,,himskhalan kā khatrā,hɪmˈʌskʰəlˌən kaː kʰˈʌtɾˌaː,,2,hi-agent-v1;ipa=espeak
