concept_id,text,text_alt,romanization_iast,ipa,literal,confidence,provenance
directions.where-is,{} कहाँ है?,,{} kahāṁ hai?,{} kˈʌhã hɛː,,2,hi-agent-v1;ipa=espeak
directions.how-do-i-get-to,{} कैसे जाऊँ?,,{} kaise jāūṁ?,{} kˈɛːseː ɟˈaːũ,,2,hi-agent-v1;ipa=espeak
directions.is-it-far,क्या दूर है?,,kyā dūr hai?,kːjaː dˈuːɾ hɛː,,2,hi-agent-v1;ipa=espeak
directions.how-long-on-foot,पैदल कितनी देर?,,paidal kitnī der?,pˈɛːdəl kˈɪtnˌi dˈeːɾ,,2,hi-agent-v1;ipa=espeak
directions.please-show-me-on-the-map,नक्शे पर दिखाइए,,nakśe par dikhāie,nˈʌkʃeː pˈʌɾ dɪkʰˈaːɪˌeː,,2,hi-agent-v1;ipa=espeak
directions.where-is-the-nearest,सबसे नज़दीकी {} कहाँ है?,,sabse nazdīkī {} kahāṁ hai?,sˈʌbsˌeː nˌəzdˈiːki {} kˈʌhã hɛː,,2,hi-agent-v1;ipa=espeak
directions.where-am-i,मैं कहाँ हूँ?,,maiṁ kahāṁ hūṁ?,mɛ̃ kˈʌhã hũ,,2,hi-agent-v1;ipa=espeak
directions.which-way,किधर?,,kidhar?,kˈɪdʰəɾ,,2,hi-agent-v1;ipa=espeak
directions.can-i-walk-there,क्या पैदल जाने लायक है?,,kyā paidal jāne lāyak hai?,kːjaː pˈɛːdəl ɟˈaːneː lˈaːjək hɛː,is it walkable,2,hi-agent-v1;ipa=espeak
directions.how-far-is-it,कितनी दूर है?,,kitnī dūr hai?,kˈɪtnˌi dˈuːɾ hɛː,,2,hi-agent-v1;ipa=espeak
directions.which-exit,कौन सा गेट?,कौन सा निकास?,kaun sā geṭ?,kˈɔːn sˈaː ɡˈeːʈ,,2,hi-agent-v1;ipa=espeak
directions.can-you-show-me-the-way,रास्ता दिखा दीजिए,,rāstā dikhā dījie,ɾˈaːstaː dˈɪkʰaː dˈiːɟɪˌeː,,2,hi-agent-v1;ipa=espeak
directions.north,उत्तर,,uttar,ˈʊtːəɾ,,2,hi-agent-v1;ipa=espeak
directions.south,दक्षिण,,dakṣiṇ,dˈʌkʃɪɳ,,2,hi-agent-v1;ipa=espeak
directions.east,पूर्व,,pūrv,pˈuːrʋ,,2,hi-agent-v1;ipa=espeak
directions.west,पश्चिम,,paścim,pˈʌʃcɪm,,2,hi-agent-v1;ipa=espeak
quick-directions.go-straight,सीधे चलिए,,sīdhe calie,sˈiːdʰeː cˈʌlɪˌeː,,2,hi-agent-v1;ipa=espeak
quick-directions.turn-left,बाएँ मुड़िए,,bāeṁ muṛie,bˈaːj mˈʊɽɪˌeː,,2,hi-agent-v1;ipa=espeak
quick-directions.turn-right,दाएँ मुड़िए,,dāeṁ muṛie,dˈaːj mˈʊɽɪˌeː,,2,hi-agent-v1;ipa=espeak
quick-directions.this-way,इस तरफ़,,is taraf,ˈɪs tˈʌɾəf,,2,hi-agent-v1;ipa=espeak
quick-directions.that-way,उस तरफ़,,us taraf,ˈʊs tˈʌɾəf,,2,hi-agent-v1;ipa=espeak
quick-directions.on-the-left,बाईं तरफ़,,bāīṁ taraf,baːˈiːn tˈʌɾəf,,2,hi-agent-v1;ipa=espeak
quick-directions.on-the-right,दाईं तरफ़,,dāīṁ taraf,daːˈiːn tˈʌɾəf,,2,hi-agent-v1;ipa=espeak
quick-directions.across-from-here,सड़क के उस पार,,saṛak ke us pār,sˈʌɽək keː ˈʊs pˈaːɾ,across the road,2,hi-agent-v1;ipa=espeak
quick-directions.in-front,सामने,,sāmne,sˈaːmnˌeː,,2,hi-agent-v1;ipa=espeak
quick-directions.behind,पीछे,,pīche,pˈiːcʰeː,,2,hi-agent-v1;ipa=espeak
taxi.please-take-me-here,मुझे यहाँ ले चलिए,,mujhe yahāṁ le calie,mˌʊɟʰeː jˈʌhã lˈeː cˈʌlɪˌeː,,2,hi-agent-v1;ipa=espeak
taxi.please-send-me-the-address,पता भेज दीजिए,,patā bhej dījie,pˈʌtaː bʰˈeːɟ dˈiːɟɪˌeː,,2,hi-agent-v1;ipa=espeak
taxi.we-need-the-east-gate-not-the-south-gate,"हमें पूर्वी गेट चाहिए, दक्षिणी नहीं",,"hameṁ pūrvī geṭ cāhie, dakṣiṇī nahīṁ","hˈʌmẽː pˈuːrʋi ɡˈeːʈ cˈaːhɪˌeː, dˈʌkʃɪɳˌi nˈʌhĩ",,2,hi-agent-v1;ipa=espeak
taxi.please-stop-here,यहाँ रोक दीजिए,,yahāṁ rok dījie,jˈʌhã ɾˈoːk dˈiːɟɪˌeː,,2,hi-agent-v1;ipa=espeak
taxi.can-you-wait-for-me-here,ज़रा यहाँ रुक जाइए,,zarā yahāṁ ruk jāie,zˈʌɾaː jˈʌhã ɾˈʊk ɟˈaːɪˌeː,,2,hi-agent-v1;ipa=espeak
taxi.we-need-to-catch-the-high-speed-train,हमें तेज़ ट्रेन पकड़नी है,,hameṁ tez ṭren pakaṛnī hai,hˈʌmẽː tˈeːz ʈɾˈeːn pˈʌkəɽni hɛː,,2,hi-agent-v1;ipa=espeak
taxi.please-use-the-meter,मीटर से चलिए,,mīṭar se calie,mˈiːʈəɾ seː cˈʌlɪˌeː,go by the meter,2,hi-agent-v1;ipa=espeak
taxi.i-will-get-off-here,मुझे यहाँ उतरना है,,mujhe yahāṁ utarnā hai,mˌʊɟʰeː jˈʌhã ˈʊtəɾnaː hɛː,,2,hi-agent-v1;ipa=espeak
taxi.please-get-me-there-in-time-for-the-shinkansen,शिंकानसेन के लिए समय पर पहुँचाइए,,,ʃˌĩkaːnsˈeːn keː lˈɪeː sˈʌmˌɛj pˈʌɾ pəhˈũncaːˌɪeː,,1,reader-gloss-v1;ipa=espeak
transit-rides.two-tickets,दो टिकट दीजिए,,do ṭikaṭ dījie,dˈoː ʈˈɪkəʈ dˈiːɟɪˌeː,,2,hi-agent-v1;ipa=espeak
transit-rides.where-is-the-subway-station,मेट्रो स्टेशन कहाँ है?,,meṭro sṭeśan kahāṁ hai?,mˈeːʈɾoː sʈˈeːʃən kˈʌhã hɛː,,2,hi-agent-v1;ipa=espeak
transit-rides.does-this-bus-train-go-to,क्या यह {} जाती है?,,kyā yah {} jātī hai?,kːjaː jˌəh {} ɟˈaːti hɛː,,2,hi-agent-v1;ipa=espeak
transit-rides.what-is-the-next-stop,अगला स्टॉप कौन सा है?,,aglā sṭop kaun sā hai?,ˈʌɡlˌaː sʈˈɔp kˈɔːn sˈaː hɛː,,2,hi-agent-v1;ipa=espeak
transit-rides.please-tell-me-where-to-get-off,"कहाँ उतरना है, बता दीजिए",,"kahāṁ utarnā hai, batā dījie","kˈʌhã ˈʊtəɾnaː hɛː, bˈʌtaː dˈiːɟɪˌeː",,2,hi-agent-v1;ipa=espeak
transit-rides.is-this-direct,क्या सीधी जाती है?,,kyā sīdhī jātī hai?,kːjaː sˈiːdʰi ɟˈaːti hɛː,,2,hi-agent-v1;ipa=espeak
transit-rides.do-i-need-to-transfer,क्या गाड़ी बदलनी पड़ेगी?,,kyā gāṛī badalnī paṛegī?,kːjaː ɡˈaːɽi bˈʌdəlni pəɽˈeːɡi,,2,hi-agent-v1;ipa=espeak
transit-rides.is-it-delayed,क्या देर से है?,,kyā der se hai?,kːjaː dˈeːɾ seː hɛː,,2,hi-agent-v1;ipa=espeak
transit-rides.i-am-in-a-hurry,मुझे जल्दी है,,mujhe jaldī hai,mˌʊɟʰeː ɟˈʌldi hɛː,,2,hi-agent-v1;ipa=espeak
transit-rides.which-platform,कौन सा प्लेटफ़ॉर्म?,,kaun sā pleṭform?,kˈɔːn sˈaː plˈeːʈfˌɔrm,,2,hi-agent-v1;ipa=espeak
transit-rides.what-time-is-the-next-one,अगली कितने बजे है?,,aglī kitne baje hai?,ˈʌɡlˌi kˈɪtnˌeː bˈʌɟeː hɛː,,2,hi-agent-v1;ipa=espeak
transit-rides.i-went-past-my-stop,मेरा स्टॉप निकल गया,,merā sṭop nikal gayā,mˌeːɾaː sʈˈɔp nˈɪkəl ɡˈʌjaː,,2,hi-agent-v1;ipa=espeak
transit-rides.can-i-use-this-ticket,क्या यह टिकट चलेगा?,,kyā yah ṭikaṭ calegā?,kːjaː jˌəh ʈˈɪkəʈ cəlˈeːɡaː,,2,hi-agent-v1;ipa=espeak
place-words.visitor-center,पर्यटक सूचना केंद्र,,paryaṭak sūcnā keṁdra,pˈʌrjəʈˌək sˈuːcnˌaː kˈẽːdɾə,,2,hi-agent-v1;ipa=espeak
place-words.railway-station,रेलवे स्टेशन,,relve sṭeśan,ɾˈeːlʋˌeː sʈˈeːʃən,,2,hi-agent-v1;ipa=espeak
place-words.airport,हवाई अड्डा,एयरपोर्ट,havāī aḍḍā,həʋˈaːi ˈʌɖɖaː,,2,hi-agent-v1;ipa=espeak
place-words.service-desk,पूछताछ,सूचना केंद्र,pūchtāch,pˌuːcʰtˈaːcʰ,enquiry counter,2,hi-agent-v1;ipa=espeak
place-words.bus-stop,बस स्टॉप,बस अड्डा,bas sṭop,bˈʌs sʈˈɔp,,2,hi-agent-v1;ipa=espeak
