concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
pronouns-verbs.i-me,ես / ինձ,,yes / indz,jˈes / ˈindz,"ես is the subject, ինձ the object form",2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.we-us,մենք / մեզ,,menk’ / mez,mˈenkʰ / mˈez,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.you,դու / քեզ,,du / k’ez,dˈu / kʰˈez,"to one person, informal",2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.you-polite,Դուք / Ձեզ,,Duk’ / Dzez,dˈukʰ / dzˈez,"the polite grade, and also the plural",2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.he-him,նա / նրան,,na / nran,nˈa / nəɾˈan,"Armenian has no gender: նա is he, she and it",2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.she-her,նա / նրան,,na / nran,nˈa / nəɾˈan,"Armenian has no gender: նա is he, she and it",2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.they-them,նրանք / նրանց,,nrank’ / nrants’,nəɾˈankʰ / nəɾˈantsʰ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.my-mine,իմ / իմը,,im / imy,ˈim / ˈimə,"իմ before a noun, իմը standing alone",2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.your-yours,Ձեր / Ձերը,քո / քոնը,Dzer / Dzery,dzˈer / dzˈeɾə,polite; քո to one person,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.be-called-call,կոչվել / անվանել,,koch’vel / anvanel,kotʃʰvˈel / ˌanvanˈel,to be called / to call something by a name,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
pronouns-verbs.have,ունենալ,ունեմ,unenal,ˌunenˈal,the infinitive; ունեմ is I have,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.do-not-have,չունեմ,,ch’unem,tʃʰunˈem,I do not have,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.go,գնալ,,gnal,ɡənˈal,the infinitive,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.come,գալ,,gal,ɡˈal,the infinitive,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.would-like,կցանկանայի,,kts’ankanayi,kətsʰˌankanajˈi,"I would like — the conditional, which is the polite one",2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.want,ուզենալ,ուզում եմ,uzenal,ˌuzenˈal,the infinitive; ուզում եմ is I want,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.look-for,փնտրել,,p’ntrel,pʰəntɾˈel,the infinitive,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.buy,գնել,,gnel,ɡənˈel,the infinitive,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
pronouns-verbs.like,հավանել,ինձ դուր է գալիս,havanel,hˌavanˈel,to like; ինձ դուր է գալիս is I like it,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
pronouns-verbs.need,ինձ պետք է,,indz petk’ e,ˈindz pˈetkʰ ˈe,I need — literally to me it is necessary,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Aghayan, E. B., Ardi hayereni batsatrakan bararan (Explanatory Dictionary of Modern Armenian, Hayastan, Yerevan, 1976);ipa=espeak"
pronouns-verbs.there-is-have,կա,,ka,kˈa,there is,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
