concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
emergency-medical.help,Օգնությու՜ն։,,Ognut’yun!,ˌoɡnutʰjˈun,"the `՜` sits over the stressed vowel inside the word, which is where Armenian puts it",2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Aghayan, E. B., Ardi hayereni batsatrakan bararan (Explanatory Dictionary of Modern Armenian, Hayastan, Yerevan, 1976);ipa=espeak"
emergency-medical.please-call-an-ambulance,"Խնդրում եմ, շտապօգնություն կանչե՛ք։",,"Khndrum yem, shtapognut’yun kanch’ek’.","xndɾˈum jˈem, əʃtˌapoɡnutʰjˈun kantʃʰˈekʰ",,2,"Ministry of Health of the Republic of Armenia (moh.am) public health and patient guidance; Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
emergency-medical.i-need-a-doctor,Ինձ բժիշկ է պետք։,,Indz bzhishk e petk’.,ˈindz bəʒˈiʃk e pˈetkʰ,,2,"Ministry of Health of the Republic of Armenia (moh.am) public health and patient guidance; Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
emergency-medical.i-am-sick,Ես հիվանդ եմ։,,Yes hivand yem.,jes hivˈand jˈem,,2,"Ministry of Health of the Republic of Armenia (moh.am) public health and patient guidance; Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
emergency-medical.i-am-injured,Ես վնասվել եմ։,,Yes vnasvel yem.,jes vənasvˈel jˈem,,2,"Ministry of Health of the Republic of Armenia (moh.am) public health and patient guidance; Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
emergency-medical.it-hurts-here,Այստեղ ցավում է։,,Aystegh ts’avum e.,ajstˈeʁ tsʰavˈum ˈe,,2,"Ministry of Health of the Republic of Armenia (moh.am) public health and patient guidance; Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
emergency-medical.where-is-a-pharmacy,Որտե՞ղ է դեղատունը։,,Vortegh e deghatuny?,vortˈeʁ e dˌeʁatˈunə,,2,"Ministry of Health of the Republic of Armenia (moh.am) public health and patient guidance; Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
emergency-medical.please-take-me-to-a-hospital,"Խնդրում եմ, տարե՛ք ինձ հիվանդանոց։",,"Khndrum yem, tarek’ indz hivandanots’.","xndɾˈum jˈem, taɾˈekʰ ˈindz hˌivandanˈotsʰ",,2,"Ministry of Health of the Republic of Armenia (moh.am) public health and patient guidance; Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
emergency-medical.i-feel-unwell,Ես ինձ վատ եմ զգում։,,Yes indz vat yem zgum.,jes ˈindz vˈat jˈem əzɡˈum,,2,"Ministry of Health of the Republic of Armenia (moh.am) public health and patient guidance; Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
emergency-medical.this-is-an-emergency,Սա շտապ դեպք է։,,Sa shtap depk’ e.,sˈa əʃtˈap dˈepkʰ ˈe,,2,"Ministry of Health of the Republic of Armenia (moh.am) public health and patient guidance; Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
