concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
time-scheduling.what-time-is-it,Ժամը քանի՞սն է։,,Zhamy k’anisn e?,ʒˈamə kʰanˈisən ˈe,the hour is how-many-th?,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Aghayan, E. B., Ardi hayereni batsatrakan bararan (Explanatory Dictionary of Modern Armenian, Hayastan, Yerevan, 1976);ipa=espeak"
time-scheduling.how-many-minutes,Քանի՞ րոպե։,,K’ani rope?,kʰanˈi ɾopˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-scheduling.what-time-should-we-meet,Ժամը քանիսի՞ն հանդիպենք։,,Zhamy k’anisin handipenk’?,ʒˈamə kʰˌanisˈin hˌandipˈenkʰ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-scheduling.can-we-change-the-time,Կարո՞ղ ենք ժամը փոխել։,,Karogh yenk’ zhamy p’okhel?,kaɾˌoʁ jenkʰ ʒˈamə pʰoxˈel,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-scheduling.when-is-convenient,Ե՞րբ է Ձեզ հարմար։,,Yerb e Dzez harmar?,jˈerb e dzˈez harmˈar,when is it convenient for you?,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-scheduling.what-is-today-s-date,Այսօր ամսի քանի՞սն է։,,Aysor amsi k’anisn e?,ajsˈoɾ amsˈi kʰanˈisən ˈe,today is how-many-th of the month?,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Aghayan, E. B., Ardi hayereni batsatrakan bararan (Explanatory Dictionary of Modern Armenian, Hayastan, Yerevan, 1976);ipa=espeak"
time-scheduling.what-day-is-it-today,Այսօր ի՞նչ օր է։,,Aysor inch’ or e?,ajsˈoɾ ˈintʃʰ ˈoɾ ˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-scheduling.what-time-does-it-open,Ժամը քանիսի՞ն է բացվում։,,Zhamy k’anisin e bats’vum?,ʒˈamə kʰˌanisˈin e batsʰvˈum,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-scheduling.what-time-does-it-close,Ժամը քանիսի՞ն է փակվում։,,Zhamy k’anisin e p’akvum?,ʒˈamə kʰˌanisˈin e pʰakvˈum,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-scheduling.how-long-does-it-take,Որքա՞ն ժամանակ է պետք։,,Vork’an zhamanak e petk’?,vorkʰˈan ʒˌamanˈak e pˈetkʰ,how much time is needed?,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-words.today,այսօր,,aysor,ajsˈor,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-words.tomorrow,վաղը,,vaghy,vˈaʁə,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-words.yesterday,երեկ,,yerek,jeɾˈek,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-words.this-week,այս շաբաթ,,ays shabat’,ajs ʃabˈatʰ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-words.next-week,հաջորդ շաբաթ,,hajord shabat’,hadʒˈord ʃabˈatʰ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-words.morning,առավոտ,,arravot,ˌaravˈot,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-words.afternoon,կեսօրից հետո,,kesorits’ heto,kˌesoɾˈitsʰ hetˈo,after midday,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-words.evening,երեկո,,yereko,jˌeɾekˈo,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-words.spring,գարուն,,garun,ɡaɾˈun,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
time-words.summer,ամառ,,amarr,amˈar,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
