concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
building-help.what-room-number-is-this,Սենյակի համարը ո՞րն է։,,Senyaki hamary vorn e?,sˌenjakˈi hamˈaɾə vˈoɾən ˈe,which is the room number?,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
building-help.i-am-lost,Ես կորել եմ։,,Yes korel yem.,jes koɾˈel jˈem,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
building-help.where-is-reception,Որտե՞ղ է ընդունարանը։,,Vortegh e yndunarany?,vortˈeʁ e əndˌunaɾˈanə,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
building-help.where-is-a-power-outlet,Որտե՞ղ է վարդակը։,,Vortegh e vardaky?,vortˈeʁ e vardˈakə,վարդակ is the wall socket,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
accessibility.step-free,Առանց աստիճանների մուտք կա՞։,,Arrants’ astichanneri mutk’ ka?,arˈantsʰ ˌastitʃˌanneɾˈi mˈutkʰ kˈa,is there an entrance without steps?,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
accessibility.wheelchair-access,Անվասայլակով հասանելի՞ է։,,Anvasaylakov hasaneli e?,ˌanvasˌajlakˈov hˌasanelˈi ˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
accessibility.elevator,Վերելակ կա՞։,,Verelak ka?,vˌeɾelˈak kˈa,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
accessibility.ramp,Թեքահարթակ կա՞։,,T’ek’ahart’ak ka?,tʰˌekʰahartʰˈak kˈa,թեքահարթակ is the ramp,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
accessibility.how-many-steps,Քանի՞ աստիճան կա։,,K’ani astichan ka?,kʰanˈi ˌastitʃˈan kˈa,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
accessibility.cannot-climb-stairs,Ես չեմ կարող աստիճաններով բարձրանալ։,,Yes ch’em karogh astichannerov bardzranal.,jes tʃʰˈem kaɾˌoʁ ˌastitʃˌanneɾˈov bˌardzɾanˈal,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
accessibility.need-to-sit-down,Ինձ պետք է նստել։,,Indz petk’ e nstel.,ˈindz pˈetkʰ e nəstˈel,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
accessibility.accessible-restroom,Հարմարեցված զուգարան կա՞։,,Harmarets’vats zugaran ka?,hˌarmaɾetsʰvˈats zˌuɡaɾˈan kˈa,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
accessibility.station-assistance,Կայարանում օգնություն կա՞։,,Kayaranum ognut’yun ka?,kˌajaɾanˈum ˌoɡnutʰjˈun kˈa,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
accessibility.help-me-carry,"Խնդրում եմ, օգնե՛ք սա տանել։",,"Khndrum yem, ognek’ sa tanel.","xndɾˈum jˈem, oɡnˈekʰ sˈa tanˈel",,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
accessibility.board-first,Կարելի՞ է առաջինը նստել։,,Kareli e arrajiny nstel?,kˌaɾelˈi e ˌaradʒˈinə nəstˈel,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
