concept_id,text,text_alt,ipa,literal,confidence,provenance
emergency-medical.help,Pomoc!,,pˈomots,,2,cs-agent-v1;ipa=espeak
emergency-medical.please-call-an-ambulance,Zavolejte prosím sanitku,,zˈavolˌeɪte prˈosiːm sˈanitku,,2,cs-agent-v1;ipa=espeak
emergency-medical.i-need-a-doctor,Potřebuji doktora,,pˈotr̝ebˌuji dˈoktora,,2,cs-agent-v1;ipa=espeak
emergency-medical.i-am-sick,Jsem nemocný / nemocná,,jsem nˈemotsniː / nˈemotsnaː,nemocný (male speaker) / nemocná (female speaker),2,cs-agent-v1;ipa=espeak
emergency-medical.i-am-injured,Jsem zraněný / zraněná,,jsem zrˈaɲeniː / zrˈaɲenaː,zraněný (male speaker) / zraněná (female speaker),2,cs-agent-v1;ipa=espeak
emergency-medical.it-hurts-here,Tady to bolí,,tˈadi tˈo bˈoliː,,2,cs-agent-v1;ipa=espeak
emergency-medical.where-is-a-pharmacy,Kde je lékárna?,,ɡdˈe je lˈeːkaːrna,,2,cs-agent-v1;ipa=espeak
emergency-medical.please-take-me-to-a-hospital,Odvezte mě prosím do nemocnice,,ˈodveste mɲˈe prˈosiːm do nˈemotsɲˌitse,,2,cs-agent-v1;ipa=espeak
emergency-medical.i-feel-unwell,Necítím se dobře,,nˈetsiːciːm se dˈobr̝e,,2,cs-agent-v1;ipa=espeak
emergency-medical.this-is-an-emergency,Toto je nouzová situace,,tˈoto je nˈoʊzovaː sˈituˌatse,,2,cs-agent-v1;ipa=espeak
emergency-medical.i-am-having-a-severe-allergic-reaction,Mám anafylaktický šok,Mám těžkou alergickou reakci,maːm ˈanafˌilaktˌitskiː ʃˈok,"leads with the clinical term (anaphylactic shock) a dispatcher is trained to prioritise, per the concept's own note",2,cs-agent-v1;ipa=espeak
emergency-medical.i-cannot-breathe,Nemohu dýchat,,nˈemohu dˈiːxat,,2,cs-agent-v1;ipa=espeak
emergency-medical.i-am-bleeding-badly,Silně krvácím,,sˈilɲe kˈr̩vaːtsiːm,,2,cs-agent-v1;ipa=espeak
emergency-medical.i-have-chest-pain,Bolí mě na hrudi,,bˈoliː mɲˈe nˈahruɟi,,2,cs-agent-v1;ipa=espeak
emergency-medical.this-person-is-unconscious,Tento člověk je v bezvědomí,,tˈento tʃlˈovjek je v bˈezvjedˌomiː,,2,cs-agent-v1;ipa=espeak
emergency-medical.where-is-the-nearest-hospital,Kde je nejbližší nemocnice?,,ɡdˈe je nˈeɪbliʃʃiː nˈemotsɲˌitse,,2,cs-agent-v1;ipa=espeak
emergency-medical.what-is-the-emergency-number,Jaké je číslo na tísňovou linku?,,jˈakeː je tʃˈiːslo nˈaciːsɲˌovoʊ lˈiŋku,,2,cs-agent-v1;ipa=espeak
emergency-medical.is-there-a-doctor-who-speaks-english,"Je tu doktor, který mluví {source}?",,"je tˈu dˈoktor, ktˈeriː mlˈuviː {source}",,2,cs-agent-v1;ipa=espeak
emergency-medical.i-think-a-bone-is-broken,"Myslím, že mám zlomenou kost",,"mˈisliːm, ʒe maːm zlˈomenoʊ kˈost",,2,cs-agent-v1;ipa=espeak
emergency-medical.please-call-my-emergency-contact,Zavolejte prosím mému nouzovému kontaktu,,zˈavolˌeɪte prˈosiːm mˈeːmu nˈoʊzovˌeːmu kˈontaktu,,2,cs-agent-v1;ipa=espeak
emergency-medical.i-have-travel-insurance,Mám cestovní pojištění,,maːm tsˈestovɲiː pˈojiʃcˌeɲiː,,2,cs-agent-v1;ipa=espeak
medical-conditions.i-am-diabetic,Jsem diabetik / diabetička,,jsem dˈijabˌetik / dˈijabˌecitʃka,diabetik (male speaker) / diabetička (female speaker),2,cs-agent-v1;ipa=espeak
medical-conditions.i-need-insulin,Potřebuji inzulín,,pˈotr̝ebˌuji ˈinzuliːn,,2,cs-agent-v1;ipa=espeak
medical-conditions.i-have-asthma,Mám astma,,maːm ˈastma,,2,cs-agent-v1;ipa=espeak
medical-conditions.i-have-a-heart-condition,Mám srdeční onemocnění,,maːm sˈr̩detʃɲiː ˈonemˌotsɲeɲiː,,2,cs-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-penicillin,Jsem alergický / alergická na penicilin,,jsem ˈalerɡˌitskiː / ˈalerɡˌitskaː na pˈeɲitsˌilin,alergický (male speaker) / alergická (female speaker),2,cs-agent-v1;ipa=espeak
medical-conditions.i-have-epilepsy,Mám epilepsii,,maːm ˈepilˌepsiji,,2,cs-agent-v1;ipa=espeak
medical-conditions.my-blood-sugar-is-low,Mám nízkou hladinu cukru v krvi,,maːm ɲˈiːskoʊ hlˈaɟinu tsˈukru v kˈr̩vi,,2,cs-agent-v1;ipa=espeak
medical-conditions.i-need-my-inhaler,Potřebuji svůj inhalátor,,pˈotr̝ebˌuji svˈuːj ˈinhalˌaːtor,,2,cs-agent-v1;ipa=espeak
medical-conditions.i-am-pregnant,Jsem těhotná,,jsem cˈehotnaː,,2,cs-agent-v1;ipa=espeak
medical-conditions.i-carry-an-adrenaline-injector,Mám u sebe adrenalinový autoinjektor,,maːm ˈu sˈebe ˈadrenˌalinˌoviː ˈaʊtoˌinjektor,,2,cs-agent-v1;ipa=espeak
medical-conditions.i-take-medicine-for,Beru léky na {},,bˈeru lˈeːki na {},,2,cs-agent-v1;ipa=espeak
medical-conditions.i-take-blood-thinners,Beru léky na ředění krve,,bˈeru lˈeːki nˈar̝eɟˌeɲiː kˈr̩ve,,2,cs-agent-v1;ipa=espeak
medical-conditions.medicine-allergy,Alergie na lék: {},,ˈalerɡˌije nˈaleːk {},,2,cs-agent-v1;ipa=espeak
medical-conditions.this-card-lists-my-conditions,Tato karta uvádí moje zdravotní potíže,,tˈato kˈarta ˈuvaːɟiː mˈoje zdrˈavotɲiː pˈociːʒe,,2,cs-agent-v1;ipa=espeak
medical-conditions.this-is-my-medicine,Toto jsou moje léky,,tˈoto jsoʊ mˈoje lˈeːki,,2,cs-agent-v1;ipa=espeak
medical-conditions.please-give-me-sugar-or-juice,Dejte mi prosím cukr nebo šťávu,,dˈeɪte mi prˈosiːm tsˈukr̩ nˌebo ʃcˈaːvu,,2,cs-agent-v1;ipa=espeak
medical-conditions.inject-it-into-my-outer-thigh,Píchněte mi to do vnější strany stehna,,pˈiːxɲete mi tˈo dˈovɲejʃiː strˈani stˈehna,,2,cs-agent-v1;ipa=espeak
medical-conditions.my-blood-type-is,Moje krevní skupina je {},,mˈoje krˈevɲiː skˈupina je {},,2,cs-agent-v1;ipa=espeak
medical-conditions.do-not-give-me,Nedávejte mi {},,nˈedaːvˌeɪte mi {},,2,cs-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,Jsem alergický / alergická na aspirin a ibuprofen,,jsem ˈalerɡˌitskiː / ˈalerɡˌitskaː nˈaaspˌirin a ˈibuprˌofen,alergický (male speaker) / alergická (female speaker),2,cs-agent-v1;ipa=espeak
medical-conditions.my-injector-is-in-my-bag,Můj autoinjektor je v tašce,,mˈuːj ˈaʊtoˌinjektor je v tˈaʃtse,,2,cs-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-sulfa-drugs,Jsem alergický / alergická na sulfonamidy,,jsem ˈalerɡˌitskiː / ˈalerɡˌitskaː na sˈulfonˌamidi,alergický (male speaker) / alergická (female speaker),2,cs-agent-v1;ipa=espeak
pharmacy-symptoms.which-pharmacy-is-open-now,Která lékárna má teď otevřeno?,,ktˈeraː lˈeːkaːrna maː tˈeɟ ˈotevr̝ˌeno,,2,cs-agent-v1;ipa=espeak
pharmacy-symptoms.i-need-medicine-for,Potřebuji lék na {},,pˈotr̝ebˌuji lˈeːk na {},,2,cs-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-fever,Mám horečku,,maːm hˈoretʃku,,2,cs-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-diarrhea,Mám průjem,,maːm prˈuːjem,,2,cs-agent-v1;ipa=espeak
