concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
numbers-money.l-ng,సున్నా,,sunnā,sunnaː,,2,te-agent-v1;ipa=espeak
numbers-money.y,ఒకటి,,okaṭi,okaʈi,,2,te-agent-v1;ipa=espeak
numbers-money.r,రెండు,,reṁḍu,reɳɖu,,2,te-agent-v1;ipa=espeak
numbers-money.li-ng,రెండు + లెక్క పదం,,reṁḍu + lekka padaṁ,reɳɖu lekka padam,2 + classifier,2,te-agent-v1;ipa=espeak
numbers-money.s-n,మూడు,,mūḍu,muːɖu,,2,te-agent-v1;ipa=espeak
numbers-money.s,నాలుగు,,nālugu,naːluɡu,,2,te-agent-v1;ipa=espeak
numbers-money.w,ఐదు,,aidu,aɪdu,,2,te-agent-v1;ipa=espeak
numbers-money.li,ఆరు,,āru,aːru,,2,te-agent-v1;ipa=espeak
numbers-money.q,ఏడు,,ēḍu,eːɖu,,2,te-agent-v1;ipa=espeak
numbers-money.b,ఎనిమిది,,enimidi,enimidi,,2,te-agent-v1;ipa=espeak
numbers-money.ji,తొమ్మిది,,tommidi,tommidi,,2,te-agent-v1;ipa=espeak
numbers-money.sh,పది,,padi,padi,,2,te-agent-v1;ipa=espeak
numbers-money.y-b-i,వంద,,vaṁda,ʋanda,,2,te-agent-v1;ipa=espeak
numbers-money.y-qi-n,వేయి,,vēyi,ʋeːji,,2,te-agent-v1;ipa=espeak
numbers-money.y-w-n,పది వేలు,,padi vēlu,padi ʋeːlu,,2,te-agent-v1;ipa=espeak
numbers-money.b-n,సగం,1/2,sagaṁ,saɡam,half,2,te-agent-v1;ipa=espeak
numbers-money.yu-n,యువాన్,,yuvān,juʋaːn,,2,te-currency-v1;cldr;ipa=espeak
numbers-money.ku-i,యువాన్ (మాట్లాడేటప్పుడు),,yuvān (māṭlāḍēṭappuḍu),juʋaːn maːʈlaːɖeːʈappuɖu,spoken,2,te-currency-v1;cldr;ipa=espeak
numbers-money.number-and-classifier-notes,"అంకెలను కలిపి చెప్పండి: 11 = shi yi, 20 = er shi, 21 = er shi yi. ఫోన్ నంబరులో 1 ను చాలా వరకు yao అంటారు. అంకెకూ వస్తువుకూ మధ్య ఒక లెక్క పదం తప్పనిసరి: ge (సాధారణం), wei (మనుషులు), zhang (టికెట్లు, బల్లపరుపు వస్తువులు), bei (గ్లాసులు), ping (సీసాలు). లెక్క పదం ముందు రెండు అంటే liang, er కాదు: liang zhang piao. jiao లేదా mao = 0.1 యువాన్; fen = 0.01 యువాన్.",,"aṁkelanu kalipi ceppaṁḍi: 11 = shi yi, 20 = er shi, 21 = er shi yi. phōn naṁbarulō 1 nu cālā varaku yao aṁṭāru. aṁkekū vastuvukū madhya oka lekka padaṁ tappanisari: ge (sādhāraṇaṁ), wei (manuṣulu), zhang (ṭikeṭlu, ballaparupu vastuvulu), bei (glāsulu), ping (sīsālu). lekka padaṁ muṁdu reṁḍu aṁṭē liang, er kādu: liang zhang piao. jiao lēdā mao = 0.1 yuvān; fen = 0.01 yuvān.",,,2,te-notes-v1
numbers-money.2-items,రెండు వస్తువులు,,reṁḍu vastuvulu,reɳɖu ʋastuʋulu,,2,te-agent-v1;ipa=espeak
numbers-money.yen,యెన్,,yen,jen,,2,te-currency-v1;cldr;ipa=espeak
numbers-money.yen-symbol,యెన్ గుర్తు,,yen gurtu,jen ɡurtu,,2,te-currency-v1;cldr;ipa=espeak
numbers-money.number-and-classifier-notes-2,"అంకెలను కలిపి చెప్పండి: 11 = juuichi, 20 = nijuu, 21 = nijuuichi. అంకె తరవాత ఒక ప్రత్యయం వస్తుంది, అది వస్తువు ఆకారాన్ని బట్టి మారుతుంది: -tsu (సాధారణం), -mai (బల్లపరుపు), -hon (పొడవు), -nin (మనుషులు), -hai (గ్లాసులు). ఫోన్ నంబరులో: 0 = zero లేదా maru, 4 = yon, 7 = nana, 9 = kyuu; మధ్యలో వచ్చే గీతను no అని చదువుతారు.",,"aṁkelanu kalipi ceppaṁḍi: 11 = juuichi, 20 = nijuu, 21 = nijuuichi. aṁke taravāta oka pratyayaṁ vastuṁdi, adi vastuvu ākārānni baṭṭi mārutuṁdi: -tsu (sādhāraṇaṁ), -mai (ballaparupu), -hon (poḍavu), -nin (manuṣulu), -hai (glāsulu). phōn naṁbarulō: 0 = zero lēdā maru, 4 = yon, 7 = nana, 9 = kyuu; madhyalō vaccē gītanu no ani caduvutāru.",,,2,te-notes-v1
atm-cash.where-is-an-atm,ఏటీఎం ఎక్కడ ఉంది?,,ēṭīeṁ ekkaḍa uṁdi?,eːʈiːem ekkaɖa undi,,2,te-agent-v1;ipa=espeak
atm-cash.does-this-atm-take-foreign-cards,ఇందులో విదేశీ కార్డులు పని చేస్తాయా?,,iṁdulō vidēśī kārḍulu pani cēstāyā?,induloː ʋideːʃiː kaːrɖulu pani tʃeːstaːjaː,,2,te-agent-v1;ipa=espeak
atm-cash.the-atm-kept-my-card,ఏటీఎం నా కార్డు లోపల ఉంచుకుంది,,ēṭīeṁ nā kārḍu lōpala uṁcukuṁdi,eːʈiːem naː kaːrɖu loːpala uɲtʃukundi,,2,te-agent-v1;ipa=espeak
atm-cash.is-there-a-fee,ఛార్జీ ఉందా?,,chārjī uṁdā?,tʃʰaːrdʒiː undaː,,2,te-agent-v1;ipa=espeak
atm-cash.the-card-was-declined,కార్డు పని చేయలేదు,,kārḍu pani cēyalēdu,kaːrɖu pani tʃeːjaleːdu,,2,te-agent-v1;ipa=espeak
atm-cash.what-is-the-exchange-rate,మార్పిడి రేటు ఎంత?,,mārpiḍi rēṭu eṁta?,maːrpiɖi reːʈu enta,,2,te-agent-v1;ipa=espeak
atm-cash.no-money-came-out,డబ్బు రాలేదు,,ḍabbu rālēdu,ɖabbu raːleːdu,,2,te-agent-v1;ipa=espeak
atm-cash.where-can-i-change-money,డబ్బు ఎక్కడ మార్చుకోవచ్చు?,,ḍabbu ekkaḍa mārcukōvaccu?,ɖabbu ekkaɖa maːrtʃukoːʋatʃtʃu,,2,te-agent-v1;ipa=espeak
atm-cash.the-machine-is-out-of-service,యంత్రం పని చేయడం లేదు,,yaṁtraṁ pani cēyaḍaṁ lēdu,jantram pani tʃeːjaɖam leːdu,,2,te-agent-v1;ipa=espeak
atm-cash.please-give-me-smaller-notes,చిన్న నోట్లు ఇవ్వండి,,cinna nōṭlu ivvaṁḍi,tʃinna noːʈlu iʋʋaɳɖi,,2,te-agent-v1;ipa=espeak
atm-cash.do-you-have-change,చిల్లర ఉందా?,,cillara uṁdā?,tʃillara undaː,,2,te-agent-v1;ipa=espeak
atm-cash.may-i-pay-in,{} లో కట్టవచ్చా?,,{} lō kaṭṭavaccā?,{} loː kaʈʈaʋatʃtʃaː,,2,te-agent-v1;ipa=espeak
atm-cash.please-charge-in-local-currency,స్థానిక కరెన్సీలో కట్టించండి,,sthānika karensīlō kaṭṭiṁcaṁḍi,stʰaːnika karensiːloː kaʈʈiɲtʃaɳɖi,,2,te-agent-v1;ipa=espeak
atm-cash.where-can-i-get-coins,నాణేలు ఎక్కడ దొరుకుతాయి?,,nāṇēlu ekkaḍa dorukutāyi?,naːɳeːlu ekkaɖa dorukutaːji,,2,te-agent-v1;ipa=espeak
atm-cash.is-there-a-minimum-for-cards,కార్డుకు కనీస మొత్తం ఉందా?,,kārḍuku kanīsa mottaṁ uṁdā?,kaːrɖuku kaniːsa mottam undaː,,2,te-agent-v1;ipa=espeak
atm-cash.atm,ఏటీఎం,,ēṭīeṁ,eːʈiːem,,2,te-agent-v1;ipa=espeak
atm-cash.banknote,నోటు,,nōṭu,noːʈu,,2,te-agent-v1;ipa=espeak
