concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
social-basics.hello,నమస్కారం,,namaskāraṁ,namaskaːram,,2,te-agent-v1;ipa=espeak
social-basics.hello-polite,నమస్కారమండీ,,namaskāramaṁḍī,namaskaːramaɳɖiː,the -aṇḍī suffix is the polite address particle,2,te-agent-v1;ipa=espeak
social-basics.good-morning,శుభోదయం,నమస్కారం,śubhōdayaṁ,ʃubʰoːdajam,auspicious dawn; a written and broadcast greeting -- namaskāraṁ serves at any hour,2,te-agent-v1;ipa=espeak
social-basics.good-evening,శుభ సాయంత్రం,నమస్కారం,śubha sāyaṁtraṁ,ʃubʰa saːjantram,formal; namaskāraṁ is what is said,2,te-agent-v1;ipa=espeak
social-basics.goodbye,వెళ్ళి వస్తాను,సెలవు,veḷḷi vastānu,ʋeɭɭi ʋastaːnu,I will go and come back -- said by the one leaving; a bare 'I go' is inauspicious,2,te-agent-v1;ipa=espeak
social-basics.thank-you,ధన్యవాదాలు,కృతజ్ఞతలు,dhanyavādālu,dʰanjaʋaːdaːlu,,2,te-agent-v1;ipa=espeak
social-basics.you-are-welcome,పరవాలేదు,,paravālēdu,paraʋaːleːdu,it is nothing; Telugu has no set reply to thanks,2,te-agent-v1;ipa=espeak
social-basics.excuse-me-sorry,ఏమండీ,క్షమించండి,ēmaṁḍī,eːmaɳɖiː,ēmaṇḍī gets attention; kṣamiṁcaṇḍi apologises,2,te-agent-v1;ipa=espeak
social-basics.sorry,క్షమించండి,సారీ,kṣamiṁcaṁḍi,kʂamiɲtʃaɳɖi,forgive me,2,te-agent-v1;ipa=espeak
social-basics.no-problem,సమస్య లేదు,పరవాలేదు,samasya lēdu,samasja leːdu,,2,te-agent-v1;ipa=espeak
social-basics.i-do-not-know,నాకు తెలియదు,,nāku teliyadu,naːku telijadu,,2,te-agent-v1;ipa=espeak
social-basics.good-night,శుభ రాత్రి,,śubha rātri,ʃubʰa raːtri,,2,te-agent-v1;ipa=espeak
social-basics.okay-fine-i-am-okay,సరే / నేను బాగున్నాను,,sarē / nēnu bāgunnānu,sareː / neːnu baːɡunnaːnu,sarē = all right; bāgunnānu = I am well,2,te-agent-v1;ipa=espeak
communication.i-do-not-speak-this-language,నాకు {target} రాదు,,nāku {target} rādu,naːku {target} raːdu,{target} does not come to me -- the Telugu idiom for not knowing a language,2,te-agent-v1;ipa=espeak
communication.i-speak-only-a-little-of-this,నాకు {target} కొంచెం మాత్రమే వస్తుంది,,nāku {target} koṁceṁ mātramē vastuṁdi,naːku {target} koɲtʃem maːtrameː ʋastundi,,2,te-agent-v1;ipa=espeak
communication.do-you-speak-english,మీకు {source} వచ్చా?,,mīku {source} vaccā?,miːku {source} ʋatʃtʃaː,,2,te-agent-v1;ipa=espeak
communication.please-speak-more-slowly,కొంచెం నెమ్మదిగా మాట్లాడండి,,koṁceṁ nemmadigā māṭlāḍaṁḍi,koɲtʃem nemmadiɡaː maːʈlaːɖaɳɖi,,2,te-agent-v1;ipa=espeak
communication.i-do-not-understand-spoken,అర్థం కాలేదు,,arthaṁ kālēdu,artʰam kaːleːdu,,2,te-agent-v1;ipa=espeak
communication.i-cannot-read-understand,"నేను చదవలేను, అర్థం కాదు",,"nēnu cadavalēnu, arthaṁ kādu","neːnu tʃadaʋaleːnu, artʰam kaːdu",I cannot read; I do not understand,2,te-agent-v1;ipa=espeak
communication.please-say-it-again,మళ్ళీ చెప్పండి,,maḷḷī ceppaṁḍi,maɭɭiː tʃeppaɳɖi,,2,te-agent-v1;ipa=espeak
communication.please-write-it-down,రాసి ఇవ్వండి,,rāsi ivvaṁḍi,raːsi iʋʋaɳɖi,write it and give it,2,te-agent-v1;ipa=espeak
communication.please-wait-a-moment,ఒక నిమిషం ఆగండి,,oka nimiṣaṁ āgaṁḍi,oka nimiʂam aːɡaɳɖi,wait one minute,2,te-agent-v1;ipa=espeak
communication.can-you-help-me,మీరు నాకు సహాయం చేస్తారా?,,mīru nāku sahāyaṁ cēstārā?,miːru naːku sahaːjam tʃeːstaːraː,,2,te-agent-v1;ipa=espeak
communication.please-show-me-the-text,{target} భాషలో రాసి చూపించండి,,{target} bhāṣalō rāsi cūpiṁcaṁḍi,{target} bʰaːʂaloː raːsi tʃuːpiɲtʃaɳɖi,write it in the {target} language and show me,2,te-agent-v1;ipa=espeak
communication.i-cannot-make-out-what-you-are-saying,మీరు చెప్పేది నాకు అర్థం కావడం లేదు,,mīru ceppēdi nāku arthaṁ kāvaḍaṁ lēdu,miːru tʃeppeːdi naːku artʰam kaːʋaɖam leːdu,,2,te-agent-v1;ipa=espeak
communication.i-do-not-understand,నాకు అర్థం కాలేదు,,nāku arthaṁ kālēdu,naːku artʰam kaːleːdu,,2,te-agent-v1;ipa=espeak
communication.i-cannot-read-it,నేను ఇది చదవలేను,,nēnu idi cadavalēnu,neːnu idi tʃadaʋaleːnu,,2,te-agent-v1;ipa=espeak
communication.please-write-it-in-roman-letters,ఇంగ్లీషు అక్షరాలలో రాయండి,,iṁglīṣu akṣarālalō rāyaṁḍi,iŋɡliːʂu akʂaraːlaloː raːjaɳɖi,in English letters -- which is what Telugu calls the Roman alphabet,2,te-agent-v1;ipa=espeak
quick-responses.please-go-ahead,చెప్పండి,దయచేసి,ceppaṁḍi,tʃeppaɳɖi,go ahead / please,2,te-agent-v1;ipa=espeak
quick-responses.yes-right,అవును / సరే,,avunu / sarē,aʋunu / sareː,,2,te-agent-v1;ipa=espeak
quick-responses.no-not,కాదు / లేదు,,kādu / lēdu,kaːdu / leːdu,kādu denies identity; lēdu denies existence,2,te-agent-v1;ipa=espeak
quick-responses.okay-can,సరే / అవుతుంది,,sarē / avutuṁdi,sareː / aʋutundi,,2,te-agent-v1;ipa=espeak
quick-responses.cannot-not-allowed,కూడదు / అనుమతి లేదు,,kūḍadu / anumati lēdu,kuːɖadu / anumati leːdu,kūḍadu = it must not be done,2,te-agent-v1;ipa=espeak
quick-responses.works-okay,పని చేస్తుంది,,pani cēstuṁdi,pani tʃeːstundi,,2,te-agent-v1;ipa=espeak
quick-responses.does-not-work-no,పని చేయదు / లేదు,,pani cēyadu / lēdu,pani tʃeːjadu / leːdu,,2,te-agent-v1;ipa=espeak
quick-responses.can-possible,అవుతుంది,సాధ్యం,avutuṁdi,aʋutundi,,2,te-agent-v1;ipa=espeak
