concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
emergency-medical.help,کمک!,,komak!,komak,,2,fa-agent-v1;ipa=espeak
emergency-medical.please-call-an-ambulance,لطفاً آمبولانس خبر کنید,به اورژانس زنگ بزنید,lotfan āmbulāns khabar konid,lotfan ɑmbulɑns xabar konid,orzhāns is the Iranian emergency medical service and the word on the vehicle; its number is 115,2,fa-med-v1;ipa=espeak
emergency-medical.i-need-a-doctor,پزشک لازم دارم,دکتر,pezeshk lāzem dāram,pezeʃk lɑzem dɑram,,2,fa-med-v1;ipa=espeak
emergency-medical.i-am-sick,حالم بد است,,hālam bad ast,hɑlam bad ast,,2,fa-agent-v1;ipa=espeak
emergency-medical.i-am-injured,زخمی شده‌ام,,zakhmi shode-am,zaxmi ʃodeam,,2,fa-med-v1;ipa=espeak
emergency-medical.it-hurts-here,اینجا درد می‌کند,,injā dard mikonad,indʒɑ dard mikonad,,2,fa-agent-v1;ipa=espeak
emergency-medical.where-is-a-pharmacy,داروخانه کجاست؟,,dārukhāne kojāst?,dɑruxɑne kodʒɑst,,2,fa-agent-v1;ipa=espeak
emergency-medical.please-take-me-to-a-hospital,لطفاً مرا به بیمارستان ببرید,,lotfan marā be bimārestān bebarid,lotfan marɑ be bimɑrestɑn bebarid,,2,fa-agent-v1;ipa=espeak
emergency-medical.i-feel-unwell,حالم خوب نیست,,hālam khub nist,hɑlam xub nist,,2,fa-agent-v1;ipa=espeak
emergency-medical.this-is-an-emergency,اورژانسی است,,orzhānsi ast,urʒɑnsi ast,,2,fa-med-v1;ipa=espeak
emergency-medical.i-am-having-a-severe-allergic-reaction,دچارِ آنافیلاکسی شده‌ام,واکنشِ شدیدِ آلرژیک,dochār-e ānāfilāksi shode-am,dotʃɑre ɑnɑfilɑkasi ʃodeam,ānāfilāksi is the word an Iranian dispatcher and an emergency ward are trained on; the descriptive phrase is in text_alt,2,fa-med-v1;ipa=espeak
emergency-medical.i-cannot-breathe,نمی‌توانم نفس بکشم,,nemitavānam nafas bekesham,nemitavɑnam nafas bekeʃam,,2,fa-med-v1;ipa=espeak
emergency-medical.i-am-bleeding-badly,خونریزیِ شدید دارم,,khunrizi-ye shadid dāram,xunrizie ʃadid dɑram,,2,fa-med-v1;ipa=espeak
emergency-medical.i-have-chest-pain,دردِ سینه دارم,دردِ قفسهٔ سینه,dard-e sine dāram,darde sine dɑram,,2,fa-med-v1;ipa=espeak
emergency-medical.this-person-is-unconscious,این شخص بیهوش است,,in shakhs bihush ast,in ʃaxs bihuʃ ast,said about someone else,2,fa-med-v1;ipa=espeak
emergency-medical.where-is-the-nearest-hospital,نزدیک‌ترین بیمارستان کجاست؟,,nazdik-tarin bimārestān kojāst?,nazdiktarin bimɑrestɑn kodʒɑst,,2,fa-agent-v1;ipa=espeak
emergency-medical.what-is-the-emergency-number,شمارهٔ اورژانس چند است؟,,shomāre-ye orzhāns chand ast?,ʃomɑreje urʒɑns tʃand ast,,2,fa-agent-v1;ipa=espeak
emergency-medical.is-there-a-doctor-who-speaks-english,پزشکی هست که {source} صحبت کند؟,,pezeshki hast ke {source} sohbat konad?,pezeʃki hast ke {source} sohbat konad,,2,fa-agent-v1;ipa=espeak
emergency-medical.i-think-a-bone-is-broken,فکر می‌کنم استخوانم شکسته,,fekr mikonam ostokhānam shekaste,fekr mikonam ostoxɑnam ʃekaste,,2,fa-med-v1;ipa=espeak
emergency-medical.please-call-my-emergency-contact,لطفاً به شمارهٔ اضطراریِ من زنگ بزنید,,lotfan be shomāre-ye ezterāri-ye man zang bezanid,lotfan be ʃomɑreje ezterɑrie man zanɡ bezanid,,2,fa-agent-v1;ipa=espeak
emergency-medical.i-have-travel-insurance,بیمهٔ مسافرتی دارم,,bime-ye mosāferati dāram,bimeje mosɑferati dɑram,,2,fa-agent-v1;ipa=espeak
medical-conditions.i-am-diabetic,دیابت دارم,مرضِ قند,diyābet dāram,dijɑbet dɑram,marz-e qand is the older everyday word and is still widely used,2,fa-med-v1;ipa=espeak
medical-conditions.i-need-insulin,انسولین لازم دارم,,ansulin lāzem dāram,ansolin lɑzem dɑram,,2,fa-med-v1;ipa=espeak
medical-conditions.i-have-asthma,آسم دارم,,āsm dāram,ɑsm dɑram,,2,fa-med-v1;ipa=espeak
medical-conditions.i-have-a-heart-condition,بیماریِ قلبی دارم,,bimāri-ye qalbi dāram,bimɑrie qalbi dɑram,,2,fa-med-v1;ipa=espeak
medical-conditions.i-am-allergic-to-penicillin,به پنیسیلین حساسیت دارم,,be penisilin hassāsiyat dāram,be panisilin hassɑsijat dɑram,,2,fa-med-v1;ipa=espeak
medical-conditions.i-have-epilepsy,صرع دارم,,sar‘ dāram,sarʔ dɑram,"sar‘ is the clinical word and is neutral; the colloquial ghash means fainting, is imprecise and carries stigma",2,fa-med-v1;ipa=espeak
medical-conditions.my-blood-sugar-is-low,قندِ خونم پایین است,,qand-e khunam pāyin ast,qande xunam pɑjin ast,,2,fa-med-v1;ipa=espeak
medical-conditions.i-need-my-inhaler,اسپریِ آسمم را لازم دارم,,esperi-ye āsmam rā lāzem dāram,espereje ɑsmam rɑ lɑzem dɑram,,2,fa-med-v1;ipa=espeak
medical-conditions.i-am-pregnant,باردار هستم,حامله,bārdār hastam,bɑrdɑr hastam,,2,fa-med-v1;ipa=espeak
medical-conditions.i-carry-an-adrenaline-injector,آمپولِ آدرنالین همراهم دارم,قلمِ آدرنالین,āmpul-e ādrenālin hamrāham dāram,ɑmpule ɑdaranɑlin hamrɑham dɑram,"qalam-e ādrenālin, 'adrenaline pen', is what an Iranian pharmacist calls the auto-injector; the brand name is not used",2,fa-med-v1;ipa=espeak
