concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
time-scheduling.what-time-is-it,ساعت چند است؟,,sā‘at chand ast?,sɑʔat tʃand ast,,2,fa-agent-v1;ipa=espeak
time-scheduling.how-many-minutes,چند دقیقه؟,,chand daqiqe?,tʃand daqiqe,,2,fa-agent-v1;ipa=espeak
time-scheduling.what-time-should-we-meet,چه ساعتی همدیگر را ببینیم؟,,che sā‘ati hamdigar rā bebinim?,tʃe sɑʔati hamdiɡar rɑ bebinim,,2,fa-agent-v1;ipa=espeak
time-scheduling.can-we-change-the-time,می‌شود ساعتش را عوض کنیم؟,,mishavad sā‘atash rā ‘avaz konim?,miʃavad sɑʔataʃ rɑ avaz konim,,2,fa-agent-v1;ipa=espeak
time-scheduling.when-is-convenient,چه وقت برای شما مناسب است؟,,che vaqt barāye shomā monāseb ast?,tʃe vaqt barɑje ʃomɑ monɑseb ast,,2,fa-agent-v1;ipa=espeak
time-scheduling.what-is-today-s-date,امروز چندم است؟,,emruz chandom ast?,emruz tʃandom ast,,2,fa-agent-v1;ipa=espeak
time-scheduling.what-day-is-it-today,امروز چه روزی است؟,,emruz che ruzi ast?,emruz tʃe ruzi ast,,2,fa-agent-v1;ipa=espeak
time-scheduling.what-time-does-it-open,چه ساعتی باز می‌شود؟,,che sā‘ati bāz mishavad?,tʃe sɑʔati bɑz miʃavad,,2,fa-agent-v1;ipa=espeak
time-scheduling.what-time-does-it-close,چه ساعتی بسته می‌شود؟,,che sā‘ati baste mishavad?,tʃe sɑʔati baste miʃavad,,2,fa-agent-v1;ipa=espeak
time-scheduling.how-long-does-it-take,چقدر طول می‌کشد؟,,cheqadr tul mikeshad?,tʃeqadr tul mikeʃad,,2,fa-agent-v1;ipa=espeak
time-words.today,امروز,,emruz,emruz,,2,fa-agent-v1;ipa=espeak
time-words.tomorrow,فردا,,fardā,fardɑ,,2,fa-agent-v1;ipa=espeak
time-words.yesterday,دیروز,,diruz,diruz,,2,fa-agent-v1;ipa=espeak
time-words.this-week,این هفته,,in hafte,in hafte,,2,fa-agent-v1;ipa=espeak
time-words.next-week,هفتهٔ آینده,,hafte-ye āyande,hafteje ɑjande,,2,fa-agent-v1;ipa=espeak
time-words.morning,صبح,,sobh,sobh,,2,fa-agent-v1;ipa=espeak
time-words.afternoon,بعدازظهر,,ba‘d-az-zohr,badazzohr,,2,fa-agent-v1;ipa=espeak
time-words.evening,عصر,,‘asr,asr,,2,fa-agent-v1;ipa=espeak
time-words.spring,بهار,,bahār,bahɑr,,2,fa-agent-v1;ipa=espeak
time-words.summer,تابستان,,tābestān,tɑbestɑn,,2,fa-agent-v1;ipa=espeak
time-words.fall,پاییز,,pāyiz,pɑjiz,,2,fa-agent-v1;ipa=espeak
time-words.winter,زمستان,,zemestān,zemestɑn,,2,fa-agent-v1;ipa=espeak
time-words.night,شب,,shab,ʃab,,2,fa-agent-v1;ipa=espeak
days-of-week.monday,دوشنبه,,doshanbe,doʃanbe,"'second day' -- the Iranian week is numbered from shanbe, Saturday",2,fa-agent-v1;ipa=espeak
days-of-week.tuesday,سه‌شنبه,,se-shanbe,seʃanbe,,2,fa-agent-v1;ipa=espeak
days-of-week.wednesday,چهارشنبه,,chahārshanbe,tʃɑhɑrʃanbe,,2,fa-agent-v1;ipa=espeak
days-of-week.thursday,پنجشنبه,,panjshanbe,pandʒʃanbe,"the last working day in Iran, often a half day",2,fa-agent-v1;ipa=espeak
days-of-week.friday,جمعه,,jom‘e,dʒomʔe,"the Iranian weekend: offices, banks and most shops are shut",2,fa-agent-v1;ipa=espeak
days-of-week.saturday,شنبه,,shanbe,ʃanbe,"the first day of the Iranian week, and a full working day",2,fa-agent-v1;ipa=espeak
days-of-week.sunday,یکشنبه,,yekshanbe,jekʃanbe,'first day' -- a working day in Iran,2,fa-agent-v1;ipa=espeak
months.january,ژانویه,دی/بهمن,zhānviye,ʒɑnvije,the Iranian months January falls across; they turn over around the 21st,2,fa-agent-v1;ipa=espeak
months.february,فوریه,بهمن/اسفند,fevriye,fevrije,,2,fa-agent-v1;ipa=espeak
months.march,مارس,اسفند/فروردین,mārs,mɑrs,"Nowruz, the Iranian new year, is 21 March -- Farvardin 1",2,fa-agent-v1;ipa=espeak
months.april,آوریل,فروردین/اردیبهشت,āvril,ɑvril,,2,fa-agent-v1;ipa=espeak
months.may,مه,اردیبهشت/خرداد,me,meh,also written می,2,fa-agent-v1;ipa=espeak
months.june,ژوئن,خرداد/تیر,zhu’an,ʒuʔan,,2,fa-agent-v1;ipa=espeak
months.july,ژوئیه,تیر/مرداد,zhu’iye,ʒuije,,2,fa-agent-v1;ipa=espeak
months.august,اوت,مرداد/شهریور,ut,ut,āgust is just as common,2,fa-agent-v1;ipa=espeak
months.september,سپتامبر,شهریور/مهر,septāmbr,septɑmbr,,2,fa-agent-v1;ipa=espeak
months.october,اکتبر,مهر/آبان,oktobr,oktobr,,2,fa-agent-v1;ipa=espeak
months.november,نوامبر,آبان/آذر,novāmbr,novɑmbr,,2,fa-agent-v1;ipa=espeak
months.december,دسامبر,آذر/دی,desāmbr,desɑmbr,,2,fa-agent-v1;ipa=espeak
time-words.clock-offset,ساعتِ سواحیلی از سپیده‌دم شروع می‌شود نه از نیمه‌شب، و شش ساعت با ساعتِ گوشیِ شما فاصله دارد: عددی که می‌شنوید شش تا کمتر است. پس شش را به آنچه می‌شنوید بیفزایید، و شش را از آنچه روی گوشی‌تان است کم کنید تا به سواحیلی بگویید. سا موجا هفتِ صبح است، سا سیتا ظهر و سا کومی چهارِ بعدازظهر. مطمئن‌تر آن است که وقت را با عدد بگویید، یا با عبارتِ سا نگاپی زا کیزونگو ساعتِ غربی را بپرسید.,,,,,2,fa-notes-v1
