concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
numbers-money.l-ng,۰,صفر,sefr,sefr,,2,fa-agent-v1;ipa=espeak
numbers-money.y,۱,یک,yek,jek,,2,fa-agent-v1;ipa=espeak
numbers-money.r,۲,دو,do,do,,2,fa-agent-v1;ipa=espeak
numbers-money.s-n,۳,سه,se,se,,2,fa-agent-v1;ipa=espeak
numbers-money.s,۴,چهار,chahār,tʃɑhɑr,,2,fa-agent-v1;ipa=espeak
numbers-money.w,۵,پنج,panj,pandʒ,,2,fa-agent-v1;ipa=espeak
numbers-money.li,۶,شش,shesh,ʃeʃ,,2,fa-agent-v1;ipa=espeak
numbers-money.q,۷,هفت,haft,haft,,2,fa-agent-v1;ipa=espeak
numbers-money.b,۸,هشت,hasht,haʃt,,2,fa-agent-v1;ipa=espeak
numbers-money.ji,۹,نه,noh,noh,,2,fa-agent-v1;ipa=espeak
numbers-money.sh,ده,۱۰,dah,dah,,2,fa-agent-v1;ipa=espeak
numbers-money.y-b-i,صد,۱۰۰,sad,sad,,2,fa-agent-v1;ipa=espeak
numbers-money.y-qi-n,هزار,۱۰۰۰,hezār,hezɑr,,2,fa-agent-v1;ipa=espeak
numbers-money.y-w-n,ده هزار,۱۰۰۰۰,dah hezār,dah hezɑr,,2,fa-agent-v1;ipa=espeak
numbers-money.b-n,نیم,۱/۲,nim,nim,half,2,fa-agent-v1;ipa=espeak
atm-cash.where-is-an-atm,خودپرداز کجاست؟,عابربانک,khodpardāz kojāst?,xodpardɑz kodʒɑst,‘āber-bānk is just as common on signage,2,fa-agent-v1;ipa=espeak
atm-cash.does-this-atm-take-foreign-cards,این دستگاه کارتِ خارجی می‌پذیرد؟,,in dastgāh kārt-e khāreji mipazirad?,in dastɡɑh kɑrte xɑredʒi mipazirad,"Iranian machines are outside the international card networks, so the answer is usually no",2,fa-agent-v1;ipa=espeak
atm-cash.the-atm-kept-my-card,دستگاه کارتم را نگه داشت,,dastgāh kārtam rā negah dāsht,dastɡɑh kɑrtam rɑ neɡah dɑʃt,,2,fa-agent-v1;ipa=espeak
atm-cash.is-there-a-fee,کارمزد دارد؟,,kārmozd dārad?,kɑrmozd dɑrad,,2,fa-agent-v1;ipa=espeak
atm-cash.the-card-was-declined,کارتم رد شد,,kārtam rad shod,kɑrtam rad ʃod,,2,fa-agent-v1;ipa=espeak
atm-cash.what-is-the-exchange-rate,نرخِ ارز چند است؟,,nerkh-e arz chand ast?,nerxe arz tʃand ast,,2,fa-agent-v1;ipa=espeak
atm-cash.no-money-came-out,پول خارج نشد,,pul khārej nashod,pul xɑredʒ naʃod,,2,fa-agent-v1;ipa=espeak
atm-cash.where-can-i-change-money,کجا می‌توانم پول عوض کنم؟,صرافی کجاست؟,kojā mitavānam pul ‘avaz konam?,kodʒɑ mitavɑnam pul avaz konam,sarrāfi kojāst -- 'where is the exchange office' -- gets a more useful answer in Iran,2,fa-agent-v1;ipa=espeak
atm-cash.the-machine-is-out-of-service,دستگاه خراب است,,dastgāh kharāb ast,dastɡɑh xarɑb ast,,2,fa-agent-v1;ipa=espeak
atm-cash.please-give-me-smaller-notes,لطفاً اسکناسِ خُرد بدهید,,lotfan eskenās-e khord bedahid,lotfan eskenɑse xord bedahid,,2,fa-agent-v1;ipa=espeak
atm-cash.do-you-have-change,پولِ خُرد دارید؟,,pul-e khord dārid?,pule xord dɑrid,,2,fa-agent-v1;ipa=espeak
atm-cash.may-i-pay-in,می‌شود با {} پرداخت کنم؟,,mishavad bā {} pardākht konam?,miʃavad bɑ {} pardɑxt konam,,2,fa-agent-v1;ipa=espeak
