concept_id,text,text_alt,ipa,literal,confidence,provenance
toilets.where-toilet,¿Dónde está el baño?,,dˈonde estˈa el bˈaɲo,,2,es-agent-v1;ipa=espeak
accessibility.step-free,¿Hay acceso sin escalones?,,ˈaɪ aksˈeso sin ˌeskalˈones,,2,es-agent-v1;ipa=espeak
toilets.where-public-toilet,¿Dónde hay un baño público?,,dˈonde ˈaɪ ˈum bˈaɲo pˈubliko,,2,es-agent-v1;ipa=espeak
accessibility.wheelchair-access,¿Es accesible en silla de ruedas?,,ˈes ˌaksesˈible en sˈiʝa de ruˈedas,,2,es-agent-v1;ipa=espeak
toilets.may-i-use-the-toilet,"¿Puedo usar el baño, por favor?",,"pwˈedo usˈaɾ el bˈaɲo, poɾ fabˈoɾ",,2,es-agent-v1;ipa=espeak
accessibility.elevator,¿Hay ascensor?,¿Hay elevador?,ˈaɪ ˌasensˈoɾ,,2,es-agent-v1;ipa=espeak
toilets.is-it-only-for-customers,¿Es solo para clientes?,,ˈes sˈolo pˌaɾa kliˈentes,,2,es-agent-v1;ipa=espeak
accessibility.ramp,¿Hay una rampa?,,ˈaɪ ˈuna rˈampa,,2,es-agent-v1;ipa=espeak
toilets.toilet-wc,Baños,Servicios · Aseos · WC · Sanitarios,bˈaɲos,,2,es-agent-v1;ipa=espeak
accessibility.how-many-steps,¿Cuántos escalones hay?,,kwˈantos ˌeskalˈones ˈaɪ,,2,es-agent-v1;ipa=espeak
toilets.is-it-free,¿Es gratis?,,ˈes ɡɾˈatis,,2,es-agent-v1;ipa=espeak
accessibility.cannot-climb-stairs,No puedo subir escaleras,,nˈo pwˈedo subˈiɾ ˌeskalˈeɾas,,2,es-agent-v1;ipa=espeak
toilets.do-i-need-a-coin,¿Necesito una moneda o ficha?,,nˌesesˈito ˈuna monˈeda o fˈitʃa,,2,es-agent-v1;ipa=espeak
accessibility.need-to-sit-down,Necesito sentarme,,nˌesesˈito sentˈaɾme,,2,es-agent-v1;ipa=espeak
toilets.is-the-tap-water-safe-to-drink,¿El agua del grifo es potable?,¿El agua de la llave es potable?,el ˈaɡwa del ɡɾˈifo ˈes potˈable,,2,es-agent-v1;ipa=espeak
accessibility.accessible-restroom,¿Hay un baño accesible?,¿Hay un aseo adaptado?,ˈaɪ ˈum bˈaɲo ˌaksesˈible,,2,es-agent-v1;ipa=espeak
toilets.it-is-urgent,Es urgente,,ˈes uɾxˈente,,2,es-agent-v1;ipa=espeak
accessibility.station-assistance,¿Hay asistencia en la estación?,,ˈaɪ ˌasistˈensja en la ˌestasjˈon,,2,es-agent-v1;ipa=espeak
toilets.may-i-have-the-toilet-key,¿Me da la llave del baño?,,me dˈa la ʝˈabe del bˈaɲo,,2,es-agent-v1;ipa=espeak
accessibility.help-me-carry,"Ayúdeme a llevar esto, por favor",,"aʝˈudeme a ʝebˈaɾ ˈesto, poɾ fabˈoɾ",,2,es-agent-v1;ipa=espeak
toilets.there-is-no-toilet-paper,No hay papel higiénico,,nˈo ˈaɪ papˈel ixjˈeniko,,2,es-agent-v1;ipa=espeak
accessibility.board-first,¿Puedo subir primero?,,pwˈedo subˈiɾ pɾimˈeɾo,,2,es-agent-v1;ipa=espeak
toilets.toilet-paper,papel higiénico,,papˈel ixjˈeniko,,2,es-agent-v1;ipa=espeak
accessibility.door-width,¿Cuántos centímetros mide la puerta?,,kwˈantos sentˈimetɾos mˈide la pwˈeɾta,,2,es-agent-v1;ipa=espeak
toilets.it-is-out-of-order,No funciona,,nˈo funsjˈona,,2,es-agent-v1;ipa=espeak
accessibility.wheelchair-width,Mi silla de ruedas mide {} cm de ancho,,mi sˈiʝa de ruˈedas mˈide {} sˌeˈeme de ˈantʃo,,2,es-agent-v1;ipa=espeak
toilets.out-of-order,Fuera de servicio,Averiado,fwˈeɾa de seɾbˈisjo,,2,es-agent-v1;ipa=espeak
accessibility.hard-of-hearing,Tengo problemas de audición,Tengo hipoacusia,tˈeŋɡo pɾoblˈemas de ˌaʊdisjˈon,,2,es-agent-v1;ipa=espeak
toilets.mens-toilet,Caballeros,Hombres,kˌabaʝˈeɾos,,2,es-agent-v1;ipa=espeak
accessibility.speak-louder,"Hable más alto, por favor",,"ˈable mˈas ˈalto, poɾ fabˈoɾ",,2,es-agent-v1;ipa=espeak
toilets.womens-toilet,Damas,Señoras · Mujeres,dˈamas,,2,es-agent-v1;ipa=espeak
accessibility.visually-impaired,Tengo discapacidad visual,Soy invidente,tˈeŋɡo dˌiskapˌasidˈad biswˈal,,2,es-agent-v1;ipa=espeak
toilets.drinking-water,Agua potable,,ˈaɡwa potˈable,,2,es-agent-v1;ipa=espeak
accessibility.take-your-arm,¿Puedo tomarle del brazo?,,pwˈedo tomˈaɾle del bɾˈaso,,2,es-agent-v1;ipa=espeak
toilets.not-for-drinking,Agua no potable,,ˈaɡwa nˈo potˈable,,2,es-agent-v1;ipa=espeak
accessibility.guide-dog,Este es mi perro guía,,ˈeste ˈes mi pˈero ɡˈia,,2,es-agent-v1;ipa=espeak
toilets.accessible-toilet,Baño accesible,Aseo adaptado,bˈaɲo ˌaksesˈible,,2,es-agent-v1;ipa=espeak
toilets.where-can-i-wash-my-hands,¿Dónde puedo lavarme las manos?,,dˈonde pwˈedo labˈaɾme las mˈanos,,2,es-agent-v1;ipa=espeak
toilets.can-i-flush-the-paper,¿Puedo tirar el papel al inodoro?,,pwˈedo tiɾˈaɾ el papˈel al ˌinodˈoɾo,,2,es-agent-v1;ipa=espeak
toilets.is-there-a-toilet-on-board,¿Hay baño a bordo?,,ˈaɪ bˈaɲo a bˈoɾdo,,2,es-agent-v1;ipa=espeak
toilets.the-toilet-will-not-flush,El inodoro no descarga,El baño no descarga,el ˌinodˈoɾo nˈo deskˈaɾɡa,,2,es-agent-v1;ipa=espeak
toilets.baby-change,Cambiador de bebés,,kˌambjadˈoɾ de bebˈes,,2,es-agent-v1;ipa=espeak
