sample_id	sample_type	sample_order	raw_file	extraction_date	acquisition_date	lc_column_id
QC_PREFA01	QC-DriftCorrection	6	B0000f_MoTrPAC_Tranche3_HumanAdipose_HP-PREFA01.raw	2024-12-03	2024-12-03	186002015_01133332714814
QC_PREFB01	QC-Pooled	7	B0000g_MoTrPAC_Tranche3_HumanAdipose_HP-PREFB01.raw	2024-12-03	2024-12-03	186002015_01133332714814
12240021103	Sample	8	B0001_MoTrPAC_Tranche3_HumanAdipose_HP-12240021103.raw	2024-12-03	2024-12-03	186002015_01133332714814
12240011103	Sample	9	B0002_MoTrPAC_Tranche3_HumanAdipose_HP-12240011103.raw	2024-12-03	2024-12-03	186002015_01133332714814
12417011103	Sample	10	B0003_MoTrPAC_Tranche3_HumanAdipose_HP-12417011103.raw	2024-12-03	2024-12-03	186002015_01133332714814
12417021103	Sample	11	B0004_MoTrPAC_Tranche3_HumanAdipose_HP-12417021103.raw	2024-12-03	2024-12-03	186002015_01133332714814
12885011103	Sample	12	B0005_MoTrPAC_Tranche3_HumanAdipose_HP-12885011103.raw	2024-12-03	2024-12-03	186002015_01133332714814
12885021103	Sample	13	B0006_MoTrPAC_Tranche3_HumanAdipose_HP-12885021103.raw	2024-12-03	2024-12-03	186002015_01133332714814
12891011103	Sample	14	B0007_MoTrPAC_Tranche3_HumanAdipose_HP-12891011103.raw	2024-12-03	2024-12-03	186002015_01133332714814
12891021103	Sample	15	B0008_MoTrPAC_Tranche3_HumanAdipose_HP-12891021103.raw	2024-12-03	2024-12-03	186002015_01133332714814
11387021103	Sample	16	B0009_MoTrPAC_Tranche3_HumanAdipose_HP-11387021103.raw	2024-12-03	2024-12-03	186002015_01133332714814
11387011103	Sample	17	B0010_MoTrPAC_Tranche3_HumanAdipose_HP-11387011103.raw	2024-12-03	2024-12-03	186002015_01133332714814
12698011103	Sample	18	B0011_MoTrPAC_Tranche3_HumanAdipose_HP-12698011103.raw	2024-12-03	2024-12-03	186002015_01133332714814
12698021103	Sample	19	B0012_MoTrPAC_Tranche3_HumanAdipose_HP-12698021103.raw	2024-12-03	2024-12-04	186002015_01133332714814
11654021103	Sample	20	B0013_MoTrPAC_Tranche3_HumanAdipose_HP-11654021103.raw	2024-12-03	2024-12-04	186002015_01133332714814
11654011103	Sample	21	B0014_MoTrPAC_Tranche3_HumanAdipose_HP-11654011103.raw	2024-12-03	2024-12-04	186002015_01133332714814
12268011103	Sample	22	B0015_MoTrPAC_Tranche3_HumanAdipose_HP-12268011103.raw	2024-12-03	2024-12-04	186002015_01133332714814
12268021103	Sample	23	B0016_MoTrPAC_Tranche3_HumanAdipose_HP-12268021103.raw	2024-12-03	2024-12-04	186002015_01133332714814
