metabolite_name	QC_PREFA01	QC_PREFB01	12163011103	12163021103	11764011103	11110011103	12003021103	12003011103	11634021103	11634011103	11730021103	11730011103	11878011103	11878021103	11822011103	11822021103	11879011103	11879021103	11559021103	11559011103	11875011103	11875021103	QC_PREFA02	QC_PREFB02	11411021103	11411011103	11381011103	11381021103	11846011103	11846021103	11945021103	11945011103	11676011103	11676021103	11969021103	12010011103	12010021103	11965021103	11965011103	11943021103	11943011103	12004011103	12004021103	12490021103	QC_PREFA03	QC_PREFB03	12490011103	12087021103	12087011103	11996021103	11996011103	11600011103	11600021103	11837021103	11837011103	11871021103	Tranche1Pool01	Tranche1Pool02	Tranche1Pool03	Tranche1Pool04	Tranche1Pool05	11871011103	11952011103	11952021103	11976011103	11976021103	11637011103	11637021103	11551011103	11551021103	11089021103	QC_PREFA04	QC_PREFB04	11089011103	11721011103	11721021103	11916011103	11916021103	11459011103	11459021103	11531021103	11531011103	12102021103	12102011103	12000011103	12000021103	11848021103	11848011103	11359011103	11889021103	11889011103	12114011103	12114021103	QC_PREFA05	QC_PREFB05	12329011103	12329021103	11717021103	11717011103	12213011103	12213021103	11722021103	11722011103	11477021103	11477011103	12007021103	12007011103	12168021103	12168011103	11496021103	12135011103	12135021103	11399011103	11399021103	11850011103	QC_PREFA06	QC_PREFB06	11850021103	11552021103	11552011103	12206021103	12206011103	11706011103	11706021103	11554011103	11554021103	12057011103	12057021103	11720021103	11720011103	12089011103	12089021103	12193021103	12193011103	12009021103	12009011103	12139011103	QC_PREFA07	QC_PREFB07	12139021103	11915011103	11915021103	12092011103	12092021103	12043011103	12043021103	11995021103	11995011103	12026011103	12251021103	12251011103	11750021103	11750011103	12118021103	12118011103	12161021103	12161011103	12001021103	12001011103	QC_PREFA08	QC_PREFB08	11997021103	11997011103	12091011103	12091021103	11503021103	11503011103	11734011103	11734021103	11598021103	11598011103	11948021103	11948011103	11483011103	11483021103	11604011103	11604021103	11891011103	11891021103	11121011103	11885021103	QC_PREFA09	QC_PREFB09	11885011103	11771011103	12068021103	12068011103	12164021103	12164011103	11886021103	11886011103	11611011103	11611021103	11843011103	11843021103	11584011103	11584021103	12090021103	12090011103	12644021103	12644011103	12159011103	12159021103	QC_PREFA10	QC_PREFB10	11712011103	11712021103	12211011103	12211021103	12112021103	12112011103	11361021103	11361011103	11725021103	11725011103	11557011103	11557021103	11619021103	11619011103	12215021103	12215011103	11913021103	11913011103	11039011103	11599021103	QC_PREFA11	QC_PREFB11	11599011103	12101011103	12101021103	11953011103	11953021103	12136011103	12136021103	11951021103	11951011103	11792011103	12254011103	12254021103	12482021103	12482011103	12256021103	12256011103	12204011103	12204021103	11382021103	11382011103	QC_PREFA12	QC_PREFB12	12498011103	12498021103	11870021103	11870011103	11942021103	11942011103	11036011103	11177021103	11177011103	11825021103	11825011103	11390011103	11390021103	12172021103	12172011103	12071021103	12071011103	12411021103	12411011103	11809011103	QC_PREFA13	QC_PREFB13	11809021103	11873011103	11873021103	11079021103	11079011103	11140011103	11842021103	11842011103	Aref01	Aref02	Aref03	Aref04	Aref05	Aref06	Aref07	Aref08	Aref09	Aref10	12088011103	12088021103	12134021103	12134011103	11032011103	11032021103	11383021103	11383011103	11498021103	11498011103	11949021103	11949011103	QC_PREFA14	QC_PREFB14	11651011103	11651021103	11719011103	11719021103	11545011103	11545021103	11849011103	11849021103	11890011103	11890021103	11804011103	11804021103	11800011103	11440021103	11440011103	11868021103	11868011103	11686021103	11686011103	12253011103	QC_PREFA15	QC_PREFB15	12253021103	12058011103	12058021103	11478011103	11478021103	11765011103	11752011103	11992011103	11992021103	12483011103	12483021103	11880021103	11880011103	12381021103	12381011103	12423011103	12423021103	11803021103	11803011103	12062011103	QC_PREFA16	QC_PREFB16	12062021103	11844021103	11844011103	11568011103	11568021103	12210021103	12210011103	11821011103	11821021103	12216021103	12216011103	11595021103	11595011103	11119011103	12015011103	12015021103	12133021103	12133011103	11946021103	11946011103	QC_PREFA17	QC_PREFB17	11618021103	11618011103	11826021103	11826011103	11877011103	11877021103	12650021103	12650011103	11680011103	11680021103	11504021103	11130011103	11918021103	11918011103	11811011103	11993021103	11993011103	11881011103	11881021103	12137011103	QC_PREFA18	QC_PREFB18	12137021103	11529021103	11529011103	12169021103	12169011103	11728021103	11728011103	11178011103	12165021103	12165011103	11087011103	11620021103	11620011103	12326011103	12326021103	11385021103	11385011103	12061021103	12061011103	11707011103	11707021103	QC_PREFA19	QC_PREFB19
Valine-d8 [iSTD]	9322043	9188371	13031252	13063091	12794871	10220585	9845090	11511154	13038667	13874607	11717042	12712800	12388924	13184867	10854151	13787433	10362414	10838094	8227308	10301828	14787450	13113233	9322043	9750774	12002100	12609029	10820397	12153561	13848501	13624417	11840465	12423759	15493982	11641010	11538822	13354829	13095421	12886879	12450948	14016593	11235399	11269512	11657987	10512966	9322043	9143124	12407973	11291698	11490499	10954192	9816322	10104393	10934577	11468693	10711816	10659188	8313016	8521699	8249582	8250088	8309461	10312357	11899126	12127068	11254051	11900969	11681634	8973611	10476405	10951079	11436611	9322043	9069735	11696742	9711823	10244567	12411282	12018585	12981797	13123622	12364993	9540366	12782690	10317006	10739231	12096370	9769713	12305661	10376455	10574172	12833776	11301337	12285664	9308877	9317576	10813867	12035468	12205601	9923216	10405543	10836124	9291693	11630978	10393990	9455983	12339483	12812258	13223188	13417930	10619820	11025226	12241527	14905061	12631738	13243662	9323279	9746685	13361669	12607092	11305004	10595238	12475483	14518868	16949553	11712268	10940830	11129783	10531858	11142543	11222846	11883726	10788227	10609939	12867846	13681936	16002952	9878904	9322043	9426964	12073803	10497540	12525566	11790126	11269210	11339826	13081096	10213911	10367460	12065341	11029957	11268424	11664429	12813331	13370825	10222159	11836977	12311089	10598501	10426318	9308877	9684938	10164947	11492726	10481297	11373949	10958398	8792534	12276228	13858735	8313923	11847279	10837662	13486067	12741367	9706266	10306275	9388984	13603611	12639680	12290029	12579168	9295749	9301979	11935715	10845145	11044059	12382415	12749641	12278072	12826014	14183726	12670057	12205081	12014140	13208869	13954689	12375387	12115419	11703308	12037105	12678486	14927620	12251630	9308877	9747072	14455291	13735284	13604888	11676429	12588978	11914314	12262172	11829395	9924158	11614384	11821869	14067993	10690634	11835327	15003395	11262744	10178182	12505951	10433401	11185656	9322043	9330484	11664745	12725758	11875197	12525586	11224648	13505654	13677414	14480443	13377992	11771371	12412033	11812364	14160639	11978159	11074311	10854811	12161861	11986772	11342196	10962077	9322043	9477097	10481044	11669676	9750881	9554030	10732547	11977980	10397132	10773333	11440118	10767920	13578888	11434050	12141122	8493321	12830048	11327188	11177385	11405437	14326759	12074941	9322043	9456113	12690076	13955827	13768979	11331422	11335491	13295278	10413549	10391513	35113768	38255651	37771110	36175113	36614833	35885993	42378529	35397933	39559674	36532555	9652750	11343670	11989160	12536489	9221215	9492149	10511719	11998201	12505493	10368056	10193978	11214664	9322043	9244791	10504868	10793371	9854202	11201477	11293390	11450681	13291453	13260289	13118692	12144675	11140891	10772579	12018198	10909427	10744388	10596165	10818121	10500698	11782492	10667743	9322043	9447080	12019352	12033361	11651251	11264258	10798442	11214015	13161049	11269738	13294524	14384594	11951255	10328199	10803684	11797240	12655074	13613171	11020685	12300985	11153642	11264086	9308877	9510481	11533663	13261381	9748776	9641757	13095460	12118952	11561609	14021025	12251857	12016383	13337935	13219322	12581671	10674036	12815876	12126450	12592894	12090550	11650345	13060802	9322043	9997352	11292334	11131059	10708465	11898758	11059262	11914349	10598409	11967038	13138936	13819334	9205275	12960624	11222391	11299864	10598526	11321711	11375173	11620294	10929395	12895383	9308877	9281612	15020348	11477587	12114346	12342026	12741732	11752255	12784874	11335525	13518021	10587696	10204283	13528978	10636791	11376856	11369148	9865429	10602025	11488066	12785849	10855554	12483636	9322043	9312421
Phenylalanine-d8 [iSTD]	22359122	24015629	34844072	30849371	31394374	26486978	23651535	26481876	31752093	37606593	31565552	31238061	31193601	30458514	25760634	31861377	25454657	26323932	20218823	27373715	36844256	28502031	22359122	23379038	27752332	31780681	25232197	31083747	32584876	33979816	28978122	31419428	37272432	26989641	29028944	33037802	31042043	33612945	32880554	34012834	27157718	27279217	26637842	26682313	22359122	23343057	30172091	26998842	29294273	27052864	25900256	25624323	26580722	26792599	24345958	26268680	20628517	19989619	21422164	20846437	21189166	26373537	29348640	29977257	28815100	30555835	30682174	23992197	25270946	27264364	27452758	22359122	23050763	25908515	25885989	24709491	29301585	29013213	34157893	29608624	27986994	24963539	29055463	25782539	25350666	28836538	24480973	29303316	25449366	24976391	30964782	26839055	30665427	22327545	22478370	25939494	28373808	27731787	26359357	26799760	26622969	24300695	26833089	25108045	23619846	28315958	31239205	30606588	31307500	24407110	28164137	30799364	35845249	30550999	33318298	22362087	23075408	32688329	27620280	28000626	27435723	31035924	37085498	39662979	26321759	25444686	26589604	26644087	28401911	29852176	26446461	25367650	26701837	32421994	32007577	36392892	23861749	22359122	22709741	28363906	27836522	28072178	27832898	27882535	29174259	31550305	25742745	24958520	31002865	25951136	24079207	27436108	28937571	32013702	23281425	29119930	29194198	25784138	25154554	22327545	23163571	22551616	27716632	26655663	26785827	27580720	22718723	29410880	32695372	20489567	27391334	25655937	30948420	28831183	21353811	24674089	21693994	33370290	30446988	29609999	29608831	22296056	22102929	29061752	27681618	25738697	33039960	29149201	29048456	29928226	31736391	31136441	28848816	30288846	30232368	31555298	31001449	28680669	27669320	28341670	28936821	33559158	28622073	22327545	22786884	32433153	31802498	29938785	25599085	29504807	28340076	27157738	27276069	23608287	25504976	27089065	31734322	27264359	27311867	33137458	25143051	24731296	28239862	24332416	27448473	22359122	23139282	26660768	28148976	28261759	32011564	27242089	34909960	34719848	32638987	32199053	29378230	29252677	27037452	34570895	30243721	28386711	27580346	31570320	32542936	25599549	26167338	22359122	23280525	26020386	30132039	26536704	24782749	27213137	28305425	26007932	25512073	28348738	27095820	32223065	27495279	29072247	29851399	29953182	28774142	27776745	28224424	34582371	33302934	22359122	22522322	28976584	31170257	30987745	26418659	28660344	33154024	24067945	23969343	71755466	83303191	80878920	75758439	78391792	81490878	90730518	77222134	83192893	78748830	25229965	27576920	28751322	28998179	23584945	24017230	25733111	29083506	29531548	27084606	27277280	27588356	22359122	22410706	26899683	27777362	25723085	25891168	27842705	27074807	33455749	32747664	31589000	28755347	30599824	29003532	28074037	27474808	26288592	26053080	26159976	26236369	27402478	26389553	22359122	22666976	27513530	28221866	28147383	25923040	23653699	26848692	28091441	28263984	28499943	30663878	28312568	25145855	27693277	29954672	27128253	31931237	25034271	31841861	28375325	26067211	22327545	22451741	25595809	29811849	23099473	22959629	29313962	28143951	28287621	31660584	27555477	30191555	31641455	30575451	30125113	25017796	30499431	28673974	27729684	27529832	26989364	29337966	22359122	23800119	26062119	26095335	26861386	28292675	27611812	28098489	24725790	28023035	31801430	35716077	25581303	32398237	27314542	28602571	26414219	28581116	27718853	28622681	25909885	37441356	22327545	24314778	36156240	28228330	28875467	33935654	35816208	30633489	33618070	26745512	30241873	24824916	25495960	31182868	26089658	28525894	29250640	26809707	26197126	30028422	31697213	27935922	31117116	22359122	23323423
Cotinine	18	11	6	5	7	19	20	29	17	NA	7	10	7	4	10	5	39	3	12	NA	10	20	18	14	33	3	17	NA	10	16	16	8	17	5	NA	39	13	19	6	10	12	12	11	20	18	20	10	22	6	8	4	112	10	42	41	21	51	48	44	49	53	7	4	36	17	2	18	NA	39	12	29	18	21	4	NA	6	15	16	26	26	13	14	22	11	23	10	14	5	10	23	14	10	20	17	11	45	9	7	18	8	12	NA	14	34	6	29	32	19	12	9	16	13	11	8	14	18	20	16	8	11	10	7	11	7	7	9	129	90	11	15	11	19	NA	10	13	4	11	18	13	6	10	14	10	2	18	7	14	2	15	38	4	28	22	28	20	39	2	12	8	17	28	12	38	26	28	32	6	25	23	11	17	7	21	28	11	17	114	38	36	NA	101	17	20	65	NA	933	1673	137	184	29	33	25	17	5	2	8	35	5	13	13	2	18	5	17	11	6	4	2	NA	3	4	4	11	2	3	7	7	9	15	11	5	11	5	15	6	18	20	9	32	5	83	88	13	29	10	27	10	14	24	19	17	137	545	17	30	15	17	18	17	21	12	19	18	15	11	11	13	6	9	8	16	17	36	8	16	27	7	6	11	18	18	16	19	10	7	5	3	17	8	842	434	748	335	898	726	114	797	627	611	7	5	11	16	4	3	9	11	6	5	42	10	18	20	NA	9	4	12	10	7	83	90	11	11	10	10	15	12	15	7	12	497	8	16	18	19	10	7	23	8	177	13	9	NA	NA	29	2	8	27	10	5	14	NA	21	14	17	17	20	5	6	26	7	14	2	8	7	7	10	6	30	19	2	19	19	10	15	12	7	18	13	7	25	2	3	15	12	NA	11	11	10	7	6	20	4	4	3	2	4	10	9	17	15	9	15	6	7	4	11	NA	7	7	108	NA	12	NA	3	15	2	25	NA	4	NA	19	18	11
Piperine	1720039	1792946	1698372	1200615	6789244	1326716	223989	377555	2155221	2152015	2738006	3051848	2366054	2806777	87788	74201	602174	413315	1356201	2851785	2236948	1275177	1720039	1698078	2132024	3937779	11605	23196	1194292	869103	3560871	4551796	1275303	775008	580865	1623015	1225584	3796512	3934337	10004819	6517908	2847961	1413452	822320	1720039	1710395	378838	3309758	3939044	2212911	1877841	8661178	9929782	2432176	3467292	3046613	1166727	1180403	1161815	1154701	1129814	3842382	2132195	2006827	1948634	1143450	1200733	209747	419864	957474	400027	1720039	1751595	410358	6354038	4813562	1266713	1245026	76694	30867	550268	498728	1845294	2376549	505716	1055947	1241929	1819341	60108	1907600	2288504	2440275	2221707	1717610	1670667	6122307	5900678	530969	961879	4134062	4385227	388652	302436	255157	285883	3638191	2133576	6889198	5611571	2558078	943901	728620	295044	99081	3914262	1720267	1703155	4188741	497507	560308	1457182	1135215	2935451	1011008	1145752	899966	2691061	2514110	832752	1148782	5655878	4016760	566299	712470	206028	426918	682204	1720039	1726328	809247	1571558	883996	2290461	3281159	1492191	971002	1088446	1011849	1474905	1987354	1358606	1473761	1197115	258907	247937	930338	1097103	496997	376901	1717610	1638281	1596637	1590287	3493743	3708706	372506	445519	3087201	1188190	1722026	2338803	2068029	1470230	3080638	2802332	3105368	1502390	966855	698511	1198034	1896974	1715188	1796571	1987820	205380	1779385	2053702	1501156	1656112	2049474	1598091	910015	821390	883234	732376	1852353	3009724	2049675	2030005	664427	1333008	753761	856192	1717610	1765659	688718	243124	1825789	1752241	859306	1402007	205130	564068	4479041	4148937	1631163	1791415	5492406	4316065	4026095	3172877	297063	296671	243664	1586768	1720039	1576931	1167962	1146561	1417761	4455164	4085245	265728	131467	1350185	688211	3178395	3289806	1755846	386577	242823	1399843	1514301	8943961	7504811	1354644	2294921	1720039	1790635	834098	3666270	8903913	8414938	4325678	1527232	1128177	1188703	1428551	3118030	1638595	7617786	7695582	9600036	2592805	3881655	4464283	1348259	1293354	2248830	1720039	1677694	1267355	2089738	1741307	756577	915957	1500298	2345391	1234899	163507	194106	201667	176093	181824	181772	213209	167876	202223	216310	2148422	1933357	6043599	5225952	30356	13537	895639	1906797	196975	286759	2161539	1749289	1720039	1714249	1929448	2368628	1350531	865134	4118737	3875296	5911664	5658830	240897	559214	2113991	1277323	1717131	1185719	1043626	3297914	3082413	1065554	1326437	561813	1720039	1688537	770606	1676683	1533239	1248427	879274	972077	1841864	323216	290873	2034756	2804576	1284665	2064584	189108	125842	2838527	1069788	1184037	1201125	584655	1717610	1743233	478147	1562394	1805851	626694	1991314	290635	306198	1458156	1296525	1676313	1899240	2889185	3578798	383820	1824353	1722802	1854836	2941687	281432	142048	1720039	1726967	357362	210582	3142722	3943248	3302525	1404173	3961520	4661411	1983599	1996009	618058	5094534	379447	726921	1251391	2149802	2160207	2344228	2472944	1039122	1717610	1764159	1332903	1011403	1162845	739270	487890	1243929	590919	1204987	719759	478594	4609198	625183	1098630	981368	1057032	3197327	5145309	2352622	1848818	142991	112156	1720039	1673240
N1-Methyl-4-pyridone-3-carboxamide	52	50	82	61	51	20	34	58	93	85	43	51	45	51	42	70	50	106	58	73	72	47	52	56	40	45	36	100	42	56	49	53	24	24	68	113	53	91	90	53	58	48	47	29	52	65	53	154	146	53	73	160	221	30	52	49	54	40	50	32	36	38	72	111	100	243	79	249	25	28	56	52	59	72	95	40	41	108	52	74	45	94	42	73	55	39	58	25	64	67	53	61	29	52	55	23	28	33	47	67	80	53	21	102	55	16	52	58	44	32	85	48	56	38	36	52	50	27	67	78	126	90	153	64	29	27	47	46	98	78	75	58	76	91	37	43	78	52	50	49	28	35	36	144	61	149	70	63	130	106	36	56	12	82	43	44	60	28	36	52	55	99	96	36	33	23	33	62	45	75	46	50	46	31	68	59	41	87	62	203	51	52	53	41	145	29	56	57	66	54	45	33	42	97	56	46	164	26	87	68	62	46	57	52	52	207	105	48	50	74	62	61	79	19	46	34	50	37	16	62	52	107	80	25	45	52	50	49	35	40	46	102	64	42	68	59	163	174	111	125	88	31	72	86	67	53	83	52	50	83	71	86	91	68	77	67	66	64	62	55	163	168	406	59	47	53	154	123	184	52	54	64	67	88	135	98	149	68	69	432	549	557	437	448	446	576	494	522	442	82	60	64	57	44	39	61	60	61	77	24	34	52	52	150	62	73	87	28	17	130	158	43	50	60	47	25	23	29	21	29	47	30	54	52	48	84	43	92	27	33	29	56	132	109	88	36	75	161	66	52	66	104	117	106	78	52	74	73	63	43	24	29	56	78	78	60	36	70	41	77	49	49	60	19	57	84	33	52	61	64	30	37	112	65	32	28	40	59	58	40	125	53	71	74	147	150	75	49	85	52	46	53	53	25	56	126	77	13	26	9	10	81	16	26	23	24	41	54	13	8	70	120	52	39
Phenylethylamine	1916	1936	2747	2633	2694	2315	1897	2296	2368	2704	2506	2670	2564	2543	2245	2853	2158	2348	1695	2556	2934	2360	1916	1984	2060	2535	1933	2132	2728	2733	2320	2519	2894	2174	2178	2272	2433	2687	2588	2727	2102	2272	2395	2249	1916	1962	2539	2337	2468	2282	2197	2021	2353	2305	1986	2331	1472	1661	1451	1555	1738	2197	2325	2440	2366	2432	2572	2098	2254	2356	2227	1916	1926	2123	2215	2267	2513	2638	2820	2652	2573	2361	2601	2142	2222	2618	2186	2768	2281	2308	2522	2531	2779	1913	1879	2233	2614	2579	2512	2416	2432	2176	2479	2081	2085	2589	2628	2650	2731	2231	2683	2890	2990	2717	2861	1916	1911	2838	2450	2298	2488	2468	3300	3260	2391	2230	2242	2154	2458	2363	2182	2183	2307	2834	2722	3207	2175	1916	2069	2415	2298	2511	2409	2460	2508	2503	2071	2086	2335	2196	2251	2357	2441	2854	2115	2358	2509	2142	2440	1913	1905	2087	2366	2029	2371	2496	1866	2408	2507	1778	2404	1956	2728	2418	1678	1989	1819	2849	2417	2272	2052	1911	1795	2338	2143	2168	2384	2285	2583	2316	2768	2469	2501	2383	2557	2878	2286	2440	2392	2100	2461	2802	2346	1913	1929	2304	2290	2396	2364	2295	2250	2412	2391	1968	2273	2402	2873	2235	2441	2963	2153	2165	2505	2490	2819	1916	2158	2183	2507	2514	2609	2392	3080	2913	3019	2827	2737	2716	2259	3143	2563	2470	2315	2803	2741	2409	2092	1916	1867	2218	2535	2396	2263	2316	2442	2170	2238	2435	2168	2855	2503	2702	1861	2732	2531	2373	1951	3229	2608	1916	1983	2397	2996	2606	2368	2487	2666	2137	2290	6757	7651	7414	6905	7595	7477	8715	7303	7752	7050	2176	2257	2320	2586	2162	1991	2175	2535	2886	2498	2184	2657	1916	1977	2241	2495	2365	2392	2410	2382	2754	2896	2813	2620	2358	2485	2447	2052	2334	2222	2247	2368	2468	2015	1916	1899	2421	2690	2545	2249	2185	2390	2678	2727	2766	3164	2723	2428	2499	2849	2765	3310	2541	3191	2694	2722	1913	2033	2707	2846	2338	2162	3014	2831	2589	2739	2487	3039	3182	2746	2868	2270	3020	2620	2760	2655	2651	2752	1916	2425	2380	2655	2599	2880	2493	2722	2361	2563	2877	3478	2367	2952	2533	2782	2603	2855	2659	2396	2287	3320	1913	2195	3403	2334	2666	2921	3132	2621	3068	2719	2947	2443	2511	2972	2373	2740	2673	2303	2022	2919	2932	2289	2686	1916	1863
Tyramine	1160	1270	1036	1698	1659	1533	1459	1707	NA	373	1633	1359	1635	1209	1387	2452	1888	1650	1204	2152	1955	2005	1160	1278	126	939	381	148	1272	1493	1597	1966	1865	1449	1039	1468	1405	686	1682	2037	1829	1770	1248	1407	1160	1136	1618	1019	1317	2536	1357	1549	1317	1710	1907	1482	663	788	782	674	656	1109	1407	1422	787	327	864	431	1502	1482	1295	1160	1157	1457	1546	1461	1754	2203	817	1121	1188	813	1495	1407	1133	1246	1242	1748	1138	1294	1798	1528	1230	1159	1338	1388	1753	1724	1609	1426	1370	1072	1978	1454	1122	1601	1644	1966	2064	1470	1415	1325	2296	1988	2082	1160	1440	2098	2039	2062	1412	1641	781	1235	3297	1896	2379	2173	2048	1090	2259	1879	1356	1083	1536	1851	1355	1160	1264	1991	1438	1701	1539	1231	1304	982	1764	1387	1148	1088	1110	1463	1367	1169	1068	1494	1492	1366	1822	1159	1082	1377	1766	945	1290	1383	788	1550	1370	1196	1591	1320	1468	1457	855	931	1310	1302	1031	118	280	1157	972	773	2259	1088	1136	1615	1806	1262	1996	1605	1609	1851	1749	4782	753	2240	1821	1388	1363	1975	1909	1159	1370	NA	NA	1401	2039	2081	2325	2114	2170	1860	1946	1976	2306	1534	1765	2366	1790	1623	1907	1308	1639	1160	1124	1742	1254	1450	1578	1482	1942	1786	1822	1693	1400	1838	1335	1581	1644	1663	1230	1417	1277	1387	589	1160	1089	1620	1667	1877	2440	1965	1642	1160	1298	1413	1092	1585	1697	1837	243	1504	1005	1262	188	NA	1615	1160	1142	1784	2080	1569	1554	1094	1263	1636	1784	5536	6128	5839	6044	6300	5980	6449	5797	6313	6023	1646	1293	1596	1655	1334	1518	1133	1418	1680	1620	3747	1362	1160	1157	1040	1473	2190	1911	1617	1391	1626	1563	1817	1823	1533	1522	1628	485	1109	1596	1527	1220	1590	1378	1160	1296	1500	2163	1636	919	880	1587	1731	2171	2283	1939	1494	4823	1491	1368	1802	2907	1660	1837	1618	2137	1159	1518	1921	2273	1626	1181	1875	2102	1536	1699	1803	1436	2045	2090	1847	695	1957	2050	1369	1059	1582	1734	1160	1265	1624	1616	1607	1529	1407	1440	1413	1354	1930	1677	972	1928	1063	908	1527	1953	1580	3833	2683	1878	1159	1294	2020	115	1069	1794	1839	1694	1709	1413	1739	1110	1112	1744	1467	1546	1358	551	804	2544	2095	1187	1477	1160	1090
Sertraline	47814	49674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47814	49423	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	986016	725866	NA	NA	NA	47814	50098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3058	3037	2872	2812	2972	NA	NA	76	NA	NA	NA	NA	2475706	3172874	NA	47814	49336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	205782	NA	NA	NA	NA	47747	47574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47821	49999	NA	NA	NA	NA	NA	NA	NA	544008	606462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47814	49430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47747	46917	NA	NA	371	256	NA	28	NA	NA	NA	NA	NA	NA	176139	184699	NA	NA	NA	NA	NA	NA	47680	46965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47747	47257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47814	46645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	47814	49740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47814	48184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47814	48207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	217546	NA	NA	NA	NA	NA	NA	NA	47814	46948	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47747	47325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47814	48977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47747	49466	NA	NA	NA	NA	NA	NA	NA	NA	127222	97755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47814	48355
delta-Valerobetaine	7364	8179	8908	6238	5133	1903	5898	7257	18075	25709	15257	12392	5601	8161	10331	6224	4261	20809	7199	6515	15636	8192	7364	7677	5305	9729	7552	26803	10407	10447	10202	9511	5788	6338	18412	9876	5571	7518	3973	7392	7793	6935	16788	4821	7364	6888	6341	8608	14057	8980	8223	11369	14987	8414	9001	11470	7683	7666	7885	7759	7672	10975	9606	11478	4880	21601	10199	24383	13712	14705	5507	7364	7200	17964	8268	4975	6105	9539	4335	3655	3572	6807	9068	13054	5200	8926	10866	7010	16364	7342	4525	4762	2110	7354	8196	4227	4012	3784	6824	9368	7299	10254	4779	3169	2778	5894	6939	4152	2761	4226	4219	3032	2450	2578	11421	7365	6923	10515	11449	16711	12009	10272	6956	4192	5858	8992	5386	5204	20509	13416	4359	3651	29405	9575	7353	7590	6060	7364	7094	7449	9450	5179	9266	22515	6981	47430	10667	9883	13401	3072	1473	6711	3353	10454	5379	5444	4955	3922	4087	7354	7333	11988	11043	5800	7918	3579	3487	9740	13128	5611	5721	15710	19856	5531	8044	2687	2120	7801	6830	50058	4151	7343	7720	4392	25999	4323	7572	4846	6483	4747	3130	7972	6796	17698	11182	12659	19982	9566	11982	6929	12277	5015	4453	7354	7397	16274	7925	4859	6142	2972	2100	5787	7454	3771	6247	6128	5706	8055	3719	9002	7144	17168	12739	2166	4496	7364	7276	3379	3109	3478	18933	18364	22643	20282	9484	12470	5562	9718	4461	8011	6782	2804	8816	4349	3081	4631	9239	7364	7327	14055	16639	9623	8602	2354	1920	9821	3050	5621	15302	8236	8417	7870	31907	5324	11982	10144	23671	12369	14984	7364	7855	3809	6497	5772	5031	7046	27898	8994	7996	7999	8395	8302	7827	7629	8290	8939	7423	8277	7792	7150	7105	5930	5706	32055	7366	8744	5584	4757	6686	11271	13583	7364	7620	31950	9774	10064	7777	5205	4349	19565	23979	9939	9830	3068	3658	15047	6785	6089	4241	6131	3724	2994	19318	7364	7124	13999	5276	9385	3282	5787	7412	3965	18120	10035	5456	6302	5191	12807	10229	7629	7980	33592	4374	3546	7279	7354	7174	8646	3258	3039	3638	3636	15820	15111	7262	5895	1717	2947	3149	5628	21780	9718	11941	3500	4597	12498	10831	7364	7583	6612	3534	6966	10741	10193	7628	2282	4112	8409	13315	8168	7107	6820	9639	5624	9042	9864	14389	11108	12093	7354	7213	8357	6956	8626	6186	9925	17919	6818	94	9980	8072	19702	3950	9396	4740	3374	8079	9535	9182	7413	17960	27734	7364	6932
