sample_id	sample_type	sample_order	raw_file	extraction_date	acquisition_date	lc_column_id
QC_PREFA01	QC-DriftCorrection	6	B0000f_MoTrPAC_Tranche1_HumanAdipose_HP-PREFA01.raw	2024-11-04	2024-11-04	186002015_01133332714818
QC_PREFB01	QC-Pooled	7	B0000g_MoTrPAC_Tranche1_HumanAdipose_HP-PREFB01.raw	2024-11-04	2024-11-04	186002015_01133332714818
11575011103	Sample	8	B0001_MoTrPAC_Tranche1_HumanAdipose_HP-11575011103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11575021103	Sample	9	B0002_MoTrPAC_Tranche1_HumanAdipose_HP-11575021103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11670021103	Sample	10	B0003_MoTrPAC_Tranche1_HumanAdipose_HP-11670021103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11670011103	Sample	11	B0004_MoTrPAC_Tranche1_HumanAdipose_HP-11670011103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11474021103	Sample	12	B0005_MoTrPAC_Tranche1_HumanAdipose_HP-11474021103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11474011103	Sample	13	B0006_MoTrPAC_Tranche1_HumanAdipose_HP-11474011103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11681011103	Sample	14	B0007_MoTrPAC_Tranche1_HumanAdipose_HP-11681011103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11681021103	Sample	15	B0008_MoTrPAC_Tranche1_HumanAdipose_HP-11681021103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11086021103	Sample	16	B0009_MoTrPAC_Tranche1_HumanAdipose_HP-11086021103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11086011103	Sample	17	B0010_MoTrPAC_Tranche1_HumanAdipose_HP-11086011103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11523021103	Sample	18	B0011_MoTrPAC_Tranche1_HumanAdipose_HP-11523021103.raw	2024-11-04	2024-11-04	186002015_01133332714818
11523011103	Sample	19	B0012_MoTrPAC_Tranche1_HumanAdipose_HP-11523011103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11773011103	Sample	20	B0013_MoTrPAC_Tranche1_HumanAdipose_HP-11773011103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11560011103	Sample	21	B0014_MoTrPAC_Tranche1_HumanAdipose_HP-11560011103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11560021103	Sample	22	B0015_MoTrPAC_Tranche1_HumanAdipose_HP-11560021103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11740021103	Sample	23	B0016_MoTrPAC_Tranche1_HumanAdipose_HP-11740021103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11740011103	Sample	24	B0017_MoTrPAC_Tranche1_HumanAdipose_HP-11740011103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11184021103	Sample	25	B0018_MoTrPAC_Tranche1_HumanAdipose_HP-11184021103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11184011103	Sample	26	B0019_MoTrPAC_Tranche1_HumanAdipose_HP-11184011103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11578011103	Sample	27	B0020_MoTrPAC_Tranche1_HumanAdipose_HP-11578011103.raw	2024-11-04	2024-11-05	186002015_01133332714818
QC_PREFA02	QC-DriftCorrection	28	B0020a_MoTrPAC_Tranche1_HumanAdipose_HP-PREFA02.raw	2024-11-04	2024-11-05	186002015_01133332714818
QC_PREFB02	QC-Pooled	29	B0020b_MoTrPAC_Tranche1_HumanAdipose_HP-PREFB02.raw	2024-11-04	2024-11-05	186002015_01133332714818
11578021103	Sample	30	B0021_MoTrPAC_Tranche1_HumanAdipose_HP-11578021103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11124011103	Sample	31	B0022_MoTrPAC_Tranche1_HumanAdipose_HP-11124011103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11519011103	Sample	32	B0023_MoTrPAC_Tranche1_HumanAdipose_HP-11519011103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11519021103	Sample	33	B0024_MoTrPAC_Tranche1_HumanAdipose_HP-11519021103.raw	2024-11-04	2024-11-05	186002015_01133332714818
11737021103	Sample	34	B0025_MoTrPAC_Tranche1_HumanAdipose_HP-11737021103.raw	2024-11-04	2024-11-05	186002015_01133332714818
