concept_id,respell
toilets.where-toilet,hwah-jahng-shee-ree uh-dee-yeh-yo
accessibility.step-free,gyeh-dahn uhm-nuhn geel ee-ssuh-yo
building-help.what-room-number-is-this,yuh-gee myuht hoh-shee-ree-eh-yo
in-a-building.is-this-the-correct-entrance,ee eep-goo mah-jah-yo
building-words.elevator,ehl-lee-beh-ee-tuh
pronouns-verbs.i-me,juh
question-words.what,mwuh
medical-conditions.i-am-diabetic,dahng-nyo-byuhng-ee ee-ssuh-yo
pharmacy-symptoms.which-pharmacy-is-open-now,jee-guhm moon yuhn yahk-gook uh-dee-yeh-yo
police-consulate.where-is-the-police-station,gyuhng-chahl-suh-gah uh-dee-yeh-yo
body-parts.head,muh-ree
emergency-medical.help,doh-wah-joo-seh-yo
lost-rescue.i-lost-my-passport,yuh-gwuh-nuhl ee-ruh-buh-ryuh-ssuh-yo
dietary-needs.no-meat,goh-gee ppeh joo-seh-yo
food-ordering.table-for-two,doo myuhng-ee-yo
weather.forecast,eel-gee-yeh-boh-gah uh-tteh-yo
trail-words.trail,duhng-sahn-noh
hiking-parks.is-this-the-way-to,{} gah-nuhn gee-ree-eh-yo
trail-conditions.how-long-is-the-full-route,juhn-cheh guh-ree-gah uhl-mah-yeh-yo
trail-transport.how-long-is-the-queue,joo-ree uhl-mah-nah gee-ruh-yo
trail-warnings.open,geh-bahng
trail-landmarks.trail-marker,ee-juhng-pyo
laundry.please-wash-these-clothes,ee oht seh-tah-keh joo-seh-yo
hotel-words.passport,yuh-gwuhn
hotel-basics.are-any-rooms-available,been bahng ee-ssuh-yo
hotel-requests.can-i-check-out-later,cheh-kuh-ah-oot nuht-geh dweh-yo
room-problems.there-is-a-problem-with-the-room,bahng-eh moon-jeh-gah ee-ssuh-yo
introductions.my-name-is,juh-nuhn {}-eem-nee-dah
atm-cash.where-is-an-atm,hyuhn-guh-meen-chool-gee uh-dee-yeh-yo
numbers-money.l-ng,yuhng
attractions-tickets.where-can-i-buy-tickets,pyo uh-dee-suh sah-yo
payment-receipt.pay-by-card,kah-duh-roh dweh-yo
shopping.i-am-just-looking,guh-nyahng bohl-geh-yo
color-size-returns.do-you-have-another-color,dah-ruhn sehk ee-ssuh-yo
tax-refund.can-i-get-a-tax-refund,tehk-suh-ree-puhn dweh-yo
sim-data.i-would-like-a-tourist-sim,yuh-hehng-jah-yohng yoo-sheem joo-seh-yo
children.cannot-find-my-child,ah-ee-ruhl moht chaht-geh-ssuh-yo
etiquette.is-this-allowed,ee-guh heh-doh dweh-yo
social-basics.hello,ahn-nyuhng-hah-seh-yo
communication.i-do-not-speak-this-language,hahn-goo-guh moh-teh-yo
quick-responses.please-go-ahead,guh-ruh-seh-yo
phone-translation.i-am-using-phone-translation,buh-nyuhk-gee ssuh-goh ee-ssuh-yo
phone-text-power.please-type-it-for-me,eem-nyuh-keh joo-seh-yo
time-scheduling.what-time-is-it,myuht shee-yeh-yo
time-words.today,oh-nuhl
days-of-week.monday,wuh-ryo-eel
months.january,ee-rwuhl
border-customs.i-am-a-tourist,gwahn-gwahng-uh-roh wah-ssuh-yo
directions.where-is,{} uh-dee-yeh-yo
quick-directions.go-straight,jjook gah-seh-yo
taxi.please-take-me-here,yuh-gee-roh gah joo-seh-yo
transit-rides.two-tickets,pyo doo jahng-ee-yo
pickup-meeting.where-is-the-pickup-point,pee-guhp jahng-soh uh-dee-yeh-yo
rail-station-words.high-speed-rail,goh-sohk-chuhl-doh
common-signs.open-on,yuhl-leem
utility-templates.i-want-to-go-to,{}-eh gah-goh shee-puh-yo
toilets.where-public-toilet,gohng-joong-hwah-jahng-shee-ree uh-dee-yeh-yo
accessibility.wheelchair-access,hweel-cheh-uh ee-yohng gah-nuhng-heh-yo
building-help.i-am-lost,gee-ruhl ee-ruh-ssuh-yo
building-words.stairs,gyeh-dahn
pronouns-verbs.we-us,juh-hee
question-words.where,uh-dee
medical-conditions.i-need-insulin,een-shyool-lee-nee pee-ryo-heh-yo
pharmacy-symptoms.i-need-medicine-for,{} yah-gee pee-ryo-heh-yo
police-consulate.i-want-to-report-a-theft,doh-nahn sheen-goh-hah-goh sheep-suhm-nee-dah
body-parts.stomach,beh
emergency-medical.please-call-an-ambulance,goo-guhp-chah-ruhl bool-luh joo-seh-yo
lost-rescue.i-lost-my-phone,hyoo-deh-poh-nuhl ee-ruh-buh-ryuh-ssuh-yo
dietary-needs.no-eggs,gyeh-rahn ppeh joo-seh-yo
food-ordering.is-a-table-available,jah-ree ee-ssuh-yo
weather.will-it-rain,oh-nuhl bee wah-yo
trail-words.trailhead,duhng-sahn-noh eep-goo
hiking-parks.where-is-the-trailhead,duhng-sahn-noh eep-goo uh-dee-yeh-yo
trail-conditions.can-we-return-the-same-way,gah-tuhn geel-loh doh-rah-wah-doh dweh-yo
trail-transport.what-time-is-the-last-shuttle,mahk-chah shyuh-tuh-ree myuht shee-yeh-yo
trail-warnings.closed,pyeh-sweh
trail-landmarks.fork-junction,gahl-leem-geel
laundry.where-is-a-laundromat,ppahl-leh-bahng-ee uh-dee-yeh-yo
hotel-words.room-key-card,kah-duh-kee
hotel-basics.there-are-two-of-us,doo myuhng-ee-eh-yo
hotel-requests.what-time-does-breakfast-start,joh-sheek myuht shee-boo-tuh-yeh-yo
room-problems.the-air-conditioning-is-broken,eh-uh-kuh-nee goh-jahng-nah-ssuh-yo
introductions.nice-to-meet-you,bahn-gahp-suhm-nee-dah
atm-cash.does-this-atm-take-foreign-cards,weh-gook kah-duh dweh-yo
numbers-money.y,eel
attractions-tickets.do-i-need-a-reservation,yeh-yah-keh-yah heh-yo
payment-receipt.pay-cash,hyuhn-guh-muh-roh dweh-yo
shopping.how-much-is-this,ee-guh uhl-mah-yeh-yo
color-size-returns.do-you-have-another-size,dah-ruhn sah-ee-juh ee-ssuh-yo
sim-data.may-i-use-your-wifi,wah-ee-pah-ee ssuh-doh dweh-yo
children.make-an-announcement,ahn-neh bahng-sohng heh joo-seh-yo
etiquette.is-tipping-expected,tee-buhl jwuh-yah heh-yo
social-basics.hello-polite,ahn-nyuhng-hah-sheem-nee-kkah
communication.i-speak-only-a-little-of-this,hahn-goo-guh joh-guhm-mahn heh-yo
quick-responses.yes-right,neh
phone-translation.please-speak-toward-the-phone,hyoo-deh-poh-neh mahl-ssuhm-heh joo-seh-yo
phone-translation.please-write-the-place-name,jee-myuhng-uhl hahn-goo-guh-roh ssuh joo-seh-yo
time-scheduling.how-many-minutes,myuht boo-nee-eh-yo
time-words.tomorrow,neh-eel
days-of-week.tuesday,hwah-yo-eel
months.february,ee-wuhl
border-customs.here-is-my-passport,yuh-gwuhn yuh-gee ee-ssuh-yo
directions.how-do-i-get-to,{} uh-ttuh-keh gah-yo
quick-directions.turn-left,wehn-jjoh-guh-roh gah-seh-yo
taxi.please-send-me-the-address,joo-soh-ruhl boh-neh joo-seh-yo
transit-rides.where-is-the-subway-station,jee-hah-chuhl-lyuh-gee uh-dee-yeh-yo
place-words.visitor-center,ahn-neh-sehn-tuh
pickup-meeting.please-send-me-the-pickup-point,pee-guhp jahng-soh-ruhl boh-neh joo-seh-yo
common-signs.closed-off,dah-cheem
utility-templates.please-give-me,{} joo-seh-yo
toilets.may-i-use-the-toilet,hwah-jahng-sheel ssuh-doh dwehl-kkah-yo
accessibility.elevator,ehl-lee-beh-ee-tuh ee-ssuh-yo
building-help.where-is-reception,ahn-neh-deh-suh-kuh uh-dee-yeh-yo
in-a-building.do-you-have-wi-fi,wah-ee-pah-ee ee-ssuh-yo
building-words.entrance,eep-goo
pronouns-verbs.you,dahng-sheen
question-words.who,noo-goo
medical-conditions.i-have-asthma,chuhn-shee-gee ee-ssuh-yo
pharmacy-symptoms.i-have-a-fever,yuh-ree nah-yo
police-consulate.my-bag-was-stolen,gah-bahng-uhl doh-nahn-dahng-heht-suhm-nee-dah
body-parts.back,duhng
emergency-medical.i-need-a-doctor,ee-sah-gah pee-ryo-hahm-nee-dah
lost-rescue.please-call-the-police,gyuhng-chah-ruhl bool-luh joo-seh-yo
dietary-needs.not-spicy,ahn mehp-geh heh joo-seh-yo
food-ordering.menu-please,meh-nyoo joo-seh-yo
weather.is-it-safe-today,oh-nuhl ahn-juhn-heh-yo
trail-words.summit,juhng-sahng
hiking-parks.how-long-to-the-summit,juhng-sahng-kkah-jee uhl-mah-nah guhl-lyuh-yo
trail-conditions.can-we-return-before-dark,heh jee-gee juh-neh doh-rah-wah-yo
trail-transport.when-does-the-cableway-stop,keh-ee-buhl-kah myuht shee-kkah-jee-yeh-yo
trail-warnings.maintenance,juhng-bee joong
trail-landmarks.boardwalk-cliff-path,deh-kuh-geel
laundry.when-will-it-be-ready,uhn-jeh dah dweh-yo
hotel-words.check-in,cheh-kuh-een
hotel-basics.i-have-a-reservation,yeh-yah-keh-ssuh-yo
hotel-requests.can-i-store-my-luggage,jeem maht-geel soo ee-ssuh-yo
room-problems.there-is-no-hot-water,ohn-soo-gah ahn nah-wah-yo
introductions.what-is-your-name,ee-ruh-mee uh-ttuh-keh dweh-seh-yo
atm-cash.the-atm-kept-my-card,gee-gyeh-gah kah-duh-ruhl muh-guh-ssuh-yo
numbers-money.r,ee
attractions-tickets.what-is-the-latest-entry-time,eep-jahng mah-gah-mee myuht shee-yeh-yo
payment-receipt.pay-by-qr-code,kyoo-ahl-koh-duh-roh dweh-yo
shopping.that-is-too-expensive,nuh-moo bee-ssah-yo
color-size-returns.may-i-try-it-on,ee-buh bwah-doh dweh-yo
sim-data.how-much-data-is-included,deh-ee-tuh uhl-mah-nah dweh-yo
children.child-age,ah-ee-gah {}-sah-ree-eh-yo
etiquette.is-service-included,bohng-sah-ryo poh-hah-mee-eh-yo
social-basics.good-morning,ahn-nyuhng-hah-seh-yo
communication.do-you-speak-english,yuhng-uh hah-seh-yo
quick-responses.no-not,ah-nee-yo
phone-translation.one-sentence-at-a-time-please,hahn moon-jahng-ssheek mahl-ssuhm-heh joo-seh-yo
phone-text-power.please-use-simple-words,swee-oon mahl-loh heh joo-seh-yo
time-scheduling.what-time-should-we-meet,myuht shee-eh mahn-nahl-kkah-yo
time-words.yesterday,uh-jeh
days-of-week.wednesday,soo-yo-eel
months.march,sah-mwuhl
border-customs.i-am-staying-for-days,{}-eel ee-ssuhl guh-yeh-yo
directions.is-it-far,muh-ruh-yo
quick-directions.turn-right,oh-ruhn-jjoh-guh-roh gah-seh-yo
taxi.we-need-the-east-gate-not-the-south-gate,nahm-moon ah-nee-goh dohng-moo-nee-eh-yo
transit-rides.does-this-bus-train-go-to,ee-guh {} gah-yo
place-words.railway-station,gee-chah-yuhk
pickup-meeting.please-pick-us-up-here,yuh-gee-roh wah joo-seh-yo
rail-station-words.transfer,hwahn-suhng
common-signs.occupied,sah-yohng joong
utility-templates.may-i,{} heh-doh dweh-yo
toilets.is-it-only-for-customers,sohn-neem-mahn ssuhl soo ee-ssuh-yo
accessibility.ramp,gyuhng-sah-roh ee-ssuh-yo
building-help.where-is-a-power-outlet,kohn-sehn-tuh-gah uh-dee-yeh-yo
in-a-building.what-is-the-wi-fi-password,wah-ee-pah-ee bee-meel-buhn-hoh mwuh-yeh-yo
building-words.exit,chool-goo
pronouns-verbs.you-polite,suhn-sehng-neem
question-words.which-one,uh-nuh guht
medical-conditions.i-have-a-heart-condition,sheem-jahng-byuhng-ee ee-ssuh-yo
pharmacy-symptoms.i-have-diarrhea,suhl-sah-ruhl heh-yo
police-consulate.my-passport-was-stolen,yuh-gwuh-nuhl doh-nahn-dahng-heht-suhm-nee-dah
body-parts.throat,mohk
emergency-medical.i-am-sick,moh-mee ah-puhm-nee-dah
lost-rescue.we-are-here,juh-hee-nuhn yuh-gee ee-ssuh-yo
dietary-needs.less-spicy,duhl mehp-geh heh joo-seh-yo
food-ordering.i-want-this,ee-guh joo-seh-yo
weather.how-cold-at-night,bah-meh uhl-mah-nah choo-wuh-yo
trail-words.viewpoint,juhn-mahng-deh
hiking-parks.how-long-to-the-viewpoint,juhn-mahng-deh-kkah-jee uhl-mah-nah guhl-lyuh-yo
