concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
building-help.what-room-number-is-this,ນີ້ຫ້ອງເລກເທົ່າໃດ,,nihonglékthaodai,niː˥˨hɔːŋ˧˩leːk˥˨tʰaw˧daj˩,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
building-help.i-am-lost,ຂ້ອຍຫຼົງທາງ,,khoylôngthang,kʰɔːj˧˩loŋ˩tʰaːŋ˧˥,,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
building-help.where-is-reception,ບ່ອນຕ້ອນຮັບຢູ່ໃສ,,bontonhapyousai,bɔːn˧tɔːn˥˨hap˧juː˧saj˩,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
building-help.where-is-a-power-outlet,ປັກສຽບໄຟຢູ່ໃສ,,paksiapfaiyousai,pak˧˥sia̯p˧˩faj˧˥juː˧saj˩,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
accessibility.step-free,ມີທາງທີ່ບໍ່ມີຂັ້ນໄດບໍ່,,mithangthibomikhandaibo,miː˧˥tʰaːŋ˧˥tʰiː˧bɔː˧miː˧˥kʰan˧˩daj˩bɔː˧,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.wheelchair-access,ລໍ້ເລື່ອນເຂົ້າໄດ້ບໍ່,,loluankhaodaibo,lɔː˥˨lɯa̯n˧kʰaw˧˩daj˥˨bɔː˧,ລໍ້ເລື່ອນ is the Lao term for a wheelchair,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.elevator,ມີລິບບໍ່,,milipbo,miː˧˥lip˧bɔː˧,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.ramp,ມີທາງລາດບໍ່,,mithanglatbo,miː˧˥tʰaːŋ˧˥laːt˥˨bɔː˧,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.how-many-steps,ມີຈັກຂັ້ນ,,michakkhan,miː˧˥cak˧˥kʰan˧˩,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.cannot-climb-stairs,ຂ້ອຍຂຶ້ນຂັ້ນໄດບໍ່ໄດ້,,khoykhunkhandaibodai,kʰɔːj˧˩kʰɯn˧˩kʰan˧˩daj˩bɔː˧daj˥˨,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.need-to-sit-down,ຂ້ອຍຕ້ອງນັ່ງລົງ,,khoytongnanglông,kʰɔːj˧˩tɔːŋ˥˨naŋ˧loŋ˧˥,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.accessible-restroom,ມີຫ້ອງນ້ຳສຳລັບຄົນພິການບໍ່,,mihongnamsamlapkhônphikanbo,miː˧˥hɔːŋ˧˩nam˥˨sam˩lap˧kʰon˧˥pʰiʔ˧kaːn˩bɔː˧,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.station-assistance,ຢູ່ສະຖານີມີຄົນຊ່ວຍບໍ່,,yousathanimikhônxouaybo,juː˧saʔ˧˥tʰaː˩niː˧˥miː˧˥kʰon˧˥sua̯j˧bɔː˧,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.help-me-carry,ກະລຸນາຊ່ວຍຂ້ອຍຍົກອັນນີ້,,kalounaxouaykhoygnôkanni,kaʔ˧˥luʔ˧naː˧˥sua̯j˧kʰɔːj˧˩ɲok˧ʔan˩niː˥˨,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.board-first,ຂ້ອຍຂຶ້ນກ່ອນໄດ້ບໍ່,,khoykhunkondaibo,kʰɔːj˧˩kʰɯn˧˩kɔːn˧daj˥˨bɔː˧,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.door-width,ປະຕູກວ້າງເທົ່າໃດ,,patoukvangthaodai,paʔ˧˥tuːk˧˩waːŋ˥˨tʰaw˧daj˩,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.wheelchair-width,ລໍ້ເລື່ອນຂ້ອຍກວ້າງ {} ຊັງຕີແມັດ,,loluankhoykoang {} xangtimèt,lɔː˥˨lɯa̯n˧kʰɔːj˧˩kwaːŋ˥˨ {} saŋ˧˥tiː˩mɛt˧,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.hard-of-hearing,ຂ້ອຍຫູບໍ່ດີ,,khoyhoubodi,kʰɔːj˧˩huː˩bɔː˧diː˩,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.speak-louder,ກະລຸນາປາກດັງໆ,,kalounapakdangdang,kaʔ˧˥luʔ˧naː˧˥paːk˧˩daŋ˩daŋ˩,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.visually-impaired,ຂ້ອຍຕາບໍ່ດີ,,khoytabodi,kʰɔːj˧˩taː˩bɔː˧diː˩,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.take-your-arm,ຈັບແຂນເຈົ້າໄດ້ບໍ່,,chapkhènchaodaibo,cap˧˥kʰɛːn˩caw˥˨daj˥˨bɔː˧,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
accessibility.guide-dog,ນີ້ແມ່ນໝານຳທາງຂອງຂ້ອຍ,,nimènmanamthangkhongkhoy,niː˥˨mɛːn˧maː˩nam˧˥tʰaːŋ˧˥kʰɔːŋ˩kʰɔːj˧˩,,2,Lao PDR Ministry of Labour and Social Welfare accessibility terminology and public signage;ipa=lo-g2p
in-a-building.is-this-the-correct-entrance,ນີ້ແມ່ນທາງເຂົ້າທີ່ຖືກບໍ່,,nimènthangkhaothithukbo,niː˥˨mɛːn˧tʰaːŋ˧˥kʰaw˧˩tʰiː˧tʰɯːk˧˩bɔː˧,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
in-a-building.do-you-have-wi-fi,ມີວາຍຟາຍບໍ່,,mivayfaybo,miː˧˥waːj˧˥faːj˧˥bɔː˧,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
in-a-building.what-is-the-wi-fi-password,ລະຫັດວາຍຟາຍແມ່ນຫຍັງ,,lahatvayfaymèngnang,laʔ˧hat˧˥waːj˧˥faːj˧˥mɛːn˧ɲaŋ˩,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
in-a-building.which-floor,ຊັ້ນໃດ,,xandai,san˥˨daj˩,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
toilets.where-toilet,ຫ້ອງນ້ຳຢູ່ໃສ,ສຸຂາ,hongnamyousai,hɔːŋ˧˩nam˥˨juː˧saj˩,ຫ້ອງນ້ຳ is literally 'water room' and is what a Lao speaker says; ສຸຂາ is the written form,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
toilets.where-public-toilet,ຫ້ອງນ້ຳສາທາລະນະຢູ່ໃສ,,hongnamsathalanayousai,hɔːŋ˧˩nam˥˨saː˩tʰaː˧˥laʔ˧naʔ˧juː˧saj˩,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
