concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
social-basics.hello,ສະບາຍດີ,,sabaydi,saʔ˧˥baːj˩diː˩,"the ordinary greeting at any hour, and also 'how are you'",2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
social-basics.hello-polite,ສະບາຍດີເຈົ້າ,,sabaydichao,saʔ˧˥baːj˩diː˩caw˥˨,"ເຈົ້າ is the polite final particle and is not gendered, unlike Thai khrap/kha",2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
social-basics.good-morning,ສະບາຍດີຕອນເຊົ້າ,,sabayditonxao,saʔ˧˥baːj˩diː˩tɔːn˩saw˥˨,literally 'hello in the morning',2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
social-basics.good-evening,ສະບາຍດີຕອນແລງ,,sabayditonlèng,saʔ˧˥baːj˩diː˩tɔːn˩lɛːŋ˧˥,literally 'hello in the evening',2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
social-basics.goodbye,ລາກ່ອນ,,lakon,laː˧˥kɔːn˧,literally 'take leave first',2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
social-basics.thank-you,ຂອບໃຈ,ຂອບໃຈຫຼາຍໆ,khopchai,kʰɔːp˧˩caj˩,ຂອບໃຈຫຼາຍໆ is 'thank you very much',2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
social-basics.you-are-welcome,ບໍ່ເປັນຫຍັງ,,bopéngnang,bɔː˧pen˩ɲaŋ˩,literally 'it is not anything'; the same phrase answers an apology,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
social-basics.excuse-me-sorry,ຂໍໂທດ,,khothôt,kʰɔː˩tʰoːt˥˨,opens a request to a stranger as well as apologising,2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
social-basics.sorry,ຂໍອະໄພ,,khoaphai,kʰɔː˩ʔaʔ˧˥pʰaj˧˥,"the more formal apology, for something that has gone wrong",2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
social-basics.no-problem,ບໍ່ເປັນຫຍັງ,,bopéngnang,bɔː˧pen˩ɲaŋ˩,Lao answers both 'you are welcome' and 'no problem' with one phrase,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
social-basics.i-do-not-know,ຂ້ອຍບໍ່ຮູ້,,khoybohou,kʰɔːj˧˩bɔː˧huː˥˨,,2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
social-basics.good-night,ຝັນດີ,,fandi,fan˩diː˩,literally 'dream well',2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
social-basics.okay-fine-i-am-okay,ຂ້ອຍສະບາຍດີ,,khoysabaydi,kʰɔːj˧˩saʔ˧˥baːj˩diː˩,,2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
communication.i-do-not-speak-this-language,ຂ້ອຍປາກພາສາ{target}ບໍ່ໄດ້,,khoypakphasa{target}bodai,kʰɔːj˧˩paːk˧˩pʰaː˧˥saː˩ {target} bɔː˧daj˥˨,literally 'I speak the {target} language not-able',2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
communication.i-speak-only-a-little-of-this,ຂ້ອຍປາກພາສາ{target}ໄດ້ໜ້ອຍໜຶ່ງ,,khoypakphasa{target}dainoynung,kʰɔːj˧˩paːk˧˩pʰaː˧˥saː˩ {target} daj˥˨nɔːj˧˩nɯŋ˧,,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
communication.do-you-speak-english,ເຈົ້າປາກພາສາ{source}ໄດ້ບໍ່,,chaopakphasa{source}daibo,caw˥˨paːk˧˩pʰaː˧˥saː˩ {source} daj˥˨bɔː˧,ບໍ່ at the end makes it a yes/no question,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
communication.please-speak-more-slowly,ກະລຸນາປາກຊ້າໆ,,kalounapakxaxa,kaʔ˧˥luʔ˧naː˧˥paːk˧˩saː˥˨saː˥˨,"ໆ repeats the syllable before it, which is how Lao makes an adverb gentler",2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
communication.i-do-not-understand-spoken,ຂ້ອຍຟັງບໍ່ເຂົ້າໃຈ,,khoyfangbokhaochai,kʰɔːj˧˩faŋ˧˥bɔː˧kʰaw˧˩caj˩,literally 'I listen and do not understand',2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
communication.i-cannot-read-understand,ຂ້ອຍອ່ານບໍ່ໄດ້,,khoyanbodai,kʰɔːj˧˩ʔaːn˧bɔː˧daj˥˨,,2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
communication.please-say-it-again,ກະລຸນາປາກອີກເທື່ອໜຶ່ງ,,kalounapakikthuanung,kaʔ˧˥luʔ˧naː˧˥paːk˧˩ʔiːk˧˩tʰɯa̯˧nɯŋ˧,literally 'please speak one more time',2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
communication.please-write-it-down,ກະລຸນາຂຽນໃສ່ເຈ້ຍ,,kalounakhiansaichia,kaʔ˧˥luʔ˧naː˧˥kʰia̯n˩saj˧cia̯˥˨,literally 'please write on paper',2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
communication.please-wait-a-moment,ກະລຸນາຖ້າບຶດໜຶ່ງ,,kalounathabutnung,kaʔ˧˥luʔ˧naː˧˥tʰaː˧˩bɯt˧˥nɯŋ˧,ບຶດໜຶ່ງ is 'a moment',2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
communication.can-you-help-me,ຊ່ວຍຂ້ອຍໄດ້ບໍ່,,xouaykhoydaibo,sua̯j˧kʰɔːj˧˩daj˥˨bɔː˧,,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
communication.please-show-me-the-text,ກະລຸນາໃຫ້ຂ້ອຍເບິ່ງເປັນພາສາ{target},,kalounahaikhoybeungpénphasa{target},kaʔ˧˥luʔ˧naː˧˥haj˧˩kʰɔːj˧˩bɤŋ˧pen˩pʰaː˧˥saː˩ {target},literally 'please let me look at it in the {target} language',2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
communication.i-cannot-make-out-what-you-are-saying,ຂ້ອຍຟັງເຈົ້າບໍ່ຮູ້ເລື່ອງ,,khoyfangchaobohouluang,kʰɔːj˧˩faŋ˧˥caw˥˨bɔː˧huː˥˨lɯa̯ŋ˧,literally 'I listen to you and do not follow the matter',2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
communication.i-do-not-understand,ຂ້ອຍບໍ່ເຂົ້າໃຈ,,khoybokhaochai,kʰɔːj˧˩bɔː˧kʰaw˧˩caj˩,,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
communication.i-cannot-read-it,ຂ້ອຍອ່ານບໍ່ອອກ,,khoyanbook,kʰɔːj˧˩ʔaːn˧bɔː˧ʔɔːk˧˩,literally 'I read and it does not come out',2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
communication.please-write-it-in-roman-letters,ກະລຸນາຂຽນເປັນຕົວອັກສອນລາຕິນ,,kalounakhianpéntouaaksonlatin,kaʔ˧˥luʔ˧naː˧˥kʰia̯n˩pen˩tua̯˩ʔak˧˥sɔːn˩laː˧˥tin˩,literally 'please write in Latin letters',2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
quick-responses.please-go-ahead,ເຊີນ,,xeun,sɤːn˧˥,the word a Lao host says to invite you to go first,2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
quick-responses.yes-right,ແມ່ນ,,mèn,mɛːn˧,answers 'is it?' rather than 'do you?',2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
quick-responses.no-not,ບໍ່,,bo,bɔː˧,the general negator; ບໍ່ແມ່ນ denies an identity,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
quick-responses.okay-can,ໄດ້,,dai,daj˥˨,"literally 'able', and it is how Lao says yes to a request",2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
quick-responses.cannot-not-allowed,ບໍ່ໄດ້,,bodai,bɔː˧daj˥˨,,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
quick-responses.works-okay,ໃຊ້ໄດ້,,xaidai,saj˥˨daj˥˨,literally 'usable',2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
quick-responses.does-not-work-no,ໃຊ້ບໍ່ໄດ້,,xaibodai,saj˥˨bɔː˧daj˥˨,,2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
quick-responses.can-possible,ໄດ້,,dai,daj˥˨,,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
quick-responses.cannot-not-possible,ບໍ່ໄດ້,,bodai,bɔː˧daj˥˨,,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
quick-responses.okay-fine,ໂອເຄ,ດີ,ôkhé,ʔoː˩kʰeː˧˥,the English loan is what a young Vientiane speaker says; ດີ is 'good',2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
quick-responses.no-good-not-allowed-will-not-work,ໃຊ້ບໍ່ໄດ້,,xaibodai,saj˥˨bɔː˧daj˥˨,,2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
phone-translation.i-am-using-phone-translation,ຂ້ອຍໃຊ້ໂທລະສັບແປພາສາ,,khoyxaithlôsappèphasa,kʰɔːj˧˩saj˥˨tʰloʔ˧sap˧˥pɛː˩pʰaː˧˥saː˩,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
phone-translation.please-speak-toward-the-phone,ກະລຸນາປາກໃສ່ໂທລະສັບ,,kalounapaksaithlôsap,kaʔ˧˥luʔ˧naː˧˥paːk˧˩saj˧tʰloʔ˧sap˧˥,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
phone-translation.please-write-the-place-name,ກະລຸນາຂຽນຊື່ສະຖານທີ່ເປັນພາສາ{target},,kalounakhianxusathanthipénphasa{target},kaʔ˧˥luʔ˧naː˧˥kʰia̯n˩sɯː˧saʔ˧˥tʰaːn˩tʰiː˧pen˩pʰaː˧˥saː˩ {target},,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
phone-translation.one-sentence-at-a-time-please,ກະລຸນາປາກເທື່ອລະປະໂຫຍກ,,kalounapakthualapagnôk,kaʔ˧˥luʔ˧naː˧˥paːk˧˩tʰɯa̯˧laʔ˧paʔ˧˥ɲoːk˧˩,literally 'please speak one sentence at a turn',2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
phone-translation.please-type-it-and-show-me,ກະລຸນາພິມແລ້ວໃຫ້ຂ້ອຍເບິ່ງ,,kalounaphimlèohaikhoybeung,kaʔ˧˥luʔ˧naː˧˥pʰim˧˥lɛːw˥˨haj˧˩kʰɔːj˧˩bɤŋ˧,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
phone-translation.please-look-at-the-screen,ກະລຸນາເບິ່ງໜ້າຈໍ,,kalounabeungnacho,kaʔ˧˥luʔ˧naː˧˥bɤŋ˧naː˧˩cɔː˩,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
phone-text-power.please-type-it-for-me,ກະລຸນາພິມໃຫ້ຂ້ອຍ,,kalounaphimhaikhoy,kaʔ˧˥luʔ˧naː˧˥pʰim˧˥haj˧˩kʰɔːj˧˩,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
phone-text-power.please-use-simple-words,ກະລຸນາໃຊ້ຄຳງ່າຍໆ,,kalounaxaikhamngayngay,kaʔ˧˥luʔ˧naː˧˥saj˥˨kʰam˧˥ŋaːj˧ŋaːj˧,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
phone-text-power.my-phone-battery-is-low,ແບັດເຕີຣີໂທລະສັບຂ້ອຍໃກ້ໝົດ,,bètteurithlôsapkhoykaimôt,bɛt˧˥tɤː˩riː˧˥tʰloʔ˧sap˧˥kʰɔːj˧˩kaj˥˨mot˧˥,literally 'my phone battery is near finished',2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
phone-text-power.do-you-have-a-power-bank,ມີແບັດສຳຮອງບໍ່,,mibètsamhongbo,miː˧˥bɛt˧˥sam˩hɔːŋ˧˥bɔː˧,literally 'is there a reserve battery',2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
phone-text-power.the-translation-may-be-inaccurate,ການແປອາດຈະບໍ່ຖືກຕ້ອງ,,kanpèatchabothuktong,kaːn˩pɛː˩ʔaːt˧˩caʔ˧˥bɔː˧tʰɯːk˧˩tɔːŋ˥˨,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
phone-text-power.please-confirm,ກະລຸນາຢືນຢັນ,,kalounayunyan,kaʔ˧˥luʔ˧naː˧˥jɯːn˩jan˩,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
phone-text-power.may-i-charge-my-phone-here,ສາກໂທລະສັບຢູ່ນີ້ໄດ້ບໍ່,,sakthlôsapyounidaibo,saːk˧˩tʰloʔ˧sap˧˥juː˧niː˥˨daj˥˨bɔː˧,,2,"Kerr, Allen D., *Lao-English Dictionary* (Catholic University of America Press, 1972);ipa=lo-g2p"
sim-data.i-would-like-a-tourist-sim,ຂ້ອຍຢາກໄດ້ຊິມສຳລັບນັກທ່ອງທ່ຽວ,,khoyyakdaiximsamlapnakthongthiao,kʰɔːj˧˩jaːk˧˩daj˥˨sim˧˥sam˩lap˧nak˧tʰɔːŋ˧tʰia̯w˧,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
sim-data.may-i-use-your-wifi,ໃຊ້ວາຍຟາຍໄດ້ບໍ່,,xaivayfaydaibo,saj˥˨waːj˧˥faːj˧˥daj˥˨bɔː˧,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
sim-data.how-much-data-is-included,ມີເນັດເທົ່າໃດ,,minétthaodai,miː˧˥net˧tʰaw˧daj˩,"ເນັດ, from English 'net', is what a Lao shop says for mobile data",2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
sim-data.do-you-need-my-passport,ຕ້ອງການໜັງສືຜ່ານແດນຂອງຂ້ອຍບໍ່,,tongkannangsuphandènkhongkhoybo,tɔːŋ˥˨kaːn˩naŋ˩sɯː˩pʰaːn˧dɛːn˩kʰɔːŋ˩kʰɔːj˧˩bɔː˧,,2,"Lao PDR public signage and announcement wording (Wattay International Airport, Vientiane Capital public notices);ipa=lo-g2p"
