concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
emergency-medical.help,ຊ່ວຍດ້ວຍ,,xouaydouay,sua̯j˧dua̯j˥˨,"the shout, not a request",2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
emergency-medical.please-call-an-ambulance,ກະລຸນາໂທຫາລົດໂຮງໝໍ,,kalounathôhalôthôngmo,kaʔ˧˥luʔ˧naː˧˥tʰoː˧˥haː˩lot˧hoːŋ˧˥mɔː˩,"ລົດໂຮງໝໍ, literally 'hospital vehicle', is the ordinary Lao for an ambulance",2,"Ministry of Health, Lao PDR public health-communication terminology, and the bilingual signage of Mahosot Hospital and Setthathirath Hospital, Vientiane;ipa=lo-g2p"
emergency-medical.i-need-a-doctor,ຂ້ອຍຕ້ອງການໝໍ,,khoytongkanmo,kʰɔːj˧˩tɔːŋ˥˨kaːn˩mɔː˩,ໝໍ is both doctor and hospital-staff generally,2,"Ministry of Health, Lao PDR public health-communication terminology, and the bilingual signage of Mahosot Hospital and Setthathirath Hospital, Vientiane;ipa=lo-g2p"
emergency-medical.i-am-sick,ຂ້ອຍເຈັບປ່ວຍ,,khoychéppouay,kʰɔːj˧˩cep˧˥pua̯j˧,,2,"Ministry of Health, Lao PDR public health-communication terminology, and the bilingual signage of Mahosot Hospital and Setthathirath Hospital, Vientiane;ipa=lo-g2p"
emergency-medical.i-am-injured,ຂ້ອຍໄດ້ຮັບບາດເຈັບ,,khoydaihapbatchép,kʰɔːj˧˩daj˥˨hap˧baːt˧˩cep˧˥,ບາດເຈັບ is a wound rather than an illness,2,"Ministry of Health, Lao PDR public health-communication terminology, and the bilingual signage of Mahosot Hospital and Setthathirath Hospital, Vientiane;ipa=lo-g2p"
emergency-medical.it-hurts-here,ເຈັບຢູ່ນີ້,,chépyouni,cep˧˥juː˧niː˥˨,said while pointing,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
emergency-medical.where-is-a-pharmacy,ຮ້ານຂາຍຢາຢູ່ໃສ,,hankhayyayousai,haːn˥˨kʰaːj˩jaː˩juː˧saj˩,literally 'medicine-selling shop',2,"Ministry of Health, Lao PDR public health-communication terminology, and the bilingual signage of Mahosot Hospital and Setthathirath Hospital, Vientiane;ipa=lo-g2p"
emergency-medical.please-take-me-to-a-hospital,ກະລຸນາພາຂ້ອຍໄປໂຮງໝໍ,,kalounaphakhoypaihôngmo,kaʔ˧˥luʔ˧naː˧˥pʰaː˧˥kʰɔːj˧˩paj˩hoːŋ˧˥mɔː˩,,2,"Ministry of Health, Lao PDR public health-communication terminology, and the bilingual signage of Mahosot Hospital and Setthathirath Hospital, Vientiane;ipa=lo-g2p"
emergency-medical.i-feel-unwell,ຂ້ອຍຮູ້ສຶກບໍ່ສະບາຍ,,khoyhousukbosabay,kʰɔːj˧˩huː˥˨sɯk˧˥bɔː˧saʔ˧˥baːj˩,ບໍ່ສະບາຍ is the negative of the same word that greets you,2,"Enfield, N. J., *A Grammar of Lao* (Mouton de Gruyter, 2007);ipa=lo-g2p"
emergency-medical.this-is-an-emergency,ນີ້ແມ່ນເຫດສຸກເສີນ,,nimènhétsoukseun,niː˥˨mɛːn˧heːt˧˩suk˧˥sɤːn˩,ສຸກເສີນ is the word on a Lao hospital's emergency door,2,"Ministry of Health, Lao PDR public health-communication terminology, and the bilingual signage of Mahosot Hospital and Setthathirath Hospital, Vientiane;ipa=lo-g2p"
