section_id,title
social-basics,ሰላምታና መሰረታዊ
communication,መግባባት
quick-responses,ፈጣን መልሶች
phone-translation,በስልክ መተርጎም
phone-text-power,ስልክ፣ ጽሑፍና ኃይል
sim-data,ሲም፣ ዳታና ዋይፋይ
introductions,መተዋወቅ
etiquette,ጉርሻና ጨዋነት
slang,የአነጋገር ዘይቤ
profanity,ስድብ (ኃይለኛ)
time-scheduling,ጊዜና ቀጠሮ
time-words,የጊዜ ቃላት
days-of-week,የሳምንቱ ቀኖች
months,ወራት
pronouns-verbs,ዋና ቃላትና ቅርጾች
question-words,የጥያቄና ትንንሽ ቃላት
payment-receipt,ክፍያና ደረሰኝ
numbers-money,ቁጥርና ገንዘብ
atm-cash,ኤቲኤምና ጥሬ ገንዘብ
dietary-needs,የምግብ ገደቦች
utility-templates,ጠቅላላ ቅርጾች
shopping,ግዢ
color-size-returns,ቀለም፣ ልክና መመለስ
tax-refund,የታክስ ተመላሽ
food-ordering,ምግብና ማዘዝ
attractions-tickets,መስህብና ቲኬት
children,ከልጆች ጋር
directions,አቅጣጫ
quick-directions,ፈጣን አቅጣጫ
taxi,ታክሲ
building-help,በህንጻ ውስጥ እርዳታ
accessibility,አካልና እንቅስቃሴ
transit-rides,ትራንስፖርትና ጉዞ
in-a-building,በህንጻ ውስጥ
toilets,መጸዳጃ ቤት
building-words,የህንጻ ቃላት
hotel-words,የሆቴል ቃላት
hotel-basics,የሆቴል መሰረታዊ
hotel-requests,የሆቴል ጥያቄዎች
room-problems,የክፍል ችግሮች
laundry,ልብስ ማጠብ
place-words,የቦታ ቃላት
border-customs,ድንበርና ጉምሩክ
trail-words,የመንገድ ቃላት
pickup-meeting,መነሳትና መገናኘት
rail-station-words,የባቡርና ጣቢያ ቃላት
common-signs,የተለመዱ ምልክቶች
weather,አየርና ሁኔታ
hiking-parks,የእግር ጉዞና ፓርክ
trail-conditions,ሁኔታና መንገድ
trail-transport,መጓጓዣና አገልግሎት
trail-warnings,የመንገድ ማስጠንቀቂያ
trail-landmarks,የመንገድ ምልክትና አገልግሎት
emergency-medical,አስቸኳይና ሕክምና
medical-conditions,ሕመምና መድኃኒት
pharmacy-symptoms,መድኃኒት ቤትና ምልክቶች
body-parts,የሰውነት ክፍሎች
lost-rescue,የጠፉ ዕቃዎችና ማዳን
police-consulate,ፖሊስ፣ ስርቆትና ቆንስላ
