section_id,title
social-basics,인사·기본
communication,의사소통
quick-responses,짧은 대답
phone-translation,휴대폰 번역
phone-text-power,휴대폰·연락·충전
sim-data,유심·데이터·와이파이
introductions,자기소개
etiquette,팁·예절
time-scheduling,시간·약속
time-words,때를 나타내는 말
days-of-week,요일
months,달
pronouns-verbs,기본 말·표현
question-words,의문사·작은 말
payment-receipt,결제·영수증
numbers-money,숫자·돈
atm-cash,ATM·현금
dietary-needs,식사 제한
utility-templates,쓸모 있는 틀
shopping,쇼핑
color-size-returns,색·크기·반품
tax-refund,세금 환급
food-ordering,음식·주문
attractions-tickets,관광·입장권
children,아이와 함께
directions,길 안내
quick-directions,짧은 길 안내
taxi,택시
building-help,건물에서 도움
accessibility,접근·이동
transit-rides,대중교통
in-a-building,건물 안에서
toilets,화장실
building-words,건물 관련 말
hotel-words,호텔 관련 말
hotel-basics,호텔 기본
hotel-requests,호텔 요청
room-problems,객실 문제
laundry,세탁
place-words,장소 관련 말
border-customs,입국·세관
trail-words,등산로 관련 말
pickup-meeting,만남·픽업
rail-station-words,기차·역 관련 말
common-signs,흔한 표지판
weather,날씨·상황
hiking-parks,등산·공원
trail-conditions,상태·경로
trail-transport,교통·편의
trail-warnings,등산로 경고
trail-landmarks,이정표·편의
emergency-medical,응급·의료
medical-conditions,지병·복용약
pharmacy-symptoms,약국·증상
body-parts,신체 부위
lost-rescue,분실·구조
police-consulate,경찰·도난·영사관
