section_id,title
social-basics,அடிப்படை உரையாடல்
communication,தொடர்பு
quick-responses,விரைவு பதில்கள்
phone-translation,தொலைபேசி மொழிபெயர்ப்பு
phone-text-power,"தொலைபேசி, செய்தி, மின்சாரம்"
sim-data,"சிம், டேட்டா, வைஃபை"
introductions,அறிமுகம்
etiquette,"டிப்ஸ், பண்பாடு"
slang,பேச்சு வழக்கு
profanity,கடுஞ்சொற்கள்
time-scheduling,நேரமும் திட்டமும்
time-words,நேரச் சொற்கள்
days-of-week,வாரநாட்கள்
months,மாதங்கள்
pronouns-verbs,அடிப்படைச் சொற்கள்
question-words,வினாச் சொற்கள்
payment-receipt,"பணம், ரசீது"
numbers-money,எண்களும் பணமும்
atm-cash,"ஏடிஎம், பணம்"
dietary-needs,உணவுத் தேவைகள்
utility-templates,பயனுள்ள வார்ப்புருக்கள்
shopping,கடை
color-size-returns,"நிறம், அளவு, திருப்பம்"
tax-refund,வரி திரும்பப் பெறுதல்
food-ordering,உணவு ஆர்டர்
attractions-tickets,"சுற்றுலா, டிக்கெட்"
children,குழந்தைகளுடன்
directions,வழி
quick-directions,விரைவு வழிகாட்டல்
taxi,டாக்ஸி
building-help,கட்டிடத்தில் உதவி
accessibility,அணுகலும் நடமாட்டமும்
transit-rides,பொதுப் போக்குவரத்து
in-a-building,கட்டிடத்தினுள்
toilets,கழிவறை
building-words,கட்டிடச் சொற்கள்
hotel-words,விடுதிச் சொற்கள்
hotel-basics,விடுதி அடிப்படை
hotel-requests,விடுதி வேண்டுகோள்
room-problems,அறைப் பிரச்சினை
laundry,துணி துவைப்பு
place-words,இடச் சொற்கள்
border-customs,எல்லையும் சுங்கமும்
trail-words,பாதைச் சொற்கள்
pickup-meeting,ஏற்றுதலும் சந்திப்பும்
rail-station-words,"ரயில், நிலையச் சொற்கள்"
common-signs,பொது அறிவிப்புகள்
weather,வானிலை
hiking-parks,மலை நடையும் பூங்காக்களும்
trail-conditions,பாதை நிலை
trail-transport,பாதைப் போக்குவரத்து
trail-warnings,பாதை எச்சரிக்கை
trail-landmarks,பாதை அடையாளங்கள்
emergency-medical,"அவசரம், மருத்துவம்"
medical-conditions,"நோய், மருந்து"
pharmacy-symptoms,"மருந்துக் கடை, அறிகுறி"
body-parts,உடல் உறுப்புகள்
lost-rescue,"தொலைந்தவை, மீட்பு"
police-consulate,"காவல், திருட்டு, தூதரகம்"
