section_id,title
social-basics,寒暄、基础
communication,沟通
quick-responses,简短回应
phone-translation,手机翻译
phone-text-power,手机、通讯、充电
sim-data,SIM卡、流量、Wi-Fi
introductions,自我介绍
etiquette,小费、礼节
slang,口语、俗语
time-scheduling,时间、约定
time-words,时间词
days-of-week,星期
months,月份
pronouns-verbs,常用词、句型
question-words,疑问词、小词
payment-receipt,付款、收据
numbers-money,数字、钱
atm-cash,ATM、现金
dietary-needs,饮食禁忌
utility-templates,万能句型
shopping,购物
color-size-returns,颜色、尺码、退换
tax-refund,退税
food-ordering,用餐、点菜
attractions-tickets,景点、门票
children,带孩子
directions,问路
quick-directions,简短问路
taxi,出租车
building-help,楼里求助
accessibility,无障碍、出行
transit-rides,交通、乘车
in-a-building,在楼里
toilets,厕所
building-words,建筑用词
hotel-words,酒店用词
hotel-basics,酒店基础
hotel-requests,酒店需求
room-problems,房间问题
laundry,洗衣
place-words,地点用词
border-customs,入境、海关
trail-words,步道用词
pickup-meeting,接人、碰面
rail-station-words,火车、车站
common-signs,常见标识
weather,天气、状况
hiking-parks,徒步、公园
trail-conditions,路况、路线
trail-transport,交通、服务
trail-warnings,步道警示
trail-landmarks,路标、服务
emergency-medical,急救、医疗
medical-conditions,慢性病、用药
pharmacy-symptoms,药店、症状
body-parts,身体部位
lost-rescue,失物、救援
police-consulate,警察、失窃、领事馆
