section_id,title
social-basics,សួរសុខទុក្ខ + មូលដ្ឋាន
communication,ទំនាក់ទំនង
quick-responses,ចម្លើយខ្លីៗ
phone-translation,បកប្រែតាមទូរស័ព្ទ
phone-text-power,ទូរស័ព្ទ សារ + ថ្ម
sim-data,ស៊ីម អ៊ីនធឺណិត + វ៉ាយហ្វាយ
introductions,ការណែនាំខ្លួន
etiquette,ទីប + សុជីវធម៌
slang,ពាក្យសាមញ្ញ
profanity,ពាក្យអសុរស
time-scheduling,ពេលវេលា + ការណាត់ជួប
time-words,ពាក្យអំពីពេលវេលា
days-of-week,ថ្ងៃនៃសប្តាហ៍
months,ខែ
pronouns-verbs,ពាក្យសំខាន់ + ទម្រង់ប្រយោគ
question-words,ពាក្យសំណួរ + ពាក្យតូចៗ
payment-receipt,ការបង់ប្រាក់ + បង្កាន់ដៃ
numbers-money,លេខ + ប្រាក់
atm-cash,អេធីអឹម + សាច់ប្រាក់
dietary-needs,ការរឹតត្បិតអាហារ
utility-templates,ឃ្លាប្រើញឹកញាប់
shopping,ការទិញឥវ៉ាន់
color-size-returns,ពណ៌ ទំហំ + ការប្រគល់មកវិញ
tax-refund,ការសងពន្ធមកវិញ
food-ordering,ការកម្ម៉ង់អាហារ
attractions-tickets,កន្លែងទេសចរណ៍ + សំបុត្រ
children,ធ្វើដំណើរជាមួយកូន
directions,ទិសដៅ
quick-directions,ទិសដៅខ្លីៗ
taxi,តាក់ស៊ី
building-help,ជំនួយក្នុងអាគារ
accessibility,ការចូលដំណើរ + ចលនា
transit-rides,ការដឹកជញ្ជូន + ការធ្វើដំណើរ
in-a-building,នៅក្នុងអាគារ
toilets,បន្ទប់ទឹក
building-words,ពាក្យអំពីអាគារ
hotel-words,ពាក្យអំពីសណ្ឋាគារ
hotel-basics,មូលដ្ឋានសណ្ឋាគារ
hotel-requests,សំណើនៅសណ្ឋាគារ
room-problems,បញ្ហាបន្ទប់
laundry,ការបោកគក់
place-words,ពាក្យអំពីទីកន្លែង
border-customs,ព្រំដែន + គយ
trail-words,ពាក្យអំពីផ្លូវដើរ
pickup-meeting,ការមកទទួល + ចំណុចណាត់ជួប
rail-station-words,រថភ្លើង + ស្ថានីយ៍
common-signs,សញ្ញាទូទៅ
weather,អាកាសធាតុ + ស្ថានភាព
hiking-parks,ការដើរព្រៃ + សួនច្បារ
trail-conditions,ស្ថានភាព + ផ្លូវដើរ
trail-transport,ការដឹកជញ្ជូន + សេវាកម្ម
trail-warnings,ការព្រមានលើផ្លូវដើរ
trail-landmarks,ចំណុចសម្គាល់ + សេវាកម្ម
emergency-medical,អាសន្ន + វេជ្ជសាស្ត្រ
medical-conditions,ជំងឺ + ថ្នាំ
pharmacy-symptoms,ឱសថស្ថាន + រោគសញ្ញា
body-parts,ផ្នែកនៃរាងកាយ
lost-rescue,របស់បាត់ + ការសង្គ្រោះ
police-consulate,នគរបាល ការលួច + កុងស៊ុល
