concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
slang.thats-good,સરસ,,saras,səɾʌs,nice,2,gu-slang-v1;ipa=espeak
slang.thats-great,જબરું,,jabaruṁ,ɟəbʌɾũ,terrific,2,gu-slang-v1;ipa=espeak
slang.i-love-it,મજા આવી ગઈ,,majā āvī gaī,mʌɟaː aːʋi ɡʌi,the fun arrived,2,gu-slang-v1;ipa=espeak
slang.thats-bad,બકવાસ છે,,bakavās chē,bəkʋaːs cʰeː,it is rubbish,2,gu-slang-v1;ipa=espeak
slang.delicious,સ્વાદિષ્ટ,લાજવાબ,svādiṣṭ,sʋaːdɪʂʈ,tasty; લાજવાબ is *beyond reply*,2,gu-slang-v1;ipa=espeak
slang.thats-pricey,બહુ વધારે છે,,bahu vadhārē chē,bʌhu ʋədʰaːɾeː cʰeː,it is far too much,2,gu-slang-v1;ipa=espeak
slang.exactly,સાચી વાત,,sācī vāt,saːci ʋaːt,the true matter,2,gu-slang-v1;ipa=espeak
slang.no-worries,જવા દો ને,,javā dō nē,ɟʌʋaː doː neː,"let it go, no?",2,gu-slang-v1;ipa=espeak
slang.youre-welcome,એમાં શું!,,ēmāṁ śuṁ!,eːmã ʃũ,what is there in that!,2,gu-slang-v1;ipa=espeak
slang.seriously,સાચે?,,sācē?,saːceː,truly?,2,gu-slang-v1;ipa=espeak
slang.im-good-thanks,નહીં જોઈએ,,nahīṁ jōīē,nʌhĩ ɟoːiːeː,not wanted,2,gu-slang-v1;ipa=espeak
slang.lets-go,ચાલો!,હાલો!,cālō!,caːloː,let's go — હાલો is Kathiawadi,2,gu-slang-v1;ipa=espeak
slang.cheers,ચિયર્સ!,,ciyars!,cɪjəɾs,cheers (English loan),2,gu-slang-v1;ipa=espeak
slang.see-you,"સારું, આવજો",,"sāruṁ, āvajō","saːɾũ, aːʋʌɟoː","all right, goodbye",2,gu-slang-v1;ipa=espeak
