concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
payment-receipt.pay-by-card,કાર્ડ ચાલશે?,,kārḍ cālaśē?,kaːɾɖ caːlʌʃeː,will a card run?,2,gu-agent-v1;ipa=espeak
payment-receipt.pay-cash,રોકડ ઠીક છે?,,rōkaḍ ṭhīk chē?,ɾoːkʌɖ ʈʰiːk cʰeː,is cash fine?,2,gu-agent-v1;ipa=espeak
payment-receipt.pay-by-qr-code,ક્યુઆર કોડ ચાલશે?,,kyuār kōḍ cālaśē?,kjuaːɾ koːɖ caːlʌʃeː,will a QR code run?,2,gu-agent-v1;ipa=espeak
payment-receipt.a-receipt-please,પહોંચ આપો,રસીદ આપો,pahōṁc āpō,pəhonc aːpoː,give a receipt,2,gu-agent-v1;ipa=espeak
payment-receipt.please-write-the-number,નંબર લખી આપો,,naṁbar lakhī āpō,nʌmbəɾ lʌkʰi aːpoː,write the number,2,gu-agent-v1;ipa=espeak
payment-receipt.how-much-in-total,કુલ કેટલા થયા?,,kul kēṭalā thayā?,kul keːʈʌlaː tʰʌjaː,how much became in all?,2,gu-agent-v1;ipa=espeak
payment-receipt.can-we-pay-separately,અલગ-અલગ બિલ થઈ શકે?,,alag-alag bil thaī śakē?,ʌlʌɡəəlʌɡ bɪl tʰʌi ʃʌkeː,can the bills be separate?,2,gu-agent-v1;ipa=espeak
payment-receipt.is-tax-included,ટૅક્સ સામેલ છે?,,ṭêks sāmēl chē?,ʈɛks saːmeːl cʰeː,is tax included?,2,gu-agent-v1;ipa=espeak
payment-receipt.my-card-was-declined,મારું કાર્ડ ચાલ્યું નહીં,,māruṁ kārḍ cālyuṁ nahīṁ,maːɾũ kaːɾɖ caːljũ nʌhĩ,my card did not run,2,gu-agent-v1;ipa=espeak
payment-receipt.the-bill-is-wrong,બિલમાં કંઈક ભૂલ લાગે છે,,bilamāṁ kaṁīk bhūl lāgē chē,bɪlʌmã kəniːk bʰuːl laːɡeː cʰeː,some mistake seems to be in the bill,2,gu-agent-v1;ipa=espeak
payment-receipt.i-already-paid,મેં પૈસા આપી દીધા છે,,mēṁ paisā āpī dīdhā chē,mẽː pɛsaː aːpi diːdʰaː cʰeː,I have given the money,2,gu-agent-v1;ipa=espeak
shopping.i-am-just-looking,બસ જોવું છે,,bas jōvuṁ chē,bʌs ɟoːʋũ cʰeː,just looking,2,gu-agent-v1;ipa=espeak
shopping.how-much-is-this,આ કેટલાનું છે?,,ā kēṭalānuṁ chē?,aː keːʈlaːnũ cʰeː,of how much is this?,2,gu-agent-v1;ipa=espeak
shopping.that-is-too-expensive,આ બહુ મોંઘું છે,,ā bahu mōṁghuṁ chē,aː bʌhu monɡʰũ cʰeː,this is very dear,2,gu-agent-v1;ipa=espeak
shopping.can-it-be-a-little-cheaper,થોડું ઓછું થશે?,,thōḍuṁ ōchuṁ thaśē?,tʰoːɖũ oːcʰũ tʰʌʃeː,will it become a little less?,2,gu-agent-v1;ipa=espeak
shopping.is-there-a-discount,કંઈ છૂટ છે?,,kaṁī chūṭ chē?,kʌni cʰuːʈ cʰeː,is there any discount?,2,gu-agent-v1;ipa=espeak
shopping.where-do-i-pay,પૈસા ક્યાં આપવાના?,,paisā kyāṁ āpavānā?,pɛsaː kjã aːpʋaːnaː,where is the money to be given?,2,gu-agent-v1;ipa=espeak
shopping.i-will-take-this,મારે આ જ લેવું છે,,mārē ā j lēvuṁ chē,maːɾeː aː ɟə leːʋũ cʰeː,it is this very one I want to take,2,gu-agent-v1;ipa=espeak
shopping.what-is-this,આ શું છે?,,ā śuṁ chē?,aː ʃũ cʰeː,what is this?,2,gu-agent-v1;ipa=espeak
shopping.where-can-i-buy,{} ક્યાં મળશે?,,{} kyāṁ maḷaśē?,{} kjã məɭʌʃeː,where will {} be got?,2,gu-agent-v1;ipa=espeak
shopping.do-you-have-this-in-stock,આ સ્ટૉકમાં છે?,,ā sṭôkamāṁ chē?,aː sʈɔkʌmã cʰeː,is this in stock?,2,gu-agent-v1;ipa=espeak
shopping.two-of-these,આ બે આપો,,ā bē āpō,aː beː aːpoː,give two of these,2,gu-agent-v1;ipa=espeak
shopping.what-is-it-made-of,આ શેનું બનેલું છે?,,ā śēnuṁ banēluṁ chē?,aː ʃeːnũ bəneːlũ cʰeː,of what is this made?,2,gu-agent-v1;ipa=espeak
color-size-returns.do-you-have-another-color,બીજો રંગ છે?,,bījō raṁg chē?,biːɟoː ɾʌŋɡ cʰeː,is there another colour?,2,gu-agent-v1;ipa=espeak
color-size-returns.do-you-have-another-size,બીજી સાઇઝ છે?,,bījī sāijh chē?,biːɟi saːɪz cʰeː,is there another size?,2,gu-agent-v1;ipa=espeak
color-size-returns.may-i-try-it-on,આ પહેરીને જોઈ શકું?,,ā pahērīnē jōī śakuṁ?,aː pəheːɾiːneː ɟoːi ʃʌkũ,may I wear it and look?,2,gu-agent-v1;ipa=espeak
color-size-returns.can-i-return-it,આ પાછું આપી શકાય?,,ā pāchuṁ āpī śakāy?,aː paːcʰũ aːpi ʃəkaːjə,can this be given back?,2,gu-agent-v1;ipa=espeak
color-size-returns.can-i-exchange-it,આ બદલી શકાય?,,ā badalī śakāy?,aː bədʌli ʃəkaːjə,can this be changed?,2,gu-agent-v1;ipa=espeak
color-size-returns.do-you-have-a-bag,થેલી મળશે?,,thēlī maḷaśē?,tʰeːli məɭʌʃeː,will a bag be got?,2,gu-agent-v1;ipa=espeak
tax-refund.can-i-get-a-tax-refund,ટૅક્સ પાછો મળશે?,,ṭêks pāchō maḷaśē?,ʈɛks paːcʰoː məɭʌʃeː,will the tax be got back?,2,gu-agent-v1;ipa=espeak
tax-refund.is-tax-free-shopping-available,ટૅક્સ-ફ્રી ખરીદી થાય છે?,,ṭêks-phrī kharīdī thāy chē?,ʈɛksəpʰɾi kʰəɾiːdi tʰaːjə cʰeː,does tax-free shopping happen?,2,gu-agent-v1;ipa=espeak
